UID,Name,Position,Pas %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
51068396,Josué Arana,D (C),71%,13,13,5,12,13,12,12,10,8,11,8,5,8,8,19,5,10,4,8,5,5,6,1,1,1,1,5,1,10,3,1,13,3,1,9,2,4,4,1,3,1,3,1,4,3,3,2,- -  -,
20049589,Jordan Skelton,D (C),70%,9,10,9,15,12,8,11,14,5,11,10,6,9,8,9,5,12,5,16,9,9,9,5,4,3,4,5,1,9,8,5,9,6,1,12,2,1,3,2,1,1,2,2,1,3,2,2,- -  -,
2000187733,Fuad Adeniyi,D (C),70%,14,14,15,10,11,14,9,15,8,10,9,8,7,8,14,5,12,7,8,7,4,8,5,2,1,2,5,1,12,6,5,10,7,3,12,7,1,1,2,2,3,1,1,3,2,3,1,- -  -,
20049609,Abdoulaye Cissoko,D (C),73%,11,12,8,14,10,11,11,13,14,7,11,8,7,8,9,5,3,10,16,10,8,11,5,8,8,9,8,4,11,3,10,12,9,5,12,8,4,1,1,3,1,2,2,1,1,2,3,- -  -,
72049262,Hassan Ndam,D (C),75%,12,11,9,15,15,13,14,16,15,8,13,8,8,8,11,6,14,6,9,9,6,12,4,6,8,8,8,7,12,6,6,12,6,2,12,8,1,3,2,3,2,3,1,1,1,3,2,- -  -,
2000077089,Jackson Ragen,D (C),70%,10,10,10,17,11,11,14,17,12,10,4,9,10,9,6,5,9,11,11,9,9,7,7,7,9,6,9,2,11,6,7,11,7,7,13,9,3,3,2,2,1,2,3,1,1,2,3,- -  -,
72046395,Liam Doyle,D (C),75%,8,8,10,14,9,8,14,16,11,10,8,9,12,9,16,7,11,8,11,13,9,11,9,6,7,8,10,12,12,9,4,10,8,10,11,8,1,2,3,2,3,3,1,3,1,1,3,- -  -,Wnt
51068088,Haret Ortega,D (C),72%,13,10,14,13,10,13,15,13,15,13,15,12,10,9,13,7,12,14,13,13,7,13,4,8,8,9,13,9,15,4,11,15,10,13,16,11,1,1,1,1,2,3,2,2,1,1,1,- -  -,Inj
20030419,Brent Kallman,D (C),86%,11,10,13,13,10,11,12,15,8,12,15,11,13,9,14,4,12,8,12,13,8,14,5,6,7,6,8,6,12,6,5,11,9,5,12,9,2,3,1,3,1,2,2,2,1,2,1,- -  -,
2000155772,Kipp Keller,D (C),64%,13,10,11,16,11,13,13,14,12,11,10,10,10,9,12,6,11,8,10,11,9,11,6,4,8,6,9,2,13,7,3,10,10,11,13,9,1,2,2,3,1,1,1,2,3,3,3,- -  -,
51070471,Víctor Torres,D (C),69%,9,9,8,17,11,9,11,13,5,10,6,7,8,9,16,10,5,10,11,9,9,8,8,9,9,7,11,3,17,12,7,11,13,8,7,13,1,2,1,2,1,1,2,3,2,2,3,- -  -,
2000168872,Cristian Campagna,D (C),84%,8,10,12,12,13,10,11,13,12,8,10,10,10,9,18,5,8,9,11,9,7,11,7,2,7,9,11,4,11,2,3,12,7,4,16,10,1,4,2,3,1,1,4,4,3,1,2,- -  -,
20050628,Callum Chapman-Page,D (C),70%,10,11,11,12,9,9,11,14,15,10,11,11,12,9,16,5,14,9,14,9,8,10,5,3,8,5,8,1,9,8,9,12,11,3,13,8,3,3,1,3,2,2,1,3,2,1,1,- -  -,Opt
20503465,Lukas MacNaughton,D (C),75%,10,10,13,13,13,10,13,13,14,12,12,11,10,9,14,6,13,12,13,11,10,12,6,7,11,8,10,8,14,5,10,13,12,11,13,8,2,4,3,2,3,1,3,3,3,3,2,- -  -,
78087432,Guzmán Corujo,D (C),85%,10,8,15,15,13,13,12,15,16,13,16,10,12,9,15,8,14,8,12,14,5,15,7,7,7,7,8,11,13,7,8,13,10,5,14,9,1,2,3,2,3,3,1,3,3,1,1,- -  -,
78044562,Maximiliano Perg,D (C),75%,12,9,16,14,13,13,14,14,13,12,13,14,13,9,13,7,11,12,14,11,8,13,7,9,8,9,12,7,14,7,14,14,10,8,14,10,2,3,1,2,3,1,1,1,1,3,2,- -  -,
78017624,Marcelo Silva,D (C),77%,8,7,11,15,13,11,12,15,17,12,17,10,14,9,13,7,14,13,13,15,8,16,4,6,8,10,8,6,14,8,5,15,10,9,14,10,1,1,3,3,2,3,2,1,2,3,3,- -  -,
2000031930,Tony Leone,D (C),74%,12,9,13,13,12,13,13,14,11,10,9,9,9,10,5,7,10,9,11,9,8,11,5,3,6,5,10,3,11,5,6,11,10,2,12,9,1,1,2,1,4,3,2,3,3,2,1,- -  -,Int
14068839,Yeimar Gómez Andrade,D (C),78%,13,12,15,14,13,12,15,17,17,13,17,7,13,10,14,4,13,8,15,14,7,16,4,6,6,5,7,6,15,7,12,14,8,7,15,7,1,2,3,3,1,2,3,1,2,3,2,- -  -,
72048221,Lalas Abubakar,D (C),68%,13,10,12,14,12,13,14,16,14,11,13,9,11,10,12,12,12,8,13,12,9,13,5,7,7,7,9,6,15,6,8,14,10,5,13,10,1,1,1,1,1,1,1,1,1,1,1,- -  -,
72038786,Walker Zimmerman,D (C),85%,10,10,11,17,12,12,14,16,13,13,15,12,11,10,14,7,15,10,14,13,9,13,6,7,11,10,11,6,18,7,8,15,12,8,14,11,1,3,2,3,3,2,3,1,2,2,2,- -  -,
20049351,George Campbell,D (C),75%,13,9,13,14,12,14,14,15,11,12,10,8,10,10,13,4,6,7,12,10,7,11,8,6,8,4,10,8,12,7,7,12,11,3,12,12,1,2,3,3,3,3,2,1,3,1,3,- -  -,Loa
20050487,Hayden Sargis,D (C),73%,10,9,10,12,7,12,14,11,9,10,8,10,12,10,6,5,11,7,15,9,11,9,2,3,11,3,15,1,10,3,1,11,12,2,11,13,2,2,3,1,1,3,1,3,3,3,2,- -  -,Inj
76056665,Andrés Reyes,D (C),81%,12,11,12,13,10,12,12,13,10,13,12,12,12,10,13,8,12,11,12,11,11,12,7,4,9,7,10,5,15,5,4,12,11,7,12,10,1,3,2,1,2,3,3,4,3,3,1,- -  -,
72056261,Casey Walls,D (C),75%,12,10,11,14,9,11,12,13,13,10,10,8,10,10,19,6,5,8,12,10,7,11,7,7,9,4,10,9,11,6,4,11,11,6,12,10,3,3,2,3,2,3,3,2,3,3,3,- -  -,Int
51075558,Luis Galicia,D (C),72%,13,14,8,8,14,14,6,9,8,9,9,8,9,10,11,5,10,7,8,7,7,8,5,6,6,3,7,1,13,5,2,8,7,2,12,7,4,3,3,1,1,3,2,2,1,3,1,- -  -,
72052875,Callum Montgomery,D (C),64%,10,10,10,15,10,10,11,14,8,10,13,8,11,10,7,5,12,8,10,12,6,13,5,6,7,6,8,4,11,6,6,12,10,8,13,9,1,1,2,3,2,2,1,2,1,2,1,- -  -,
51068001,César Aguirre,D (C),70%,13,8,7,9,13,12,14,10,11,13,12,11,12,10,18,8,11,11,12,11,12,12,8,9,14,8,13,6,12,12,13,12,14,7,11,9,1,1,3,2,2,3,2,2,2,3,2,- -  -,
72051182,Wyatt Omsberg,D (C),62%,12,9,12,15,13,11,14,14,10,11,11,11,11,10,16,6,10,7,13,13,6,13,5,5,8,5,9,5,12,5,6,14,11,7,13,9,2,1,3,2,3,3,1,1,1,2,4,- -  -,Inj
72036949,Josh Williams,D (C),78%,9,9,10,15,12,10,10,14,12,10,13,10,11,10,13,4,14,11,12,13,7,12,4,7,8,9,10,5,13,7,12,12,11,12,13,10,3,1,1,4,2,2,2,2,2,1,2,- -  -,
2000155443,Ahmed Longmire,D (C),86%,14,12,10,15,13,14,12,15,12,8,11,8,10,10,10,7,5,10,11,11,8,11,5,5,8,5,10,1,15,6,10,10,12,7,11,10,3,2,2,1,3,1,2,1,2,1,2,- -  -,Loa
2000155624,Ryan Sailor,D (C),85%,11,8,8,16,18,13,15,14,11,9,13,11,10,10,12,4,12,5,11,12,9,10,6,6,5,10,11,9,14,4,4,12,9,8,13,11,1,1,3,3,3,2,2,2,3,2,1,- -  -,
62206980,Derek Cornelius,D (C),63%,10,10,10,14,15,11,13,15,12,10,12,10,11,10,11,4,8,8,13,11,9,9,8,11,8,7,9,8,14,7,10,13,12,5,12,9,1,2,2,3,2,1,3,2,2,1,2,- -  -,
51016194,Luis Alberto López,D (C),72%,10,11,13,12,14,11,11,14,14,11,7,13,12,10,7,5,15,7,11,10,8,11,7,8,9,6,10,6,12,6,6,12,11,8,12,11,1,1,3,3,3,2,3,2,3,3,1,- -  -,Inj
53020355,Ruben Gabrielsen,D (C),82%,13,10,16,15,13,13,13,17,13,10,15,11,9,10,12,12,13,9,12,12,7,15,7,9,6,8,11,8,13,8,12,12,12,4,15,12,2,2,4,1,3,2,3,1,3,2,2,- -  -,
2000045865,Ian Fray,D (C),69%,11,11,8,13,15,10,7,10,6,10,12,10,13,11,12,7,10,9,12,11,9,12,6,3,2,6,11,2,12,4,9,11,10,5,13,9,2,3,3,3,1,3,1,1,4,2,3,- -  -,Loa
8444104,Larrys Mabiala,D (C),88%,6,8,15,15,12,9,7,14,14,13,14,12,11,11,11,8,14,8,12,13,8,12,4,10,9,6,10,7,14,11,9,14,12,6,14,9,1,2,3,2,3,3,3,3,1,2,4,- -  -,
85042905,Nicolas Isimat-Mirin,D (C),70%,14,13,15,14,15,13,8,14,12,14,13,11,12,11,15,7,8,7,13,14,12,16,4,6,8,6,12,6,15,7,10,11,11,6,12,12,2,1,3,2,1,1,1,3,1,1,3,- -  -,
14071188,Miguel Barbieri,D (C),70%,13,13,12,12,13,11,15,13,15,14,13,13,13,11,14,10,12,7,13,14,9,13,4,7,9,8,10,4,15,7,11,14,12,7,15,12,3,2,2,2,1,3,1,2,1,3,1,- -  -,
78089358,Sebastián Cáceres,D (C),73%,15,11,14,12,13,14,16,13,14,15,14,13,12,11,13,9,12,13,15,14,9,15,9,6,9,8,11,4,15,6,12,16,11,7,14,11,2,1,2,2,3,2,2,2,2,3,3,- -  -,
63033493,Macdonald Niba,D (C),73%,9,8,10,11,9,10,10,14,12,11,11,9,9,11,12,6,11,5,12,12,9,10,4,3,5,4,6,5,12,6,7,14,10,6,11,9,3,3,3,1,1,1,3,2,3,3,3,- -  -,
19222440,Nogueira,D (C),74%,12,11,11,14,12,12,13,13,14,13,12,11,14,11,13,10,12,9,13,12,10,12,6,6,9,6,10,10,13,11,10,13,11,8,13,11,1,2,2,2,1,2,2,1,1,3,1,- -  -,
51076660,Jorge Reynoso,D (C),69%,8,12,10,13,17,8,8,12,10,10,9,12,13,11,13,5,16,11,7,8,6,9,7,3,5,8,10,7,6,7,2,13,9,7,13,8,3,2,2,1,2,2,3,3,1,3,1,- -  -,
51056570,Paul Bellón,D (C),87%,12,9,9,13,10,12,11,11,9,11,10,9,12,11,11,7,10,10,11,10,10,11,9,8,10,9,11,9,11,8,11,13,13,9,12,13,3,2,3,1,3,3,1,3,2,3,3,- -  -,
72052896,Sean Nealis,D (C),79%,10,10,9,16,13,12,13,14,14,12,12,9,11,11,14,5,11,6,10,10,8,11,8,5,8,6,9,5,14,4,5,11,10,7,13,9,1,3,1,2,2,1,3,1,3,3,3,- -  -,
51067993,Diego Hernández,D (C),71%,12,12,9,13,13,11,10,11,8,14,10,10,10,11,5,5,5,7,10,9,9,5,5,1,7,3,8,2,14,3,6,9,8,5,13,7,3,1,3,2,3,1,1,1,1,1,1,- -  -,
51013932,Miguel Ángel Herrera,D (C),81%,11,12,12,11,11,12,13,11,15,14,11,13,14,11,18,6,9,6,13,12,9,13,6,6,5,7,12,6,11,6,7,13,11,9,14,11,3,2,1,4,1,1,1,3,3,2,3,- -  -,
2000164730,Jake Gross,D (C),69%,7,9,11,14,10,6,8,10,5,10,8,6,7,11,12,6,3,5,9,8,2,6,2,1,1,2,5,1,12,1,3,12,4,1,13,1,1,3,3,2,3,1,3,2,3,1,3,- -  -,
51008455,Oswaldo Alanís,D (C),82%,11,11,12,13,13,10,12,12,7,13,12,11,12,12,18,10,10,10,13,12,12,15,7,8,6,7,13,13,11,9,10,11,12,16,14,13,3,3,2,1,1,1,3,3,1,1,3,- -  -,
51013487,Luis Fernando Quintana,D (C),45%,11,10,10,10,14,11,13,9,15,15,13,15,15,12,5,7,11,9,15,13,12,13,8,7,5,6,12,7,9,8,12,14,12,8,14,13,1,4,2,1,3,2,2,3,1,2,1,- -  -,
51013525,Arturo Ortiz,D (C),81%,11,15,13,12,5,12,9,12,12,14,12,13,13,12,3,6,12,13,14,13,13,14,7,8,8,9,9,2,10,8,8,14,14,11,14,13,2,1,2,3,2,2,3,1,1,1,3,- -  -,
51063385,Gilberto Sepúlveda,D (C),80%,13,12,11,12,14,13,13,12,15,16,16,13,13,12,6,14,8,8,13,14,14,16,5,7,10,8,11,8,12,7,12,14,13,9,14,11,2,2,2,3,1,1,3,3,3,1,1,- -  -,
51074600,José Daniel Hernández,D (C),71%,6,8,10,12,9,10,12,12,12,11,8,10,7,12,16,7,12,9,17,10,9,10,5,5,5,3,7,3,13,5,9,11,7,4,16,4,3,1,3,2,4,1,3,3,3,3,1,- -  -,Inj
51074726,Manlio Rivera,D (C),70%,11,8,12,12,10,11,14,13,13,10,12,6,9,12,18,2,11,8,12,8,8,9,3,3,5,5,9,1,12,2,9,11,8,4,12,6,3,1,4,3,1,3,1,2,2,3,3,- -  -,Inj
51075290,Jorge Luis García,D (C),82%,11,12,10,5,10,12,9,7,9,11,10,9,12,12,5,9,8,6,11,7,6,9,5,5,6,2,5,5,16,7,4,14,5,5,11,7,2,2,2,1,3,1,2,1,2,2,3,- -  -,
51075537,José Ricardo Galindo,D (C),84%,14,14,12,13,12,14,14,10,11,12,10,13,12,12,8,12,9,11,11,11,12,13,13,13,14,11,11,9,13,12,11,10,12,7,7,12,1,1,1,3,2,2,1,2,1,2,1,- -  -,
51015271,Antonio Briseño,D (C),60%,11,10,11,14,15,12,13,14,13,14,17,11,14,12,15,8,16,8,14,15,9,16,7,7,8,8,7,7,13,7,15,14,7,12,12,8,1,1,1,3,2,3,2,1,2,1,2,- -  -,
51079540,Rubén Salas,D (C),70%,12,11,7,11,10,9,5,10,5,10,9,7,7,12,5,5,4,4,14,6,6,7,2,1,1,1,4,1,10,1,4,14,6,5,12,6,2,1,1,1,1,2,4,2,3,4,3,- -  -,
53056995,Jakob Glesnes,D (C),78%,10,10,15,13,14,11,13,14,16,12,16,13,10,12,14,4,15,7,12,14,10,14,9,10,8,11,8,12,13,12,7,11,12,9,15,8,2,1,3,3,2,1,2,2,3,1,3,- -  -,
67030522,Alejandro Arribas,D (C),75%,8,9,12,13,14,10,11,11,15,13,14,12,12,12,14,8,9,7,14,15,11,13,10,4,6,3,11,5,14,5,8,14,12,4,14,9,1,2,1,1,3,3,3,2,1,2,3,- -  -,
67199429,Jorge Meré,D (C),81%,10,12,15,12,13,11,12,14,11,16,11,13,9,12,10,11,12,8,15,12,12,12,4,7,11,7,12,4,13,7,10,15,12,6,15,12,1,2,1,3,3,3,1,3,3,2,3,- -  -,
72014252,Omar González,D (C),87%,7,10,12,16,14,10,11,17,10,13,13,13,10,12,14,3,12,9,13,13,7,11,3,1,9,8,9,8,15,5,6,13,10,8,14,10,3,3,2,3,3,3,1,3,3,1,1,- -  -,
72026323,Daniel Steres,D (C),73%,10,11,12,12,11,11,13,14,15,11,14,12,12,12,14,3,13,6,12,13,9,13,9,7,6,7,10,5,15,6,11,13,10,7,13,10,3,2,4,3,4,1,2,2,1,3,3,- -  -,
72056130,Jack Maher,D (C),83%,11,10,11,15,13,11,12,12,10,14,12,11,14,12,13,7,12,10,13,14,11,12,5,7,7,6,11,4,14,6,8,12,12,5,13,12,3,3,1,3,1,2,3,2,3,1,4,- -  -,
76046572,Felipe Aguirre,D (C),70%,9,9,13,13,15,11,10,14,15,13,14,9,10,12,11,8,11,6,12,14,7,13,6,6,7,7,9,4,14,8,7,14,10,3,12,11,3,4,1,3,3,3,1,1,2,1,2,- -  -,Inj
79033990,Jhohan Romaña,D (C),86%,14,13,16,15,16,13,13,16,15,14,15,12,12,12,13,5,8,9,12,15,11,16,7,5,8,5,10,10,15,4,11,13,8,7,14,9,1,3,2,2,2,3,2,4,3,1,3,- -  -,
19212658,Nathan,D (C),81%,12,10,10,14,12,13,12,12,15,12,13,12,12,12,11,9,9,9,12,12,8,12,6,7,8,7,10,8,15,6,8,12,10,8,14,10,1,2,2,3,1,2,3,1,1,3,3,- -  -,
14020962,Lisandro López,D (C),83%,13,10,14,15,14,12,10,13,16,14,18,11,13,12,15,7,14,10,14,15,10,15,4,8,10,10,12,4,15,9,4,14,12,11,14,10,3,3,1,1,3,3,3,3,3,1,3,- -  -,
14118220,Rodrigo Schlegel,D (C),83%,11,11,15,14,13,12,14,14,13,12,15,9,13,12,14,9,14,8,13,13,9,13,3,8,10,10,10,6,14,8,12,13,11,9,15,8,2,3,3,2,3,3,2,1,3,2,3,- -  -,
14185004,Alan Franco,D (C),83%,13,11,17,12,16,13,15,13,14,14,18,13,12,12,14,8,14,9,13,12,9,12,4,6,11,5,12,4,13,9,13,13,12,8,14,10,3,1,2,3,4,1,1,3,1,1,3,- -  -,
19153354,Thiago Martins,D (C),78%,13,13,12,13,14,13,15,13,12,12,13,12,11,12,3,11,9,10,12,14,9,13,7,8,9,8,11,8,13,8,9,13,11,9,13,11,1,1,2,1,4,1,3,2,4,1,1,- -  -,
19171009,Antônio Carlos,D (C),81%,13,11,12,16,14,12,15,13,14,13,14,12,12,12,12,10,12,8,15,13,8,13,5,6,6,7,11,6,15,6,7,14,10,7,13,11,2,3,3,2,3,3,3,2,2,1,3,- -  -,
2000199579,Nassim Nouajaa,D (C),73%,6,10,7,12,9,7,8,7,15,10,9,4,9,12,8,5,6,4,13,6,3,7,4,5,3,4,7,1,13,2,4,13,7,3,13,4,2,3,3,4,3,1,1,1,1,3,3,- -  -,Bid
51068124,Pedro Hermida,D (C),72%,11,12,8,9,12,12,8,9,13,14,9,8,8,13,12,9,10,6,12,7,5,8,2,1,1,3,8,1,12,4,3,14,8,1,10,7,3,3,1,2,4,1,3,2,2,3,1,- -  -,
51070991,Edson García,D (C),82%,8,11,9,12,10,10,12,12,12,13,10,7,10,13,5,6,2,10,12,11,5,9,9,6,10,1,10,9,14,7,1,14,10,5,14,11,2,2,1,3,4,2,3,1,3,1,2,- -  -,
2000029466,Oskar Ågren,D (C),82%,11,9,9,14,9,11,12,13,10,13,9,11,10,13,10,4,11,7,10,12,10,12,6,4,5,8,10,4,12,5,6,11,12,10,11,10,1,3,1,1,3,3,2,1,2,2,4,- -  -,
2000029927,Juan de Dios Martínez,D (C),67%,10,9,6,9,17,8,3,11,15,9,5,5,9,13,7,5,14,5,13,5,3,5,1,1,1,1,6,1,8,3,1,12,4,1,12,4,3,1,3,1,1,2,2,2,3,1,1,- -  -,
72056134,Henry Kessler,D (C),80%,11,10,11,14,7,13,11,14,11,12,12,10,12,13,15,5,11,6,12,12,10,12,9,5,10,7,11,5,14,10,8,13,11,7,14,10,3,2,4,1,1,2,1,4,2,1,2,- -  -,
51056512,Juan Alberto Esqueda,D (C),72%,13,13,7,8,14,13,11,5,11,10,8,6,9,13,5,6,12,2,10,6,4,6,4,1,6,1,7,1,13,1,2,8,5,4,8,4,3,3,1,3,2,3,1,2,2,1,1,- -  -,Inj
75029650,Valber Huerta,D (C),79%,12,12,13,14,14,12,15,13,11,13,12,12,13,13,11,7,9,8,14,13,8,13,7,8,8,6,10,11,13,10,8,14,14,4,13,11,3,1,2,1,2,4,1,2,1,2,1,- -  -,
76022052,Jaine Barreiro,D (C),82%,14,12,13,15,6,13,13,13,10,13,13,12,13,13,12,5,12,12,13,14,12,13,6,6,6,8,14,9,11,8,8,13,13,10,14,11,4,2,1,4,1,3,2,2,3,2,3,- -  -,
76037891,Eddie Segura,D (C),80%,13,12,13,13,15,13,14,11,4,13,14,13,15,13,13,6,13,8,13,12,9,12,5,6,7,7,12,6,14,11,8,13,12,4,13,10,3,1,1,2,3,2,2,2,4,2,2,- -  -,
2000030237,Josué Hernández,D (C),70%,11,11,7,12,12,11,7,7,7,6,8,5,11,13,5,6,14,6,14,5,1,5,3,1,1,1,6,1,7,1,1,11,5,2,10,3,3,2,1,2,4,2,2,2,3,1,2,- -  -,
5667722,Hugo Ayala,D (C),79%,10,11,12,13,13,10,13,11,10,15,13,13,14,13,12,8,14,8,16,13,12,12,7,8,6,4,7,6,15,9,6,13,10,7,13,13,1,2,2,3,1,1,1,3,2,3,1,- -  -,
5662676,Leobardo López,D (C),66%,5,9,14,10,13,6,9,10,8,13,14,13,12,13,17,7,13,9,14,14,11,11,5,6,3,10,10,6,13,9,9,15,12,14,14,10,1,1,2,3,3,2,3,3,3,1,2,- -  -,Inj
51072162,Sergio Vázquez,D (C),69%,11,13,7,9,13,13,10,8,15,12,8,7,10,13,13,5,11,5,13,5,5,5,1,1,3,1,3,1,12,2,3,8,6,1,9,1,1,2,2,3,2,1,1,4,4,1,4,- -  -,
51011883,Néstor Araujo,D (C),89%,13,12,11,14,12,12,14,14,8,13,13,13,14,13,13,9,13,9,15,13,12,12,6,7,8,5,13,7,10,9,12,15,14,11,13,13,3,2,3,1,1,3,3,3,3,3,3,- -  -,
8835392,Oscar Murillo,D (C),75%,13,10,12,15,16,11,13,14,12,14,12,13,13,13,11,5,12,11,13,11,10,14,6,8,7,8,9,3,14,11,8,13,8,8,14,8,1,3,1,2,2,3,1,1,3,1,3,- -  -,
72026254,Matt Hedges,D (C),79%,11,8,12,16,13,12,12,13,10,12,11,10,12,13,13,4,16,8,12,13,10,14,6,6,5,5,10,5,15,5,5,13,11,7,14,10,2,3,1,2,3,2,3,1,2,1,3,- -  -,Inj
72041400,Steven Birnbaum,D (C),81%,11,11,10,15,13,12,14,13,9,12,11,11,11,13,14,7,11,6,12,11,10,12,6,8,10,11,10,8,15,8,2,12,12,12,13,10,2,4,4,1,1,3,3,2,1,1,3,- -  -,
51078642,Víctor Guzmán,D (C),83%,8,10,13,11,9,11,13,13,12,14,13,14,14,13,12,9,13,14,13,14,14,10,8,11,8,7,11,8,13,9,11,14,14,10,15,14,1,3,2,1,3,2,1,2,2,3,1,- -  -,Wnt
51072693,Ernesto Monreal,D (C),73%,9,8,10,14,12,10,11,10,12,12,12,12,12,14,6,6,2,13,12,11,13,11,8,8,10,8,10,6,12,10,12,13,12,2,12,10,3,1,1,1,1,3,1,2,1,1,1,- -  -,
51042295,Óscar Manzanarez,D (C),68%,12,9,14,12,13,12,12,9,10,11,11,9,8,14,5,5,11,6,11,10,6,13,7,6,9,6,9,5,10,4,7,12,10,8,12,8,2,1,2,2,3,2,1,2,2,1,3,- -  -,
8826848,Diego Godín,D (C),91%,6,6,15,14,18,7,10,13,15,15,18,15,14,14,17,6,17,9,17,15,8,18,5,7,7,7,8,5,15,6,3,16,12,10,16,10,2,3,3,4,1,3,2,1,1,1,3,- -  -,
93025019,Joakim Nilsson,D (C),83%,11,10,13,14,12,11,13,13,12,13,15,12,13,14,14,6,12,8,14,12,12,10,4,10,7,7,10,7,14,10,8,14,13,8,13,11,3,3,2,2,2,1,1,1,3,3,2,- -  -,
8825553,Cristián Zapata,D (C),87%,9,10,18,15,15,11,15,15,14,15,14,15,10,14,14,4,12,8,15,14,9,15,4,5,8,7,9,3,15,3,7,14,12,4,14,13,1,3,1,1,1,3,2,2,2,4,1,- -  -,
51078395,Roberto Enciso,D (C),70%,12,11,9,4,10,13,5,8,10,11,9,9,10,14,17,5,11,8,12,7,6,8,2,2,1,2,5,1,10,3,2,11,11,1,13,9,2,3,1,3,1,3,1,1,2,3,3,- -  -,
51072268,Axel Grijalva,D (C),86%,10,9,12,10,10,11,11,10,12,11,10,8,9,14,1,5,7,3,11,8,5,9,2,4,5,4,8,4,12,2,6,11,6,7,9,5,2,2,1,3,1,4,1,1,1,1,3,- -  -,
2000225147,Arjan Khela,D (C),60%,13,7,7,14,16,11,4,8,10,7,8,6,4,14,15,5,10,5,10,5,1,7,3,1,1,3,4,1,6,1,1,14,6,4,14,5,3,2,2,2,1,4,2,4,3,1,2,- -  -,Yth
2000162068,Abraham Freyfeld,D (C),50%,9,12,9,14,13,10,6,13,14,10,9,7,9,14,3,5,2,6,10,7,5,5,5,1,3,5,8,4,12,7,4,10,8,3,14,7,2,3,4,3,2,2,1,4,1,4,3,- -  -,
