UID,Name,Position,Pas %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
23441025,Sun Hongwei,D (C),70%,8,8,9,11,12,8,5,9,10,12,7,4,8,3,12,5,4,5,6,5,6,6,5,2,5,5,6,1,9,3,3,14,5,5,8,4,2,2,3,1,1,3,2,1,1,2,2,- -  -,
2000160705,Yu Kunyi,D (C),65%,6,6,5,11,14,12,6,3,6,5,7,7,6,3,3,5,2,1,14,4,3,5,2,1,1,1,4,1,4,3,1,4,5,1,10,4,3,3,2,3,1,1,1,3,2,3,2,- -  -,Loa
23020863,Li Pin-hsien,D (C),63%,11,10,5,5,17,8,9,5,13,10,6,5,10,4,6,4,7,2,7,4,1,6,1,1,1,2,5,1,13,1,2,6,5,1,12,2,2,2,2,3,3,3,3,1,3,3,2,- -  -,Ctr
5632696,Noel Unpingco,D (C),74%,2,3,4,9,7,4,3,3,13,12,5,5,9,4,7,5,14,3,8,4,1,1,1,3,1,1,5,4,9,4,1,12,5,3,9,1,2,2,3,2,2,2,2,3,1,2,3,- -  -,Ama
23136618,Kuok Meng Chon,D (C),67%,13,13,4,7,14,13,5,3,15,5,6,2,4,4,15,5,11,3,6,3,1,4,2,1,1,1,4,1,10,1,1,7,2,1,8,1,1,3,1,2,4,1,1,3,3,3,2,- -  -,Ama
23031911,Sol Jung,D (C),70%,7,4,4,6,10,4,8,3,11,5,3,2,6,4,4,5,11,3,14,3,1,5,2,1,2,3,2,1,9,1,1,7,2,1,5,2,4,1,1,2,1,2,1,3,2,2,1,- -  -,Ama
23031946,Lee Chung,D (C),55%,5,3,3,7,14,4,4,3,8,9,6,3,7,4,16,5,4,1,12,2,1,4,1,1,1,1,2,1,6,1,1,10,3,1,5,1,3,2,3,2,2,2,3,2,1,3,3,- -  -,Ama
23355303,Noah Olsen,D (C),71%,6,10,4,1,12,7,8,1,15,4,5,1,10,4,16,5,3,1,13,2,1,3,2,1,1,1,2,1,4,1,1,10,1,1,9,1,3,3,2,1,1,2,2,3,3,1,1,- -  -,Ama
23445406,Orkhon Mönkh-Orgil,D (C),64%,12,12,4,12,12,12,5,5,14,9,7,2,5,5,6,5,3,3,12,3,1,4,1,1,1,1,3,1,11,1,1,7,4,1,13,4,2,1,2,1,1,1,1,3,1,1,4,- -  -,Ctr
23445460,Boldbaatar Tserenbayar,D (C),67%,12,13,4,1,12,10,9,1,15,9,6,4,6,5,12,5,12,2,10,3,2,4,1,2,1,1,4,1,11,2,1,7,4,1,12,1,2,3,3,4,1,1,3,2,1,1,3,- -  -,
2002073151,Liu Jun,D (C),65%,5,6,5,11,7,5,5,5,5,5,9,6,7,5,12,3,13,2,5,3,4,5,5,4,2,4,5,3,5,3,4,6,5,5,12,3,4,2,1,1,2,4,3,1,2,3,1,- -  -,Ama
23355126,Francisco Santos,D (C),68%,3,4,4,5,6,3,9,1,10,7,5,4,5,5,13,5,7,2,12,3,1,4,1,2,1,1,3,1,12,2,1,14,4,1,8,1,1,1,1,3,1,1,3,1,2,2,2,- -  -,Ama
1042713,Michael Quitugua,D (C),64%,5,3,5,3,6,4,4,2,15,10,6,5,6,5,10,5,12,2,9,4,3,4,2,1,1,1,3,1,5,1,1,14,5,1,10,2,3,3,3,3,1,3,1,2,3,2,3,- -  -,Ama
23355206,Aaron Blaz,D (C),69%,12,12,2,1,15,12,8,2,7,5,4,2,4,5,16,5,10,1,10,1,1,3,1,1,1,1,1,1,8,1,1,7,2,1,12,1,3,1,3,3,3,3,2,1,2,2,1,- -  -,Ama
2002070883,Zhao Jun,D (C),68%,6,5,15,15,13,5,10,6,15,7,19,7,7,5,11,4,9,5,6,12,2,15,4,3,2,3,6,3,7,4,3,5,3,2,5,7,1,2,1,3,3,1,2,3,1,1,3,- -  -,Ama
23445571,Bayasgalan Amarjargal,D (C),67%,13,13,5,3,15,13,3,8,14,4,7,4,6,5,16,4,7,3,13,4,3,5,1,2,1,1,4,1,5,4,1,13,1,1,9,2,2,4,2,4,1,3,2,3,4,3,3,- -  -,
23098072,Mark Avery-Sasai,D (C),65%,8,7,3,11,10,7,3,3,9,6,5,2,8,5,11,5,13,1,4,2,1,3,1,1,1,1,3,1,6,1,1,10,3,1,6,1,2,2,3,1,2,1,1,4,3,2,3,- -  -,Ama
23447188,Tsogtbaatar Gezegt,D (C),69%,11,9,3,1,12,8,9,3,8,5,5,3,9,5,5,5,11,2,13,2,2,4,1,1,1,1,2,1,4,2,1,11,3,1,5,2,3,1,1,1,3,1,2,4,1,3,3,- -  -,Ama
23354947,Kim Jeong-Woo,D (C),62%,11,9,2,10,16,7,9,4,5,3,3,2,1,6,3,5,8,1,11,1,1,4,1,1,1,1,2,1,7,1,1,6,1,1,5,1,2,2,1,3,1,1,2,1,3,2,3,- -  -,Ama
23265990,Wan Tin Iao,D (C),63%,13,11,4,1,14,11,7,1,13,10,6,4,3,6,7,5,11,2,10,3,1,4,1,1,1,1,4,1,6,3,1,10,1,1,9,1,3,1,2,4,2,1,1,1,2,1,4,- -  -,Ama
1042712,Randy Iriarte,D (C),72%,3,5,3,1,15,4,3,1,14,4,5,2,12,6,11,5,12,1,9,3,1,4,1,1,1,3,1,1,6,3,1,14,2,1,11,3,1,1,2,2,3,3,2,1,3,2,2,- -  -,Ama
23031835,Takefumi Inoue,D (C),59%,3,3,3,10,9,2,2,1,13,7,5,4,4,6,4,5,12,3,12,3,1,4,1,1,1,1,3,1,7,1,1,12,2,1,10,3,3,3,2,3,2,1,1,1,3,1,2,- -  -,Ama
23363900,Chen Guoliang,D (C),69%,8,10,6,11,10,11,9,5,9,7,5,6,9,7,12,5,3,5,14,5,1,6,2,1,3,1,5,3,8,3,1,11,2,2,12,1,3,1,2,2,2,3,2,2,1,2,1,- -  -,
2002070876,Su Wei,D (C),70%,7,6,6,11,10,8,5,7,19,6,10,7,8,7,10,3,1,5,8,15,2,10,4,4,3,3,7,4,7,4,4,5,9,5,7,4,2,2,2,1,3,2,1,3,3,2,3,- -  -,Ctr
23445504,Mönkhbat Enkh-Od,D (C),64%,12,12,6,1,13,11,5,1,8,6,6,3,9,7,10,5,9,4,15,5,3,6,2,2,3,4,5,1,8,4,1,6,5,1,11,1,2,1,3,2,1,2,2,1,2,4,1,- -  -,
