UID,Name,Position,Pas %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
23479660,Mostafa Baidoon,D (C),67%,12,12,5,6,17,11,10,12,15,8,8,5,10,6,5,5,11,2,12,4,3,6,2,1,1,1,5,2,7,2,1,10,5,2,12,5,3,2,1,2,1,1,3,2,3,1,2,- -  -,
23433123,Noor Al-Rashidi,D (C),65%,14,14,7,6,14,14,13,8,9,9,8,4,7,6,3,5,10,5,11,4,3,8,2,3,1,1,5,1,14,3,2,8,3,1,14,4,3,1,2,3,1,3,2,1,3,3,2,- -  -,
2000194310,Mohammed Al-Samrout,D (C),65%,9,13,7,11,11,13,10,6,5,11,8,4,6,7,8,5,2,6,14,6,6,7,3,1,2,3,4,1,9,2,1,14,5,5,13,6,3,2,1,3,3,2,3,1,1,3,3,- -  -,
8441350,Dame Traoré,D (C),60%,10,7,14,14,11,9,10,12,12,13,13,9,10,7,7,5,9,6,10,12,5,14,5,6,6,4,6,13,14,6,7,13,8,5,11,7,3,1,2,2,1,3,1,3,3,1,3,- -  -,
23021747,Ahmad Atwi,D (C),66%,5,6,6,12,15,5,8,4,15,9,8,7,7,7,9,6,7,4,13,6,1,6,1,2,3,3,7,1,13,2,2,13,7,1,13,4,3,1,4,1,1,3,1,3,3,2,1,- -  -,
13134519,Wilson Akakpo,D (C),63%,12,9,10,16,14,15,14,18,15,9,14,7,10,7,8,3,10,4,8,15,3,15,3,5,2,6,5,3,15,4,8,12,7,6,15,5,2,3,2,3,1,3,3,1,2,1,3,- -  -,
23149893,Fahad Humood,D (C),72%,9,9,11,15,13,10,11,13,10,11,13,9,10,7,14,6,5,9,9,7,6,11,2,4,4,8,9,7,15,11,8,13,9,9,12,8,1,4,2,3,2,1,4,1,2,3,1,- -  -,
64049786,Mutasim Al-Jabare,D (C),82%,12,12,8,13,14,11,5,7,10,9,9,8,11,7,6,5,4,6,14,7,1,8,2,1,3,3,6,3,12,4,4,14,7,1,12,2,1,3,3,2,1,1,2,3,3,3,2,- -  -,
2000019763,Karrar Raheem,D (C),70%,13,9,8,7,12,10,9,6,15,11,9,8,8,7,3,5,8,5,12,6,2,9,2,3,1,4,5,5,11,3,1,14,7,1,14,1,3,1,2,2,2,3,2,3,2,3,1,- -  -,
2000015151,Ahmed Abdullah Jubeh,D (C),70%,11,10,7,11,6,10,12,7,14,9,8,4,9,7,9,5,10,6,13,6,2,7,3,2,2,1,7,5,6,2,5,11,5,1,13,5,1,2,2,3,2,3,3,1,1,3,2,- -  -,
64042351,Ahmad Tha'er,D (C),69%,14,14,8,5,6,14,13,7,13,12,9,8,10,8,9,7,14,7,14,7,3,8,3,3,5,3,6,1,14,5,1,14,8,5,12,1,1,2,1,2,2,1,4,1,3,3,1,- -  -,
2000085590,Tarek Aggoun,D (C),71%,13,13,13,15,15,10,8,11,9,15,7,9,10,8,5,5,8,8,9,9,6,10,6,7,5,7,10,2,13,9,1,9,7,6,12,5,3,3,2,4,2,2,2,3,2,3,3,- -  -,
7880453,Mohamed Hussain,D (C),70%,6,7,13,13,14,8,11,13,16,10,15,10,8,8,15,6,8,8,14,13,8,14,5,9,4,6,10,12,14,15,6,13,9,16,14,9,4,2,2,1,1,3,3,2,1,2,2,- -  -,
23459509,Hasan Hazimeh,D (C),64%,13,11,7,15,11,11,7,8,10,6,9,7,10,8,11,5,2,4,13,6,5,7,3,1,1,1,7,1,13,5,3,11,7,4,11,2,2,3,1,3,2,2,2,2,2,1,1,- -  -,
2000080258,Mujtaba Husain,D (C),55%,14,10,8,11,12,12,10,7,11,11,9,5,8,8,5,5,10,6,10,7,5,8,1,1,4,4,4,1,8,5,4,11,7,6,13,5,1,1,3,1,1,1,2,1,1,1,2,- -  -,
23386896,Salah Sachet,D (C),64%,10,11,8,13,6,13,11,9,7,11,9,8,5,8,8,5,13,5,12,7,4,8,3,7,5,6,8,1,14,6,2,14,7,6,9,7,1,2,2,2,1,2,1,3,1,3,2,- -  -,
64046784,Hossam Abu Saada,D (C),47%,13,10,7,14,13,11,7,7,12,13,5,6,8,8,10,5,11,5,13,6,6,7,4,1,3,1,7,4,11,6,6,13,5,5,8,4,3,4,3,3,1,2,2,3,1,3,2,- -  -,
2000112722,Mohammad Javad Behafarin,D (C),67%,13,13,8,12,14,13,9,9,9,12,9,7,12,8,17,5,13,4,14,6,4,7,4,1,1,1,8,3,10,3,6,14,7,3,8,6,1,3,4,2,3,3,3,1,3,1,2,- -  -,
19073830,Alex Lima,D (C),75%,11,9,14,13,13,9,12,10,14,16,11,11,10,8,13,5,6,10,12,10,7,11,4,5,3,7,11,3,14,9,6,13,11,6,13,9,2,2,1,1,2,2,2,1,2,1,3,- -  -,
