UID,Name,Position,Pas %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
2000067720,Fares Megahed,D (C),65%,12,8,10,14,12,12,8,8,5,13,11,12,13,7,9,6,9,9,11,10,4,10,6,5,6,7,8,4,12,8,6,12,11,3,15,8,2,3,1,3,3,1,2,1,1,1,2,- -  -,
2000119257,Mohamed Tarek,D (C),80%,11,13,11,16,15,12,8,8,10,10,10,9,12,7,5,6,6,9,11,10,7,10,9,7,7,7,10,9,12,9,5,10,8,3,15,7,1,3,1,3,2,1,1,3,1,1,2,- -  -,
2000071611,Nabil Marmouk,D (C),67%,14,14,8,11,13,14,7,12,6,13,9,6,13,7,15,5,8,7,10,7,1,8,5,3,2,3,8,3,14,7,4,14,8,1,11,7,3,1,2,3,1,3,3,1,2,1,1,- -  -,
2000137242,Hamza Salem,D (C),67%,10,9,8,15,15,11,8,8,7,9,9,7,9,7,9,5,14,6,13,6,3,7,5,3,6,5,7,2,13,4,1,12,6,5,10,4,3,2,2,3,2,1,2,3,2,1,1,- -  -,
2000124248,Mostafa Hamza,D (C),91%,12,10,10,14,7,12,10,10,13,14,13,11,10,8,11,5,10,5,12,9,8,12,4,5,5,5,7,4,11,4,7,11,8,6,14,9,1,3,2,1,1,1,1,1,2,3,3,- -  -,
2000072196,Karim El Bounagat,D (C),65%,7,13,9,14,10,10,11,7,5,8,9,3,13,8,5,5,12,7,14,7,7,8,4,6,2,7,6,2,14,5,7,14,7,2,14,1,1,1,1,1,3,3,2,2,3,3,1,- -  -,
13202557,Omer Suliman Koko,D (C),71%,8,8,8,14,10,6,7,12,15,9,10,9,9,8,2,5,13,8,9,8,6,9,7,4,4,3,8,5,13,7,1,15,8,2,15,4,2,1,3,1,3,3,1,1,1,2,1,- -  -,Ctr
12041985,Islam Salah,D (C),74%,9,9,10,14,17,12,11,12,14,13,18,7,7,8,8,8,17,4,8,16,10,12,1,2,4,7,6,3,14,2,4,12,12,11,14,7,1,1,1,1,1,1,1,3,2,1,1,- -  -,
13166349,Ali Gabr,D (C),78%,9,10,10,18,13,12,14,14,12,15,16,12,12,8,18,3,8,7,11,11,3,12,4,4,9,6,9,5,16,6,7,15,9,8,15,9,3,2,2,2,1,3,3,3,3,2,2,- -  -,
13166354,Yasser Ibrahim,D (C),81%,11,12,14,15,11,12,13,14,16,12,16,11,9,8,7,4,9,6,13,12,4,11,3,3,5,5,9,7,16,12,8,14,11,5,17,7,2,3,3,1,2,2,1,2,1,3,4,- -  -,
2000071511,Ahmed Eid,D (C),64%,8,9,9,14,15,8,10,10,12,11,10,11,11,8,8,5,7,8,9,9,6,9,5,4,7,1,9,5,10,4,4,10,10,5,15,8,3,3,3,1,3,1,1,1,3,4,1,- -  -,
2000186399,Makrem Sghaier,D (C),80%,11,9,13,14,15,11,9,11,11,12,10,8,12,8,14,6,7,5,11,10,9,10,4,5,6,4,8,4,12,6,4,9,10,1,13,9,3,3,2,3,1,2,3,2,3,1,3,- -  -,
2000214362,Mongdeng Atet,D (C),67%,7,7,6,13,8,4,5,8,10,9,8,4,6,8,3,5,13,2,13,6,2,6,3,5,1,2,6,1,5,4,1,14,2,2,13,6,2,3,3,1,1,2,2,2,2,1,2,- -  -,
12020346,Ramy Sabry,D (C),78%,9,11,13,14,13,11,11,14,13,8,14,9,11,9,15,4,16,7,10,12,5,8,2,2,2,3,5,9,17,3,2,11,10,16,16,7,1,3,2,1,2,1,3,1,3,3,2,- -  -,
13164771,Marouane Hadhoudi,D (C),76%,11,11,10,16,7,10,11,12,9,15,10,10,13,9,3,7,11,9,14,8,7,11,4,3,1,5,9,2,14,5,3,15,8,7,14,6,1,3,1,3,3,1,3,2,1,2,3,- -  -,
13159156,Omer Ali El-Khider,D (C),67%,7,8,8,14,12,8,8,6,6,8,9,7,11,9,8,5,12,7,14,7,5,8,4,6,1,2,8,1,14,5,3,14,5,2,14,7,3,2,3,1,1,1,1,1,2,2,3,- -  -,Ctr
12035924,Saad Samir,D (C),80%,14,11,10,13,16,11,12,14,15,16,16,10,8,9,18,5,18,7,13,12,6,14,1,2,8,6,9,3,13,9,4,12,6,5,13,6,1,3,1,1,3,3,3,1,1,3,2,- -  -,
95073400,Vidinho,D (C),75%,9,10,15,14,12,11,12,14,15,11,12,10,8,9,13,7,8,6,12,13,8,12,6,6,7,7,10,4,12,8,7,11,11,6,13,8,1,1,1,3,4,2,2,1,3,4,1,- -  -,
12042580,Mohamed Oukrif,D (C),72%,8,8,12,11,13,7,10,11,14,12,13,9,7,9,14,8,9,8,10,12,9,11,5,7,6,6,9,6,12,10,12,12,8,7,12,8,3,3,2,3,1,4,1,4,1,2,3,- -  -,
2000104053,Skander Sghaier,D (C),65%,13,13,7,12,16,13,11,10,13,10,9,5,13,9,10,5,11,6,12,6,6,7,2,1,1,1,5,1,11,6,3,12,7,1,13,2,3,1,2,2,1,2,3,3,2,1,1,- -  -,
2000119274,Ahmed El Aash,D (C),60%,9,11,9,8,8,10,10,7,13,10,10,8,10,9,8,5,13,7,9,8,6,9,7,8,6,2,10,4,9,4,7,11,7,4,15,6,1,2,1,1,3,3,2,3,1,1,2,- -  -,
2000124367,Omar Adly,D (C),67%,11,11,10,13,5,11,11,7,9,8,9,12,9,9,8,5,13,9,11,9,7,10,6,3,3,3,6,7,11,7,6,11,9,7,11,6,3,2,1,3,2,2,1,2,2,3,1,- -  -,
2000094956,Nassim Khedher,D (C),70%,11,10,11,14,13,13,11,10,15,12,14,8,12,9,5,5,9,5,10,9,8,12,4,5,7,5,7,5,11,7,7,11,9,6,14,8,3,3,4,1,2,1,3,1,1,1,3,- -  -,
13165219,Karim El Oualadi,D (C),70%,11,11,8,8,15,11,10,11,14,12,6,7,9,9,3,5,3,7,14,7,2,8,7,5,1,6,8,5,14,3,4,13,8,3,14,5,3,2,1,4,3,2,3,1,2,2,1,- -  -,
13165676,Richard Kassaga,D (C),76%,11,9,9,12,9,11,15,13,14,13,10,10,10,9,11,5,9,3,8,10,10,11,8,4,4,3,10,8,9,6,4,9,7,6,13,5,2,3,2,1,3,1,2,1,1,1,3,- -  -,
50065415,Drice Chaabi,D (C),65%,13,13,7,13,7,12,11,11,15,13,9,5,11,9,11,5,5,3,8,7,5,7,3,4,6,2,6,1,13,5,5,14,8,2,13,5,1,2,2,2,2,3,3,3,1,2,1,- -  -,
48042655,Yanis Merah,D (C),70%,12,10,12,15,13,10,11,13,13,12,13,10,12,9,11,7,9,10,12,12,10,12,3,3,6,4,9,4,12,5,7,12,10,7,11,9,3,2,2,2,3,1,2,2,2,2,1,- -  -,Inj
15018155,Bilel Mohsni,D (C),71%,4,3,8,13,15,4,6,13,20,9,14,8,6,9,8,12,8,11,12,5,8,6,5,6,4,10,11,8,14,6,10,8,8,11,13,9,1,2,3,4,1,2,1,3,3,2,3,- -  -,
2000162350,Hamdi Zaouali,D (C),67%,13,11,8,11,8,12,10,9,11,14,9,8,11,9,18,5,6,7,9,7,1,8,5,6,3,1,5,1,14,3,3,9,8,1,13,6,3,2,3,2,3,1,1,3,3,3,2,- -  -,
13197235,Nasreddine Zaalani,D (C),71%,13,14,8,7,17,13,8,6,15,7,10,8,12,9,18,5,11,5,14,8,6,8,6,6,3,1,8,7,13,4,1,13,7,4,13,7,2,1,2,1,1,3,4,1,3,1,1,- -  -,
13199446,Ibrahim Najm Eddine,D (C),84%,14,13,11,10,14,12,7,7,15,14,13,11,9,9,5,5,14,8,10,10,6,11,4,2,3,4,9,6,12,7,9,11,12,9,9,9,2,1,3,4,1,2,2,3,3,2,2,- -  -,
2000165257,Hassen Rabii Fekih,D (C),70%,11,10,7,11,9,14,13,9,6,8,9,7,7,9,13,5,10,5,13,6,5,8,1,3,1,1,7,1,9,2,5,13,4,3,13,2,2,2,3,1,2,2,4,1,1,2,2,- -  -,
13200893,Youcef Douar,D (C),79%,12,11,13,12,12,13,13,11,12,13,14,12,14,10,8,5,12,6,12,10,10,11,5,6,7,6,11,5,11,6,5,12,11,7,14,11,4,3,2,2,3,1,2,3,3,3,3,- -  -,
2000117866,Mohamed Nasraoui,D (C),78%,13,12,10,13,14,13,11,10,14,14,11,11,13,10,14,5,8,6,12,10,10,10,7,9,6,9,9,9,16,5,4,12,12,6,13,10,2,1,2,2,1,2,3,1,2,2,3,- -  -,
2000133193,Rami Seghiri,D (C),80%,14,9,8,11,13,13,11,9,13,8,8,3,7,10,10,6,7,2,13,6,6,7,2,4,2,1,7,1,12,3,4,12,7,2,11,6,2,2,2,1,3,2,3,3,3,1,3,- -  -,Inj
2000069120,Mahmoud Atef,D (C),76%,6,10,10,10,5,10,5,7,12,10,9,12,11,10,5,5,14,7,11,8,1,9,8,5,1,1,5,8,9,6,5,10,8,5,16,6,2,3,2,2,2,3,3,1,3,3,1,- -  -,
2000125271,Hussein Shweishin,D (C),69%,8,9,9,12,13,8,5,5,9,10,10,4,7,10,7,5,13,7,10,8,4,9,3,6,1,6,9,5,14,7,6,13,6,4,15,8,3,2,2,1,3,1,4,3,3,2,4,- -  -,
49063165,Zinédine Sassi,D (C),80%,11,10,13,15,15,13,12,13,12,12,10,11,12,10,15,6,4,6,12,11,11,11,4,5,8,7,10,6,12,8,7,12,12,5,13,11,3,1,1,2,1,2,3,2,2,3,4,- -  -,
2000088895,Mustafa Karshoum,D (C),76%,13,13,8,11,13,14,12,8,15,13,9,9,9,10,15,5,14,7,13,8,5,9,3,1,4,1,6,4,14,4,5,14,8,2,14,3,3,3,3,3,2,2,1,1,3,2,2,- -  -,
13206636,Yassine Meriah,D (C),78%,13,12,13,15,14,14,13,14,14,12,15,14,8,10,12,9,8,11,13,15,13,12,6,8,11,7,12,8,13,8,10,13,13,12,13,13,3,3,2,2,3,3,2,2,1,2,2,- -  -,
12056225,Mohamed Ali Yacoubi,D (C),80%,11,10,14,14,12,13,12,13,15,11,15,11,12,10,5,10,11,6,14,13,6,13,5,6,6,5,11,5,14,7,12,14,10,8,13,10,2,4,3,3,1,1,1,3,2,2,3,- -  -,
12061272,Seif Teka,D (C),71%,10,9,14,14,13,11,13,14,14,13,14,11,9,10,10,10,11,9,12,11,8,12,4,4,6,5,10,5,14,6,10,13,9,6,13,9,3,2,1,2,2,1,4,3,2,2,1,- -  -,
12066442,Mahmoud Ezzat,D (C),70%,10,12,7,15,13,13,12,15,13,14,12,11,10,10,9,5,11,5,10,11,7,15,2,3,4,8,7,3,13,5,7,13,9,5,14,9,1,3,1,3,4,3,3,1,1,3,1,- -  -,
2000119403,Mido Hossam,D (C),73%,10,9,9,12,12,10,10,11,12,10,7,8,10,10,9,5,15,7,14,7,9,8,4,5,6,6,11,2,9,6,2,10,11,5,14,9,2,3,1,1,3,2,1,2,1,1,2,- -  -,
12093940,Ahmed Aït-Abdesslem,D (C),78%,14,11,9,11,10,13,8,12,7,14,10,9,13,10,16,5,5,8,12,8,3,9,4,4,4,8,5,2,14,8,7,14,8,6,11,3,2,2,1,1,4,1,1,3,2,2,3,- -  -,
2000039760,Mohamed Amine Lakhal,D (C),76%,11,10,9,13,12,13,11,11,14,12,13,9,11,10,11,7,5,6,11,11,10,12,4,5,6,6,8,5,11,6,7,11,10,1,13,8,2,2,1,1,1,1,2,1,1,3,2,- -  -,
2000118547,Sharqia,D (C),60%,11,12,11,9,10,11,7,9,9,9,10,11,12,10,3,6,13,7,12,9,11,10,5,6,9,6,10,2,12,8,9,11,11,2,16,6,4,2,2,2,3,4,1,2,2,2,2,- -  -,Int
2000230576,Mohamed Hamdi,D (C),70%,8,11,10,18,15,10,6,10,6,11,10,7,11,10,7,7,10,9,6,9,5,10,4,3,5,5,9,1,11,4,7,7,10,4,13,5,1,1,3,1,3,2,3,1,1,1,2,- -  -,
13209682,Christopher John,D (C),79%,11,10,7,12,7,9,7,8,15,12,9,7,7,10,8,5,11,6,13,6,3,7,2,3,1,4,6,6,12,1,5,13,7,2,13,6,1,1,1,3,3,3,3,2,2,2,2,- -  -,
13232390,Haitham Dana,D (C),69%,7,9,9,13,12,8,11,9,10,13,10,9,12,10,6,5,10,8,14,8,4,8,4,3,8,2,9,1,14,6,1,14,9,5,14,7,2,1,2,3,2,2,1,1,4,1,1,- -  -,
2000068859,Mahmoud Rizk,D (C),75%,11,11,10,15,13,11,11,11,11,10,11,12,8,10,8,5,5,8,11,5,5,9,5,3,6,5,6,2,16,9,9,11,10,5,15,9,3,2,3,3,4,1,3,1,1,2,1,- -  -,
13203959,Hechos Ela,D (C),67%,13,13,7,9,16,13,12,7,14,9,9,6,8,10,13,5,14,5,13,6,4,7,3,4,2,2,6,6,9,6,6,12,7,2,13,5,3,2,4,1,3,2,2,1,4,2,2,- -  -,
2000194055,Moamen Mahmoud,D (C),69%,8,10,11,11,15,10,12,9,14,10,11,10,9,10,4,6,9,9,16,9,9,10,7,4,3,6,8,4,11,3,3,11,6,4,16,6,3,3,3,1,3,2,3,1,2,2,3,- -  -,
2000198131,Lassaad Chaabani,D (C),73%,8,9,10,11,8,7,10,5,7,11,10,11,8,10,6,5,7,5,10,9,6,10,5,9,8,4,10,3,13,6,5,11,6,6,14,9,1,2,1,3,1,1,1,2,3,3,3,- -  -,
2000203839,Ahmed Hakam,D (C),72%,8,10,11,14,10,8,13,12,10,11,11,11,11,10,7,5,11,9,13,10,6,11,7,9,8,9,8,3,14,10,8,12,8,4,12,10,2,2,2,3,2,3,2,1,3,3,2,- -  -,
13230287,Yahia Soula,D (C),69%,13,13,8,15,13,13,8,9,10,10,9,8,7,10,13,5,1,4,10,7,3,8,3,3,6,2,8,2,14,7,7,11,6,3,11,6,3,1,3,1,2,3,2,1,3,2,2,- -  -,
2000214833,Mahmoud El Malek,D (C),60%,14,12,7,15,9,13,11,9,8,12,9,7,10,10,17,5,5,7,11,4,6,8,5,1,6,5,7,2,14,1,4,11,8,3,12,2,1,1,3,1,1,1,2,1,4,2,1,- -  -,
13201473,Oussema Lassoued,D (C),75%,11,8,11,12,13,13,10,10,12,12,12,11,14,11,12,5,8,5,11,10,11,11,4,5,7,6,8,5,10,6,6,11,11,6,12,10,1,3,2,3,1,1,3,3,1,3,1,- -  -,
2000078716,Hazem Hany,D (C),60%,11,12,12,10,15,9,9,9,13,8,10,12,12,11,13,5,7,9,12,10,11,10,2,5,5,7,10,7,12,8,4,10,8,5,14,9,1,1,2,3,2,3,2,3,2,3,2,- -  -,Unh
