Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Romeo Ebondo,D (RC),8.50,8.50,4,1,4,3,5,12,12,6,3,2,1,11,3,4,10,3,3,8,13,1,1,10,2,10,10,2,1,5,1,1,2,1,6,12,1,1,12,4,3,2,8,7,5,10,12,1,- -  -,U18,12
Michael Collins,D (C),7.50,7.50,6,5,1,6,6,13,7,11,3,1,2,13,3,6,9,2,5,8,11,2,4,10,1,12,9,2,1,4,3,5,4,5,14,13,3,4,7,6,3,2,8,9,10,5,8,3,- -  -,,10
Ollie Tomlinson,D (RC),7.30,7.30,7,8,2,6,6,9,9,10,4,2,3,8,1,8,9,2,5,12,8,1,3,6,2,13,11,1,2,5,5,2,2,5,16,14,8,6,6,10,3,1,10,10,6,6,13,3,- -  -,,8
Aiden Durrans,D (C),7.30,7.30,15,6,3,7,12,10,11,11,1,2,3,8,4,8,8,3,6,15,7,6,4,8,2,11,10,2,3,3,6,4,2,5,13,8,4,4,8,6,4,2,13,15,10,8,19,2,- -  -,U18,9
Graham Thompson,D (C),7.30,7.30,5,5,3,6,5,11,9,6,2,1,1,9,5,6,7,3,4,11,8,5,4,2,1,15,8,3,5,2,3,2,3,3,4,7,4,3,9,5,2,4,16,12,6,8,10,2,- -  -,,7
Jonathan Dinzeyi,D (C),7.15,7.15,12,6,3,8,13,11,13,11,2,4,3,10,5,8,13,1,8,11,10,4,9,3,3,16,11,2,2,5,9,9,2,5,12,9,5,4,9,10,1,1,9,8,8,8,5,2,- -  -,Inj,14
Alex Pearce,D (C),7.06,7.06,13,6,2,9,15,13,14,12,1,1,1,16,9,11,5,2,7,13,12,11,6,16,2,14,13,3,7,4,8,7,1,6,16,12,7,5,13,12,1,2,16,11,14,5,15,1,- -  -,,5
Joseph Olowu,D (LC),7.06,7.06,12,8,1,8,10,12,15,13,2,3,1,11,8,9,12,1,8,12,12,9,3,14,1,12,13,1,4,3,8,5,2,9,13,10,4,7,10,12,1,3,12,12,12,9,12,2,- -  -,,14
Will Tizzard,D (C),7.05,7.05,10,8,1,10,9,10,11,11,3,2,1,11,6,8,10,1,9,11,11,10,6,9,3,13,12,3,8,8,10,7,3,7,12,10,7,6,12,7,3,1,9,10,10,8,10,1,- -  -,Wnt,9
James Husband,"D (LC), WB (L)",7.05,7.05,15,10,2,11,13,12,12,13,1,2,3,13,8,10,10,3,10,15,11,7,5,13,1,10,11,1,6,12,10,6,3,10,13,12,10,7,12,9,4,1,15,11,11,10,16,1,- -  -,,12
Tom Davies,D (C),7.03,7.03,11,8,3,8,9,12,13,12,3,2,1,12,5,8,9,1,6,10,12,8,5,12,2,14,13,3,6,7,9,5,3,7,14,12,5,5,12,11,3,3,14,10,11,7,12,1,- -  -,,9
Harvey Rodgers,"D (RLC), WB (R)",7.03,7.03,12,10,3,9,12,14,12,14,1,1,3,10,6,12,11,1,10,14,12,8,7,10,3,13,12,2,12,7,10,6,2,8,12,10,10,10,11,9,2,1,14,9,11,10,13,3,- -  -,Wnt,11
Dominic Iorfa,"D (RC), WB (R)",7.03,7.03,12,6,4,6,13,8,13,13,1,2,1,9,4,8,11,1,7,12,9,10,5,11,2,13,9,3,3,10,7,3,1,10,14,9,8,4,8,7,1,1,14,11,8,11,12,2,- -  -,,11
Will Smith,D (C),7.02,7.02,14,10,1,10,10,12,11,12,2,3,3,11,6,11,11,2,8,15,12,7,5,11,2,12,10,2,5,8,10,5,4,8,15,10,6,5,12,11,2,2,10,10,13,10,7,3,- -  -,,11
Sean Morrison,D (C),7.01,7.01,11,9,1,10,14,15,12,10,2,3,2,12,7,10,9,3,8,10,13,15,6,17,1,14,15,1,6,5,11,7,1,6,16,12,4,6,12,11,2,1,18,10,12,8,13,2,- -  -,,7
Brandon Cooper,D (C),7.00,7.00,13,9,2,10,13,12,12,10,2,3,2,12,5,10,9,3,8,9,12,7,7,12,4,14,12,1,4,12,9,5,1,7,15,9,4,3,11,11,3,2,16,9,11,8,14,3,- -  -,,8
