Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Ato Ampah,D/WB/M/AM (RL),7.14,7.14,9,7,1,6,4,7,8,16,3,3,3,5,1,6,15,3,8,18,5,6,3,7,1,8,4,1,5,16,7,4,1,11,16,5,7,3,5,6,4,1,7,9,8,12,10,1,- -  -,Wnt,16
Kyran Lofthouse,D/WB/M/AM (R),7.10,7.10,11,6,4,11,8,9,8,10,2,4,3,9,2,9,13,3,8,11,7,6,7,4,1,4,6,4,2,8,7,7,3,10,10,7,11,3,7,7,1,3,6,10,8,12,9,3,- -  -,,14
Brad Halliday,D/WB (R),7.03,7.03,14,8,1,9,13,10,11,14,3,1,3,11,6,12,12,3,10,15,11,9,9,8,2,10,9,1,4,9,8,8,2,9,12,9,11,6,12,10,1,2,11,12,10,11,14,2,- -  -,Wnt,11
Tyler Reid,D/WB/M (R),7.02,7.02,13,9,1,9,12,12,15,10,3,3,1,10,6,10,13,2,9,10,11,11,6,5,2,10,11,3,4,11,8,4,1,10,11,9,11,5,9,8,2,2,12,13,9,10,9,3,- -  -,,12
Macauley Southam-Hales,D/WB/M (R),7.01,7.01,12,9,3,11,12,9,7,12,1,4,1,9,6,9,14,3,11,13,8,6,6,6,2,8,8,3,7,12,10,7,1,12,14,9,12,10,8,9,3,2,8,10,9,13,8,3,- -  -,,15
Patrick Brough,"D (LC), WB (L)",7.00,7.00,15,8,1,8,14,11,11,14,3,1,3,11,6,9,11,3,11,15,10,7,8,4,3,13,11,2,7,8,8,8,2,8,12,11,11,9,10,10,1,1,12,9,11,9,11,1,- -  -,,11
Daniel Pike,D/WB (R),6.99,6.99,14,9,3,11,13,11,9,12,3,1,3,11,4,10,12,2,9,10,11,7,9,7,3,10,8,3,6,9,11,5,1,11,14,10,11,7,9,10,2,1,12,10,10,10,11,2,- -  -,Wnt,13
Aaron Nemane,D/WB/M/AM (R),6.99,6.99,12,7,3,10,8,4,10,9,2,1,2,7,7,9,15,2,12,10,4,4,8,5,3,6,4,1,7,8,8,10,2,12,8,8,9,8,8,10,2,2,6,11,9,12,10,3,- -  -,,13
Kane Smith,D/WB (R),6.98,6.98,13,11,1,10,10,12,11,8,3,3,3,10,5,7,13,3,15,16,9,5,10,7,1,7,11,2,10,11,9,5,3,12,16,8,14,5,12,8,1,3,12,8,11,10,6,1,- -  -,Wnt,13
Tendayi Darikwa,D/WB (RL),6.97,6.97,15,8,3,9,13,12,10,12,2,3,2,10,11,9,11,2,10,10,9,7,8,12,2,12,12,2,6,10,10,8,2,9,14,11,10,5,9,8,3,1,14,12,10,10,13,1,- -  -,,13
Cameron Coxe,"D (R), WB (RL)",6.97,6.97,14,10,1,9,12,9,8,11,3,2,1,11,2,7,12,1,10,11,9,11,8,9,3,12,8,3,8,12,10,6,1,11,13,10,9,6,11,10,3,1,11,10,10,12,11,2,- -  -,,13
Reece Hall-Johnson,"D (RC), WB (R)",6.97,6.97,13,6,2,9,13,12,11,11,1,3,3,11,8,9,13,1,9,15,10,7,7,8,1,8,10,1,7,11,9,7,2,9,13,8,8,5,9,11,1,3,10,10,10,10,12,2,- -  -,Wnt,13
Steve Seddon,D/WB (L),6.97,6.97,17,11,1,11,14,10,9,13,2,2,3,11,9,10,12,2,12,18,11,11,9,13,1,10,11,2,11,14,11,7,2,11,17,11,10,8,11,11,3,3,14,13,10,13,11,3,- -  -,Inj,13
Liam Bennett,D/WB (R),6.96,6.96,18,9,2,11,15,11,12,14,1,1,3,12,4,10,13,1,11,12,10,8,7,12,1,8,9,3,9,9,9,5,1,11,16,12,10,7,12,9,1,2,17,11,12,11,14,1,- -  -,Wnt,13
Jamie Sterry,D/WB (R),6.95,6.95,13,8,1,8,11,12,10,13,3,3,1,12,5,11,14,1,11,7,8,7,4,10,2,10,8,3,8,9,9,4,3,8,3,10,13,7,10,11,3,3,8,10,11,12,11,3,- -  -,,12
Jack Gurr,D/WB (R),6.95,6.95,13,8,3,11,12,10,8,11,3,1,1,10,6,10,14,2,10,11,7,5,8,14,2,7,7,2,7,5,9,6,4,9,14,10,12,13,10,9,3,2,10,11,9,12,12,2,- -  -,Wnt,14
Kyle Knoyle,D/WB (R),6.94,6.94,12,11,1,11,11,10,12,14,1,3,3,12,5,11,13,1,12,13,10,5,7,16,3,8,10,3,6,6,11,7,2,12,11,12,11,7,13,11,2,3,12,11,12,11,8,3,- -  -,Wnt,11
Daniel Oyegoke,"D (RC), WB (R), DM, M/AM (R)",6.94,6.94,11,8,2,7,12,10,9,12,2,3,1,10,3,8,13,1,9,12,10,9,5,6,1,12,9,2,4,10,10,4,1,10,11,9,9,6,10,9,2,1,11,10,8,12,10,3,- -  -,,14
Kyle John,"D (RL), WB/M/AM (R)",6.94,6.94,8,5,2,7,8,9,8,8,1,4,1,9,4,8,13,3,7,9,10,7,5,11,3,6,3,3,2,6,10,5,2,6,14,12,12,7,12,9,3,2,9,10,12,7,12,3,- -  -,Wnt,14
Max Clark,"D/WB (L), DM, M (LC), AM (L)",6.94,6.94,14,8,3,11,13,11,9,12,3,2,3,12,5,12,12,3,12,12,11,5,9,8,1,9,9,1,12,9,10,7,1,9,10,9,12,11,10,11,3,3,13,10,12,11,12,3,- -  -,Wnt,11
Reece Hannam,D/WB (L),6.93,6.93,12,7,1,10,11,10,9,14,2,2,3,10,6,10,13,2,11,14,9,10,8,7,3,13,8,1,3,3,9,2,2,9,8,10,10,5,11,8,2,4,6,11,8,10,11,3,- -  -,Wnt,14
Corey O'Keeffe,"D/WB (RL), DM, M (RC), AM (R)",6.92,6.92,13,8,3,10,12,11,9,12,1,4,1,10,5,10,11,3,10,11,8,9,9,11,2,10,7,3,8,10,9,8,1,12,12,8,11,9,10,8,4,3,13,11,10,11,14,1,- -  -,Inj,12
Taylor Allen,D/WB/M/AM (L),6.91,6.91,13,9,3,11,12,9,11,12,1,1,1,10,9,9,12,3,10,9,9,3,8,6,1,13,11,2,7,12,9,10,1,11,15,10,11,4,8,12,2,2,10,10,10,9,12,2,- -  -,,13
Jack Armer,"D (RLC), WB (RL)",6.91,6.91,12,12,4,9,11,12,12,13,3,3,1,10,4,9,11,3,8,12,9,9,2,8,1,9,11,2,8,6,9,3,1,10,8,11,10,6,11,11,1,3,12,9,10,11,10,2,- -  -,,11
Ethan Bristow,D/WB (L),6.91,6.91,15,5,2,8,13,11,11,14,1,1,1,12,8,12,14,3,13,15,9,11,8,6,1,12,10,3,7,4,13,7,2,8,14,9,8,9,11,11,1,1,8,12,10,13,7,1,- -  -,,14
Archie Davies,D/WB (R),6.90,6.90,13,8,3,10,11,10,10,12,2,2,3,9,4,9,11,2,8,12,8,7,8,6,2,11,9,3,10,9,9,7,2,9,13,8,11,10,10,8,2,1,10,11,10,12,7,1,- -  -,,12
Paweł Żuk,D/WB/M/AM (R),6.90,6.90,9,7,1,10,9,9,9,11,1,1,3,10,5,11,8,3,9,5,9,6,7,2,1,9,8,1,7,12,9,10,3,9,10,15,12,8,10,9,1,3,6,9,7,9,10,3,- -  -,,12
Conor Grant,"D/WB (L), DM, M (LC)",6.89,6.89,16,9,2,12,15,11,7,12,2,2,2,8,11,13,8,2,10,12,8,5,13,10,1,7,6,2,11,7,12,7,2,10,16,10,11,10,10,12,1,1,12,9,10,8,10,3,- -  -,Lst,10
Josh Hare,"D (RC), WB (R)",6.89,6.89,11,8,2,11,12,10,9,12,2,1,2,12,2,10,10,3,11,12,9,9,6,12,3,11,9,2,13,8,10,4,2,9,13,9,11,6,11,9,1,2,10,12,9,8,10,3,- -  -,,10
