Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Ryan Hall,M/AM (R),7.40,7.40,10,4,3,12,5,5,7,11,1,1,1,3,4,10,14,1,9,4,3,1,5,3,3,5,2,2,3,11,10,5,1,11,12,5,10,7,4,5,1,2,6,8,6,10,3,3,- -  -,Lst,14
Tobias Hurlock,M/AM (R),7.31,7.31,11,5,2,14,6,3,5,12,3,3,2,2,3,8,14,1,13,14,1,1,4,7,2,2,5,2,1,15,12,10,2,6,14,11,8,4,4,8,3,1,4,9,6,16,10,3,- -  -,,15
Justin Amaluzor,"M/AM (RL), ST (C)",7.30,7.30,8,8,3,8,8,5,12,10,1,3,2,5,6,7,14,2,8,12,6,6,4,5,1,11,6,3,5,10,7,7,2,12,13,5,9,6,7,8,1,2,11,10,7,13,10,3,- -  -,,14
Simon McCullough,"AM (LC), ST (C)",7.30,7.30,5,10,3,15,5,3,6,8,3,2,3,3,6,11,9,2,8,12,2,5,7,1,1,5,7,3,10,14,10,8,3,8,12,7,8,5,7,9,2,3,10,8,8,12,5,1,- -  -,U18,9
Vaughn Covil,"M (RL), AM (RLC), ST (C)",7.24,7.24,11,8,2,12,7,5,9,11,1,4,2,6,2,10,13,1,10,10,5,7,8,2,2,8,7,2,9,9,10,9,3,12,11,8,11,8,8,10,3,4,9,8,8,13,7,1,- -  -,,13
George Thomson,"D/WB (R), M/AM (RC)",7.20,7.20,12,10,1,11,10,6,8,9,1,2,2,5,8,11,9,3,11,9,4,2,12,10,3,9,8,2,8,12,10,10,3,9,10,9,12,11,7,11,3,1,11,8,9,8,7,1,- -  -,,9
Thierry Nevers,"M (L), AM (RL), ST (C)",7.19,7.19,11,8,4,10,8,7,8,14,1,1,3,4,8,9,12,1,11,17,5,10,10,13,2,7,7,1,6,12,12,13,2,12,9,9,10,11,11,10,3,1,8,10,9,12,8,1,- -  -,,14
Deri Corfe,M/AM (L),7.19,7.19,9,8,1,10,8,4,11,12,1,1,3,6,4,12,13,1,9,7,6,7,12,7,3,10,7,2,5,12,12,9,2,11,14,10,12,6,7,9,1,2,3,9,9,10,7,2,- -  -,Unh,14
Luke Bolton,"WB/M (R), AM (RL)",7.15,7.15,14,8,3,11,14,9,12,12,3,3,1,8,9,9,14,2,8,12,8,7,8,7,1,8,7,3,8,12,10,8,1,10,11,8,7,8,8,7,1,2,12,7,8,12,9,2,- -  -,,15
Michael Jacobs,"M (RL), AM (RLC)",7.15,7.15,13,12,1,12,9,6,8,10,1,2,1,6,9,10,8,2,11,10,5,3,11,5,3,9,7,1,9,12,12,9,2,10,9,9,11,12,8,11,2,3,9,7,8,8,5,3,- -  -,,9
Chisom Afoka,"M (L), AM (RL), ST (C)",7.15,7.15,7,8,3,14,6,4,5,6,1,1,2,5,4,8,14,1,9,13,2,5,8,5,3,8,6,3,5,14,13,7,3,13,13,7,10,5,4,12,1,3,7,10,8,14,8,4,- -  -,,14
Ben Morris,"AM (RL), ST (C)",7.14,7.14,11,12,2,11,9,7,10,11,2,1,3,8,14,11,12,1,12,13,8,6,12,9,3,8,9,3,11,10,11,13,2,10,12,12,11,7,11,12,3,1,9,11,11,9,9,2,- -  -,Wnt,12
Ato Ampah,D/WB/M/AM (RL),7.14,7.14,9,7,1,6,4,7,8,16,3,3,3,5,1,6,15,3,8,18,5,6,3,7,1,8,4,1,5,16,7,4,1,11,16,5,7,3,5,6,4,1,7,9,8,12,10,1,- -  -,Wnt,16
Callum Harriott,M/AM (RL),7.14,7.14,10,10,2,11,9,5,7,9,2,3,1,6,11,8,12,3,11,12,4,3,14,6,1,4,3,4,10,14,10,10,2,13,14,8,10,12,9,12,3,2,9,11,8,13,10,1,- -  -,,12
Iwan Morgan,"AM (R), ST (C)",7.13,7.13,13,9,3,14,7,1,12,14,2,1,3,6,9,7,15,2,8,14,4,6,7,2,3,10,11,1,4,13,13,12,2,9,13,12,6,7,6,12,2,2,8,15,13,14,12,2,- -  -,,15
Alex Hurst,"M (RL), AM (RLC), ST (C)",7.12,7.12,14,10,3,9,14,7,11,14,1,1,3,5,8,8,13,4,10,12,4,3,8,8,1,7,5,1,4,9,8,6,2,10,12,8,9,7,7,9,2,1,11,9,8,13,14,4,- -  -,,11
Cameron Cresswell,"M (R), AM (RLC), ST (C)",7.12,7.12,16,8,1,8,11,4,6,7,2,3,2,10,11,6,13,3,12,13,5,5,5,7,2,9,8,3,8,10,7,12,2,8,7,8,6,5,10,8,4,2,9,9,14,7,12,2,- -  -,,12
Ethan Williams,"M/AM (RL), ST (C)",7.12,7.12,11,8,1,9,4,3,10,13,1,2,3,2,1,8,13,1,9,13,1,3,4,1,3,10,6,3,5,11,8,5,3,13,6,6,7,3,1,7,3,1,5,10,4,12,5,4,- -  -,,14
Jasper Pattenden,WB/M/AM (L),7.11,7.11,11,10,2,10,10,5,9,12,2,2,2,4,2,10,13,3,11,8,6,8,8,9,3,4,5,3,7,11,9,7,2,13,15,11,11,7,8,9,1,1,8,12,10,12,14,2,- -  -,Wnt,13
