Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Simon McCullough,"AM (LC), ST (C)",7.30,7.30,5,10,3,15,5,3,6,8,3,2,3,3,6,11,9,2,8,12,2,5,7,1,1,5,7,3,10,14,10,8,3,8,12,7,8,5,7,9,2,3,10,8,8,12,5,1,- -  -,U18,9
Omar Bugiel,ST (C),7.20,7.20,16,10,1,11,17,9,15,12,1,2,1,8,10,10,11,3,12,10,7,1,11,6,1,14,13,2,6,13,11,12,3,10,14,9,6,1,8,8,3,2,13,10,11,8,14,2,- -  -,,9
Thierry Nevers,"M (L), AM (RL), ST (C)",7.19,7.19,11,8,4,10,8,7,8,14,1,1,3,4,8,9,12,1,11,17,5,10,10,13,2,7,7,1,6,12,12,13,2,12,9,9,10,11,11,10,3,1,8,10,9,12,8,1,- -  -,,14
Ben Morris,"AM (RL), ST (C)",7.14,7.14,11,12,2,11,9,7,10,11,2,1,3,8,14,11,12,1,12,13,8,6,12,9,3,8,9,3,11,10,11,13,2,10,12,12,11,7,11,12,3,1,9,11,11,9,9,2,- -  -,Wnt,12
Iwan Morgan,"AM (R), ST (C)",7.13,7.13,13,9,3,14,7,1,12,14,2,1,3,6,9,7,15,2,8,14,4,6,7,2,3,10,11,1,4,13,13,12,2,9,13,12,6,7,6,12,2,2,8,15,13,14,12,2,- -  -,,15
Dominic Poleon,"AM (RL), ST (C)",7.12,7.12,11,8,3,10,8,7,9,10,1,1,4,7,9,8,12,4,11,13,4,2,10,5,3,9,10,2,5,13,9,12,3,10,9,7,9,5,8,11,3,2,7,10,11,10,9,2,- -  -,,13
Cameron Cresswell,"M (R), AM (RLC), ST (C)",7.12,7.12,16,8,1,8,11,4,6,7,2,3,2,10,11,6,13,3,12,13,5,5,5,7,2,9,8,3,8,10,7,12,2,8,7,8,6,5,10,8,4,2,9,9,14,7,12,2,- -  -,,12
Oli Hawkins,"D (C), ST (C)",7.10,7.10,13,7,3,7,14,9,14,13,3,3,1,8,12,8,6,1,12,9,10,3,5,13,1,15,13,2,3,6,11,11,3,6,11,9,3,3,9,15,2,3,15,13,10,8,11,3,- -  -,,6
Rhys Oates,"M (RL), AM (RLC), ST (C)",7.10,7.10,14,7,2,9,13,4,11,8,2,1,3,7,5,8,13,2,11,9,3,2,10,6,2,13,8,1,4,13,8,11,3,10,12,8,9,5,9,11,1,1,9,9,9,11,11,1,- -  -,,13
Rob Harker,ST (C),7.09,7.09,10,7,2,11,9,4,10,13,2,2,3,6,8,7,12,1,14,13,8,3,11,3,1,15,12,3,6,8,9,12,2,9,11,8,7,7,8,14,2,1,9,13,11,6,5,3,- -  -,,12
Andrew Dallas,"AM (RL), ST (C)",7.09,7.09,14,11,2,12,13,7,11,12,1,1,1,7,12,11,13,4,14,12,5,2,9,10,2,8,9,1,5,9,10,13,3,11,5,10,8,5,10,9,2,3,5,8,10,10,8,3,- -  -,Inj,13
Jordace Lovett,"M (C), AM (LC), ST (C)",7.09,7.09,15,11,3,12,16,10,10,12,2,1,2,6,6,10,11,3,12,15,7,2,5,8,1,10,6,2,4,13,6,10,3,6,13,10,4,3,7,10,2,2,7,14,10,12,18,1,- -  -,Loa,12
Joe Quigley,ST (C),7.09,7.09,14,8,1,10,13,6,14,12,2,2,1,7,12,7,11,1,10,11,3,6,8,6,1,15,13,1,4,6,9,10,2,9,11,9,5,4,10,9,3,3,12,12,10,11,7,3,- -  -,Lst,10
Jake Scrimshaw,ST (C),7.08,7.08,16,8,3,11,12,4,12,16,3,3,3,8,12,9,13,1,10,13,4,2,9,8,2,8,10,3,3,5,9,10,4,10,14,11,5,2,11,11,2,1,10,11,12,9,14,2,- -  -,,13
Courtney Baker-Richardson,"AM (R), ST (C)",7.08,7.08,12,8,1,10,8,5,15,12,2,2,2,4,11,9,12,2,10,13,3,5,9,7,3,14,13,1,5,12,10,12,3,9,12,8,8,5,10,12,1,3,14,9,11,12,14,2,- -  -,Unh,12
Joe Nuttall,"AM (R), ST (C)",7.06,7.06,10,10,3,8,11,7,12,14,3,3,3,7,9,9,11,1,12,14,7,6,8,7,3,14,10,4,9,8,9,11,1,8,4,8,8,7,9,9,2,2,10,13,13,10,9,3,- -  -,Opt,10
Zak Goodson,"AM (R), ST (C)",7.05,7.05,7,4,2,11,5,1,5,7,2,3,3,6,4,10,13,2,9,15,3,5,5,2,1,5,6,3,2,11,11,10,2,13,14,8,8,5,4,8,4,3,6,7,8,13,9,1,- -  -,Ask,13
