Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Jack Rose,GK,7.80,7.80,9,7,10,8,9,1,12,10,11,14,10,8,3,7,7,12,3,15,2,2,1,7,8,14,7,11,6,2,8,2,5,1,12,9,1,2,9,8,9,10,10,7,9,14,6,14,- -  -,,10
Tom Scott,GK,7.03,7.03,6,7,8,5,7,1,6,3,13,13,10,9,4,8,10,11,1,12,3,2,2,2,7,9,1,13,4,3,3,3,12,2,8,13,3,3,8,7,4,10,13,8,7,7,9,12,- -  -,,10
Stuart Moore,GK,6.95,6.95,9,10,12,7,10,1,13,8,11,13,5,9,2,14,9,13,3,15,2,2,3,5,11,14,2,12,5,1,8,3,8,2,14,11,2,4,10,9,10,10,11,11,8,12,14,15,- -  -,Unh,9
Alfie Whiteman,GK,6.94,6.94,7,9,11,7,7,2,14,12,10,12,9,11,1,9,10,12,5,11,3,2,1,10,13,15,7,11,1,6,8,2,5,5,11,11,3,1,12,11,11,13,13,10,13,14,11,14,- -  -,,9
Thomas Westwood,GK,6.94,6.94,12,6,12,7,10,2,8,9,12,13,9,13,2,9,9,9,3,16,1,1,2,12,8,4,1,14,9,1,8,2,2,1,16,15,3,4,10,8,11,15,11,15,9,16,8,8,- -  -,Int,10
Tom Watson,GK,6.93,6.93,4,4,7,2,5,3,3,1,13,12,14,8,3,7,5,4,1,4,3,1,1,1,7,11,1,12,6,1,1,3,5,3,5,12,3,2,9,5,4,9,8,5,7,11,6,14,- -  -,,6
Mateusz Hewelt,GK,6.92,6.92,8,7,11,4,11,3,10,11,6,12,6,12,3,8,9,10,10,12,1,2,3,8,11,12,3,11,6,6,6,1,6,3,7,11,1,3,11,11,10,9,9,12,9,11,11,11,- -  -,Trn,9
Joel Dixon,GK,6.92,6.92,7,5,12,6,10,1,10,8,11,12,7,13,1,7,9,13,2,11,3,3,1,8,12,13,2,12,7,3,5,1,7,1,11,9,2,4,9,9,10,11,10,10,10,13,11,12,- -  -,Inj,10
Max Evans,GK,6.90,6.90,5,5,5,1,6,1,11,2,14,12,8,8,3,8,12,5,2,11,1,2,2,5,8,14,1,6,6,2,1,2,7,3,12,12,2,2,10,6,7,7,12,6,6,12,9,9,- -  -,,9
Liam Roberts,GK,6.88,6.88,10,10,11,8,13,3,12,10,10,15,10,10,3,8,12,13,8,10,1,3,2,10,13,14,5,13,6,5,8,2,10,3,12,8,2,5,12,10,10,10,12,8,13,15,10,10,- -  -,,12
Lewis Ward,GK,6.87,6.87,10,10,15,11,10,1,7,5,10,14,7,9,1,11,8,14,3,17,1,1,1,8,14,16,2,11,6,1,10,2,6,2,12,11,3,3,12,10,11,11,12,13,12,10,6,16,- -  -,,10
Nathan Broome,GK,6.86,6.86,7,8,9,6,7,2,7,7,7,12,5,12,1,8,9,12,2,15,2,2,2,3,12,11,1,11,6,1,2,1,7,1,10,15,3,3,12,10,9,11,11,9,12,12,7,11,- -  -,,9
Jacob Knightbridge,GK,6.85,6.85,6,7,12,3,8,2,6,3,5,13,14,12,2,6,14,12,1,7,1,3,3,8,13,14,1,13,7,3,1,2,11,2,17,16,2,3,10,9,12,7,11,9,9,13,11,10,- -  -,,12
Joe McDonnell,GK,6.84,6.84,8,6,12,6,8,4,8,8,6,12,8,11,5,7,6,14,7,8,3,2,1,5,8,13,3,12,2,2,6,2,5,4,10,13,2,3,10,13,12,11,12,12,9,12,3,11,- -  -,,7
Ross Doohan,GK,6.82,6.82,9,11,9,10,8,3,9,9,11,12,5,12,2,10,15,11,1,9,2,1,1,4,15,15,7,12,8,1,9,1,5,1,9,12,1,5,13,9,6,12,10,10,10,13,8,13,- -  -,,11
Jacob Carney,GK,6.82,6.82,9,5,7,8,10,2,8,9,12,14,12,10,3,8,10,9,3,12,2,3,3,5,8,14,4,12,7,2,8,1,5,3,16,9,3,3,10,8,10,8,9,10,13,14,5,11,- -  -,,13
Jamal Blackman,GK,6.81,6.81,7,6,14,7,5,2,13,7,10,12,2,12,2,7,13,12,2,9,1,1,3,8,10,16,2,12,5,2,5,3,6,2,12,9,3,4,8,11,10,10,8,10,12,12,13,15,- -  -,,13
Lukas Jensen,GK,6.81,6.81,9,9,13,4,11,2,9,5,14,13,8,10,2,13,14,12,3,9,2,2,3,10,13,15,1,12,5,2,7,3,5,3,11,10,2,3,9,11,11,12,8,10,13,9,11,15,- -  -,Ask,15
Will Mannion,GK,6.80,6.80,12,12,10,8,10,1,10,10,11,15,7,13,3,10,8,15,3,16,3,3,3,8,10,15,1,13,6,4,7,2,6,1,13,10,1,4,10,11,11,12,9,12,9,13,7,14,- -  -,Inj,7
