Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Luther James-Wildin,D/WB (R),7.22,7.22,13,8,1,8,10,12,13,13,3,1,2,14,5,9,10,1,11,13,12,9,9,10,1,12,11,1,7,9,8,5,2,8,13,11,7,5,10,11,2,2,8,10,12,10,9,3,- -  -,Unh,11
Jordan Spence,D (RC),7.11,7.11,12,6,4,10,12,12,11,8,1,2,3,9,4,10,10,3,9,15,12,9,5,12,3,13,11,3,5,5,10,4,2,9,17,7,8,5,8,8,2,3,10,10,11,9,8,3,- -  -,Lst,10
Kyran Lofthouse,D/WB/M/AM (R),7.10,7.10,11,6,4,11,8,9,8,10,2,4,3,9,2,9,13,3,8,11,7,6,7,4,1,4,6,4,2,8,7,7,3,10,10,7,11,3,7,7,1,3,6,10,8,12,9,3,- -  -,,14
James Brown,"D (RC), WB (R)",7.08,7.08,15,9,1,11,13,11,12,13,2,1,2,11,5,11,12,4,11,14,11,10,5,9,3,10,9,3,8,10,11,7,3,11,14,9,12,8,10,10,1,3,11,12,10,12,12,2,- -  -,,12
Tom Clifford,D/WB (L),7.07,7.07,11,12,3,11,10,10,11,13,3,2,3,9,8,8,12,1,9,13,9,5,8,5,2,7,7,2,12,5,8,5,3,10,12,12,13,10,11,12,1,1,11,11,11,9,8,3,- -  -,Wnt,12
Myles Kenlock,D/WB (L),7.05,7.05,13,9,1,10,11,12,11,12,1,2,2,11,6,10,12,2,9,12,11,11,8,7,1,12,10,3,9,12,9,6,3,8,12,9,9,8,11,10,3,1,11,11,10,11,8,2,- -  -,,12
Brennan Camp,D (RC),7.05,7.05,11,7,1,11,12,13,8,10,3,3,1,12,4,10,12,2,10,11,9,4,5,8,2,11,8,1,4,5,8,4,2,6,11,12,11,7,9,10,1,1,8,11,9,14,10,3,- -  -,Inj,12
James Husband,"D (LC), WB (L)",7.05,7.05,15,10,2,11,13,12,12,13,1,2,3,13,8,10,10,3,10,15,11,7,5,13,1,10,11,1,6,12,10,6,3,10,13,12,10,7,12,9,4,1,15,11,11,10,16,1,- -  -,,12
Tylor Golden,"D (RL), WB (R)",7.04,7.04,14,8,3,10,14,11,11,14,4,3,1,11,6,9,10,2,8,15,10,9,8,10,1,8,10,2,6,7,9,6,1,8,15,8,7,6,10,11,2,2,11,11,10,10,12,2,- -  -,Wnt,11
Brad Halliday,D/WB (R),7.03,7.03,14,8,1,9,13,10,11,14,3,1,3,11,6,12,12,3,10,15,11,9,9,8,2,10,9,1,4,9,8,8,2,9,12,9,11,6,12,10,1,2,11,12,10,11,14,2,- -  -,Wnt,11
Harvey Rodgers,"D (RLC), WB (R)",7.03,7.03,12,10,3,9,12,14,12,14,1,1,3,10,6,12,11,1,10,14,12,8,7,10,3,13,12,2,12,7,10,6,2,8,12,10,10,10,11,9,2,1,14,9,11,10,13,3,- -  -,Wnt,11
Dominic Iorfa,"D (RC), WB (R)",7.03,7.03,12,6,4,6,13,8,13,13,1,2,1,9,4,8,11,1,7,12,9,10,5,11,2,13,9,3,3,10,7,3,1,10,14,9,8,4,8,7,1,1,14,11,8,11,12,2,- -  -,,11
Lewis Butroid,"D (LC), WB (L)",7.02,7.02,14,7,2,9,9,11,9,12,2,1,3,9,3,10,12,3,9,11,10,9,7,10,1,8,8,4,8,5,9,7,1,8,9,9,11,9,9,8,2,2,9,9,10,9,4,1,- -  -,Wnt,12
Tolaji Bola,"D (LC), WB (L)",7.02,7.02,13,7,4,9,14,12,11,13,4,2,2,11,4,9,15,3,7,12,9,8,7,10,3,14,11,1,5,6,10,5,3,8,12,11,11,4,9,12,3,2,12,11,10,13,10,2,- -  -,,14
Tyler Reid,D/WB/M (R),7.02,7.02,13,9,1,9,12,12,15,10,3,3,1,10,6,10,13,2,9,10,11,11,6,5,2,10,11,3,4,11,8,4,1,10,11,9,11,5,9,8,2,2,12,13,9,10,9,3,- -  -,,12
Brandon Haunstrup,D (RL),7.02,7.02,12,9,2,10,10,12,12,12,3,2,1,12,4,9,14,3,10,13,12,6,8,7,1,11,10,2,6,8,10,7,1,10,10,11,12,7,11,13,3,3,9,11,12,9,12,3,- -  -,,13
James Morris,D (L),7.01,7.01,12,9,1,8,10,11,7,12,2,3,3,8,2,7,14,3,7,9,7,6,2,12,4,12,10,3,5,5,7,4,3,7,10,8,12,8,10,7,4,1,10,9,10,10,13,1,- -  -,,15
Macauley Southam-Hales,D/WB/M (R),7.01,7.01,12,9,3,11,12,9,7,12,1,4,1,9,6,9,14,3,11,13,8,6,6,6,2,8,8,3,7,12,10,7,1,12,14,9,12,10,8,9,3,2,8,10,9,13,8,3,- -  -,,15
Patrick Brough,"D (LC), WB (L)",7.00,7.00,15,8,1,8,14,11,11,14,3,1,3,11,6,9,11,3,11,15,10,7,8,4,3,13,11,2,7,8,8,8,2,8,12,11,11,9,10,10,1,1,12,9,11,9,11,1,- -  -,,11
Will Greenidge,D (RC),7.00,7.00,10,7,3,9,10,14,7,13,2,1,2,7,3,10,13,2,8,14,10,8,7,13,3,15,14,1,4,5,10,4,1,7,12,6,11,7,14,6,3,2,10,8,10,8,9,4,- -  -,Wnt,14
Hamzat Balogun,D (RC),7.00,7.00,7,6,2,7,8,13,10,11,2,2,2,11,6,8,9,3,2,11,9,6,6,3,1,10,5,1,4,8,7,4,3,3,8,14,11,6,7,8,4,1,4,7,6,10,10,2,- -  -,U18,10
Tennai Watson,D/WB (R),6.99,6.99,15,9,3,10,12,10,9,14,3,4,2,11,5,10,12,2,8,16,9,11,7,7,1,10,6,3,5,10,11,6,2,10,10,10,10,6,10,9,3,2,4,12,12,14,7,3,- -  -,,12
Daniel Pike,D/WB (R),6.99,6.99,14,9,3,11,13,11,9,12,3,1,3,11,4,10,12,2,9,10,11,7,9,7,3,10,8,3,6,9,11,5,1,11,14,10,11,7,9,10,2,1,12,10,10,10,11,2,- -  -,Wnt,13
