UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71112448,Myroslav Znovenko,GK,6.28,10,12,8,11,12,10,5,7,14,9,13,8,8,13,15,1,7,1,10,8,7,4,2,3,2,3,5,4,1,1,3,3,8,3,3,3,13,11,10,11,14,9,8,5,12,6,9,12,10,4,14,13,12,13,10,10,17,- -  -,
27143474,Hans Christian Bernat,GK,6.76,12,12,9,16,6,12,4,12,15,11,13,8,8,14,4,3,10,1,10,9,8,8,4,1,3,2,8,6,1,2,3,3,9,3,2,8,15,11,12,5,9,11,12,13,13,11,11,13,10,8,8,17,5,11,11,11,13,- -  -,
2000058479,Nicolas Closset,GK,6.44,8,14,5,14,9,4,3,6,5,9,10,7,11,8,7,2,7,2,10,7,6,6,2,2,2,1,8,5,1,3,3,3,7,2,2,6,14,9,10,5,12,11,10,9,14,15,5,12,11,2,9,10,13,12,11,8,12,- -  -,
96100994,Bartosz Mrozek,GK,6.52,9,12,11,15,14,8,10,14,5,14,12,11,10,11,12,1,12,1,9,9,10,10,3,1,3,1,6,7,6,1,1,1,8,3,1,7,14,11,11,5,13,9,10,10,12,10,10,11,12,4,13,3,7,12,12,13,7,- -  -,
24058852,David Šugić,GK,6.30,8,12,10,13,10,10,11,12,8,9,13,8,8,10,11,1,3,3,9,8,7,11,2,3,3,3,9,5,9,3,1,3,8,2,2,8,13,9,12,8,12,10,11,8,12,9,12,10,9,3,5,5,6,10,12,9,14,- -  -,
18092504,Emil Velić,GK,6.47,13,15,9,13,12,11,3,6,13,9,11,9,10,14,11,3,5,3,13,9,8,8,3,3,2,3,2,8,1,1,1,3,10,2,1,4,10,10,10,5,12,14,11,11,12,13,11,9,12,4,6,7,9,11,8,11,12,- -  -,Wnt
63036070,Richard Ludha,GK,6.58,11,10,9,15,12,8,1,8,5,11,13,9,11,14,10,3,5,1,13,8,8,6,4,3,3,3,5,6,1,3,3,1,8,3,3,3,14,11,13,8,10,13,12,13,14,7,10,11,8,2,15,9,9,10,11,14,18,- -  -,
42099571,Almog Malul,GK,6.61,12,11,7,5,11,8,2,5,13,8,8,7,10,13,13,1,1,2,9,7,6,6,3,2,1,1,3,7,1,1,3,3,10,1,3,4,8,13,8,5,13,11,8,13,13,7,5,11,14,7,7,10,12,11,12,13,13,- -  -,
25034199,Karel Hrubeš,GK,6.54,6,6,12,17,9,4,4,12,7,10,11,12,11,12,15,12,10,4,10,7,2,2,3,2,2,4,2,3,4,3,4,3,8,6,2,6,12,9,10,13,12,17,9,13,14,2,11,10,11,5,9,10,5,18,19,3,10,- -  -,
