UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37064132,Joey Houweling,GK,6.69,12,12,7,15,12,13,4,9,5,7,12,9,13,14,10,1,8,2,9,8,8,7,5,2,3,1,6,9,2,1,1,2,12,4,1,7,14,12,8,5,11,10,10,11,13,15,11,11,20,6,7,5,5,10,12,13,13,- -  -,
19028281,Diogo Silva,GK,6.78,9,13,12,15,13,9,11,11,14,12,14,11,12,11,10,1,9,1,13,12,11,11,5,1,3,3,8,8,6,1,1,2,8,2,1,8,14,11,10,9,13,12,13,9,15,10,12,8,14,5,12,11,7,13,11,12,12,- -  -,
71042563,Yevhen Volynets,GK,6.86,10,13,13,14,12,10,12,14,10,12,14,11,11,8,9,1,11,3,13,12,11,12,7,2,3,3,9,8,9,3,2,1,10,2,2,9,14,14,13,5,11,15,11,8,13,15,13,12,14,7,5,8,8,13,11,12,16,- -  -,
63011879,Matúš Macík,GK,6.57,12,12,7,14,9,14,9,8,11,13,13,10,11,15,4,1,12,3,10,10,9,9,7,1,3,2,3,8,1,1,1,1,9,3,3,7,12,12,12,13,10,9,11,6,14,12,10,11,11,4,11,4,7,12,9,11,16,- -  -,
28124568,Lucas Bergström,GK,6.76,10,13,12,20,12,10,8,10,10,8,12,11,12,11,13,1,9,3,8,9,11,10,2,1,2,2,8,5,10,3,2,1,6,2,3,8,19,11,10,3,11,14,12,7,14,9,14,12,12,5,13,13,12,12,13,10,10,- -  -,Set
62247042,Stefan Ranđelović,GK,6.78,9,13,11,12,12,10,5,10,11,12,12,13,11,12,19,1,14,2,11,11,7,9,4,2,1,1,6,6,2,3,2,2,13,3,2,7,13,13,13,8,12,11,12,13,11,13,10,12,20,2,8,15,9,12,12,11,11,- -  -,
410554,Alan Mannus,GK,6.56,6,8,9,13,11,7,8,11,9,12,13,9,12,11,18,4,10,8,11,10,9,12,4,2,1,2,7,8,7,2,2,2,8,2,2,8,12,9,9,6,13,10,13,12,9,12,10,12,14,3,6,14,6,15,14,10,14,- -  -,
2106566,Glédson,GK,6.94,8,12,11,16,14,8,11,14,12,12,13,12,11,11,16,8,13,2,12,10,6,9,6,3,2,2,8,7,7,3,1,1,8,3,3,8,12,13,12,8,12,11,12,13,11,15,12,13,14,7,12,13,7,15,11,12,14,- -  -,
63037856,Michal Kukucka,GK,6.82,13,8,10,14,15,12,6,8,7,8,12,9,9,15,16,1,6,3,8,9,9,9,5,2,3,1,6,8,1,1,3,1,14,2,2,1,10,13,10,5,15,12,11,7,14,9,9,12,13,2,5,14,12,11,11,13,18,- -  -,
29148895,Jack Stevens,GK,6.61,10,13,12,13,13,12,14,12,5,12,12,9,14,11,11,2,12,1,12,11,8,10,4,1,2,1,9,7,1,3,3,1,16,2,2,3,13,11,12,7,11,7,12,9,12,13,10,10,12,5,3,2,10,13,12,13,15,- -  -,
71002895,Denys Sydorenko,GK,6.58,9,11,11,12,12,7,6,10,12,13,13,8,8,13,16,3,12,2,11,8,7,8,4,1,2,1,5,8,1,3,3,1,10,3,2,1,11,10,12,4,11,11,10,8,12,13,9,12,11,7,11,10,7,9,13,12,13,- -  -,
18108620,Sofian Bouzian,GK,6.64,12,9,8,13,11,12,5,6,5,8,13,8,11,14,4,3,10,2,10,8,7,8,4,1,2,1,4,6,1,1,2,2,9,3,1,4,8,11,7,5,14,9,8,11,14,11,9,12,12,8,5,13,7,12,9,13,18,- -  -,
62046677,Nikola Petrić,GK,6.62,8,12,11,16,11,8,10,11,10,12,12,10,12,11,12,7,13,9,12,8,7,10,2,9,6,3,8,6,8,5,9,7,5,10,8,6,13,12,13,8,13,12,11,11,13,13,12,11,13,8,9,11,5,12,11,9,12,- -  -,
