UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29091453,Christian Walton,GK,6.83,6,13,13,18,13,5,14,10,10,13,13,11,13,12,13,3,12,3,14,12,9,12,7,2,2,2,8,9,7,3,3,3,10,2,2,9,16,12,13,5,13,15,14,10,12,11,13,16,15,4,7,13,4,14,12,11,9,- -  -,
19225768,Ricardo Friedrich,GK,6.93,12,14,12,10,12,12,10,12,8,12,15,10,12,11,12,3,14,2,11,5,9,10,5,1,3,1,8,9,7,1,1,3,10,3,6,9,12,13,12,13,13,12,13,13,13,13,10,12,14,8,7,12,5,12,12,16,12,- -  -,
19362984,Luiz Júnior,GK,6.53,12,12,14,16,13,13,11,14,12,14,14,9,15,12,13,2,7,2,9,12,11,11,5,1,2,2,10,7,3,1,2,1,12,3,1,10,15,10,11,12,13,12,12,8,16,18,12,13,14,5,9,15,5,12,10,12,10,- -  -,
92071481,Finn Dahmen,GK,6.56,11,16,14,16,16,11,11,12,11,12,12,12,12,12,13,7,7,1,14,11,12,10,2,3,2,1,11,3,6,2,1,3,12,4,2,12,12,12,12,8,13,12,15,8,14,12,11,15,15,12,6,16,3,16,14,11,14,- -  -,Wnt
67199250,Miquel Parera,GK,6.71,13,13,12,12,16,13,9,11,10,14,18,10,13,11,13,1,5,2,12,12,12,11,6,1,1,1,10,8,1,2,1,1,10,2,3,10,10,10,11,6,12,12,15,9,14,10,13,13,12,6,11,2,9,16,14,14,14,- -  -,Wnt
43304017,Demba Thiam,GK,6.65,10,10,13,14,13,10,7,13,7,12,13,10,12,14,12,6,8,6,14,7,7,6,1,2,3,3,7,1,6,2,3,1,9,4,1,6,16,12,11,8,13,10,12,12,13,10,9,13,14,9,7,1,4,12,12,3,12,- -  -,Wnt
16162879,Fabian Bredlow,GK,6.34,12,13,14,14,15,10,10,15,10,12,13,10,10,11,15,1,10,3,12,14,8,10,4,1,2,3,9,6,2,1,1,3,10,1,1,10,14,14,10,11,12,10,13,8,14,16,12,17,13,5,4,16,2,16,12,13,12,- -  -,
83190946,Dani Figueira,GK,6.67,12,13,12,14,10,12,10,12,12,12,11,12,13,12,13,9,11,2,12,12,11,12,3,1,3,2,10,6,9,2,1,1,12,3,1,11,13,9,11,8,15,13,13,10,15,11,11,13,13,5,10,9,3,13,7,9,10,- -  -,
856952,Kenneth Vermeer,GK,6.82,7,11,11,13,14,7,8,10,9,13,14,13,9,11,10,12,14,8,13,15,12,13,1,1,2,1,14,3,4,1,2,3,11,4,3,12,12,12,14,15,10,11,12,13,13,15,13,9,9,10,3,13,6,15,16,14,18,- -  -,
