UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37028400,Yener Arıca,M/AM (RLC),6.60,12,14,9,8,13,11,11,8,11,11,11,14,9,12,13,13,8,12,4,11,13,12,8,9,12,8,13,10,6,10,4,3,13,9,5,14,2,3,1,4,3,2,1,2,3,1,1,10,12,5,4,11,6,12,10,10,15,- -  -,
42074763,Joseph Ganda,"M (RL), AM (R)",6.60,12,12,12,12,11,14,13,13,12,11,11,6,10,9,13,11,10,11,9,12,10,13,8,9,9,9,9,8,9,9,8,7,9,8,8,10,1,2,3,3,2,4,2,2,2,4,3,12,12,11,7,8,8,10,9,13,8,- -  -,Wnt
28059820,Bruno Andrade,"M (RL), AM (RLC), ST (C)",6.68,11,12,7,7,11,12,10,6,6,8,1,10,6,6,5,14,1,11,6,3,10,6,11,9,10,8,9,12,7,9,2,8,9,12,7,10,4,3,3,2,1,3,3,1,4,2,2,5,8,16,1,9,8,5,7,9,8,- -  -,Inj
71049539,Andriy Bliznichenko,"M (R), AM (RL)",6.94,14,13,11,8,10,12,11,8,11,10,11,9,8,10,11,15,7,12,10,9,12,9,11,13,14,11,11,10,7,13,9,9,12,13,10,13,3,1,3,3,2,1,3,1,2,2,3,14,13,10,7,8,8,10,12,16,9,- -  -,
43266791,Marco Olivieri,"AM (LC), ST (C)",6.80,13,13,13,11,12,13,15,14,11,12,10,10,13,10,13,12,9,12,10,10,12,12,9,10,11,13,11,11,10,11,8,8,11,10,10,11,2,2,2,1,3,4,1,3,2,3,1,15,11,5,14,9,10,15,9,14,7,- -  -,Trn
18070837,Yannick Loemba,AM (LC),6.99,9,11,6,7,13,11,9,11,8,13,9,11,11,7,7,15,8,12,8,11,12,9,11,11,10,10,8,8,8,11,5,5,13,8,6,15,3,2,1,4,2,1,1,1,1,3,1,12,9,8,9,10,11,13,12,12,10,- -  -,
29037323,Jamie Hopcutt,"AM (RLC), ST (C)",7.11,12,10,9,10,7,11,12,8,9,12,8,11,9,12,9,11,6,9,8,11,12,11,9,10,11,9,11,9,7,8,5,10,12,8,10,10,3,2,2,1,1,2,1,1,1,3,3,10,11,5,5,8,12,13,11,11,11,- -  -,
57059040,Aurelian Chiţu,AM (RLC),6.80,11,12,12,10,11,12,10,15,9,12,11,12,11,13,12,12,7,12,8,11,12,11,9,11,12,10,12,9,11,12,7,5,13,12,5,13,2,3,3,3,1,2,1,1,3,1,1,14,12,8,9,13,15,12,12,12,11,- -  -,Opt
62154735,Martin Kramarič,"M (L), AM (RL)",6.97,13,12,12,10,10,14,11,13,12,12,12,12,10,12,13,14,9,11,12,11,12,11,10,10,13,12,11,10,9,13,7,8,12,10,9,13,3,3,3,4,1,2,2,3,2,4,3,12,11,11,11,8,9,12,11,11,11,- -  -,Opt
38017703,Pedro Petrazzi,"DM, M (LC)",7.03,11,11,10,7,11,10,9,9,13,9,8,10,11,9,12,11,10,10,10,12,11,12,9,9,9,6,11,6,4,7,3,9,11,11,11,11,1,1,1,1,2,1,1,2,1,1,3,13,11,7,14,10,10,16,12,10,12,- -  -,Opt
47054445,Petar Petkovski,AM (RL),6.74,13,11,10,6,11,12,11,10,11,12,11,11,12,10,7,9,9,11,11,12,12,10,8,11,11,7,11,8,8,11,7,7,10,7,8,10,2,1,2,2,1,4,1,2,2,3,2,11,13,5,8,10,7,10,8,10,16,- -  -,Wnt
12075128,Cheikh Sabaly,"M (L), AM (RL)",7.90,14,14,7,5,14,13,13,7,8,14,10,12,11,12,17,14,7,13,8,10,13,13,10,11,13,11,12,4,4,8,6,4,11,11,5,13,3,1,3,1,3,3,1,2,2,2,1,9,12,5,7,10,6,12,12,9,16,- -  -,Wnt
69010922,Thierry Moutinho,"M (R), AM (RLC)",6.86,12,12,12,9,10,12,11,10,9,12,10,12,10,10,12,13,8,12,7,10,12,10,15,13,13,9,12,14,8,11,10,6,13,10,7,14,1,4,3,1,3,1,1,3,3,1,1,12,11,8,8,9,6,13,15,15,14,- -  -,Opt
24051638,Vinko Petković,"M/AM (LC), ST (C)",6.67,12,12,11,10,8,14,11,9,10,10,10,11,9,9,10,13,8,13,5,11,10,13,8,10,11,11,11,10,10,8,7,5,9,9,6,12,3,4,3,3,1,1,2,3,1,2,2,11,11,1,10,6,6,11,10,13,14,- -  -,
36044914,Dimitris Kolovos,"M (LC), AM (RLC), ST (C)",6.84,11,12,10,10,10,10,7,10,10,12,9,10,9,9,11,14,9,10,4,9,11,10,11,11,12,11,13,11,7,10,3,4,11,9,4,14,1,2,2,3,1,1,1,3,1,3,3,13,10,6,10,10,8,12,7,13,8,- -  -,Opt
71101747,Vasyl Runich,"AM (RL), ST (C)",6.53,13,12,10,8,13,13,12,7,13,11,11,10,8,10,10,14,11,10,9,8,9,11,6,8,11,9,10,8,7,7,4,4,9,15,8,10,2,1,2,3,3,1,1,3,1,1,2,10,10,7,5,9,6,11,10,9,10,- -  -,
29192707,Boubacar Hanne,"M (R), AM (RLC)",6.62,12,13,14,6,12,12,11,7,6,6,6,13,7,12,8,13,5,9,6,14,14,7,12,12,14,11,13,10,10,9,5,5,13,7,5,14,1,1,1,4,2,2,3,2,2,1,1,14,9,5,4,4,5,12,11,12,19,- -  -,Trn
16165976,Christoph Halper,"M (C), AM (LC), ST (C)",6.72,13,11,10,7,10,13,11,10,12,11,9,9,9,9,16,7,7,13,11,11,9,12,7,8,9,9,12,6,7,6,7,5,11,7,5,8,2,2,3,1,1,2,1,3,2,3,3,14,11,3,12,7,10,11,9,8,19,- -  -,
50037192,Yassine Bahassa,"M (L), AM (LC)",6.85,12,12,11,11,12,12,11,13,9,11,9,9,11,13,6,11,8,12,8,12,12,12,10,11,11,9,14,9,10,12,8,7,13,8,8,13,2,3,1,3,1,2,3,1,2,3,1,10,12,6,10,11,2,11,13,12,12,- -  -,Wnt
83100596,Andrézinho,"M (C), AM (LC)",6.83,13,12,12,7,12,13,11,7,8,12,10,12,10,10,13,11,8,12,8,12,12,13,11,11,12,8,13,11,7,11,4,4,13,8,5,14,3,3,2,1,4,2,3,1,2,3,2,11,12,7,5,12,4,15,10,7,12,- -  -,Wnt
28093199,Connor Mahoney,M/AM (RL),6.77,12,15,12,9,10,10,10,7,7,11,7,12,8,8,11,15,6,10,7,9,11,10,16,17,12,11,11,16,5,10,4,7,11,10,6,14,3,2,2,4,3,2,1,2,2,1,3,13,10,4,2,10,12,14,11,12,10,- -  -,
45092659,Kôji Miyoshi,"AM (RLC), ST (C)",6.87,14,12,12,4,9,15,10,11,11,11,13,15,14,11,3,13,3,11,8,11,12,12,11,12,13,10,12,10,5,10,5,6,10,8,6,12,1,3,3,1,2,1,2,3,2,1,3,11,13,1,5,4,12,12,11,18,13,- -  -,Trn
