UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71106745,Roman Vovk,"AM (RL), ST (C)",6.66,11,10,8,9,14,12,14,13,5,8,8,8,5,10,4,7,12,9,7,8,9,9,7,12,12,9,9,7,12,4,1,6,9,1,5,10,1,4,3,3,1,2,2,1,2,4,2,12,13,8,13,8,9,12,13,10,19,- -  -,
17029459,Roman Burets,"M (R), AM (RLC)",7.17,10,12,7,6,11,12,6,6,6,8,6,8,8,11,13,9,11,11,6,8,12,8,8,8,13,12,12,9,6,8,7,4,12,12,5,13,2,1,2,3,1,3,2,2,3,2,2,12,12,2,6,13,6,11,10,13,13,- -  -,
2000147346,Szymon Winiarkiewicz,"D/WB/M (L), AM (LC)",6.30,12,12,10,8,10,12,9,1,7,4,6,6,1,11,5,8,6,6,3,11,6,10,6,10,7,6,11,4,4,1,4,4,8,2,6,7,3,1,1,3,3,2,3,3,4,1,1,11,16,3,5,10,10,11,9,12,14,- -  -,Wnt
61026155,Jamie Masson,M/AM (L),6.82,12,10,10,8,10,13,10,12,13,9,8,7,9,9,12,12,7,12,10,10,11,12,9,9,10,9,11,6,8,8,1,6,11,6,7,12,3,1,3,1,1,1,4,2,4,3,3,13,12,15,5,11,2,10,11,12,10,- -  -,Wnt
27153133,Mikkel Stangerup,"M (RL), AM (R)",6.99,13,12,8,6,11,12,11,7,7,9,6,10,8,6,9,14,8,8,5,8,7,10,7,11,10,8,7,7,2,7,2,7,10,3,5,10,1,3,1,2,1,2,3,1,3,2,2,11,10,4,5,5,14,11,10,13,11,- -  -,Ama
2000034407,Daniyal Cherivkhanov,AM (L),7.10,11,12,8,6,14,12,6,8,4,6,6,6,6,10,14,8,8,12,4,6,8,10,8,11,13,8,10,6,6,10,6,4,8,8,6,13,3,4,3,1,1,1,3,3,3,4,1,12,11,3,4,8,8,12,8,14,13,- -  -,
66011935,Go Moo-Yol,"M (L), AM (LC), ST (C)",6.75,11,9,9,12,17,10,11,7,9,10,13,10,10,11,12,7,6,11,8,11,9,13,2,9,10,12,11,9,11,10,4,6,11,10,8,12,2,3,1,2,2,1,2,1,1,3,3,11,11,9,8,4,12,13,11,10,12,- -  -,Wnt
52075367,Adrian Delap,"D (R), WB/M/AM (RL)",6.78,12,11,11,7,11,12,10,8,7,8,7,8,6,8,14,12,4,10,6,10,10,9,6,9,10,7,10,6,8,7,3,4,9,6,4,9,3,2,1,2,3,3,3,2,1,4,2,8,11,6,4,8,5,8,9,16,9,- -  -,
2000075044,Abdul Alhassan,AM (RL),6.82,13,13,6,6,13,13,9,4,14,4,4,5,6,13,11,12,12,13,5,7,7,8,7,11,13,12,6,6,4,7,2,5,12,1,5,11,2,1,3,1,3,3,2,2,3,3,1,10,10,1,5,3,8,7,10,13,19,- -  -,
33001591,Joni Mäkelä,"M (L), AM (RLC)",7.05,12,10,11,8,12,10,10,8,7,9,7,9,8,9,14,12,9,11,7,10,10,10,9,11,12,9,10,9,7,9,3,5,10,8,5,12,1,3,1,2,2,2,2,1,2,4,2,11,10,6,9,6,11,11,13,15,13,- -  -,Lst
