UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
92017768,Karim Bellarabi,M/AM (RL),7.06,15,12,14,8,12,16,15,10,14,9,14,10,11,11,10,12,7,12,11,13,12,16,9,12,13,10,12,9,6,11,7,8,12,9,12,13,4,3,1,2,2,2,2,2,3,3,1,13,13,10,10,12,15,12,10,14,10,- -  -,
91203087,Ansgar Knauff,WB/M/AM (RL),7.00,16,15,11,10,15,16,13,10,12,12,12,12,10,11,15,14,5,13,11,12,12,13,5,12,14,10,13,5,9,11,12,10,11,8,11,14,2,1,1,2,1,1,3,2,2,3,3,15,12,8,7,14,4,12,11,17,9,- -  -,
55063406,Daniel Podence,AM (RLC),6.79,16,17,16,3,14,16,14,5,15,11,13,9,9,9,15,18,6,14,6,8,14,14,12,13,17,9,16,10,4,8,4,6,13,10,5,16,1,3,3,2,2,1,3,3,2,3,1,13,14,9,13,12,11,11,8,8,10,- -  -,Set
70013738,Efecan Karaca,"M (RC), AM (R)",6.98,15,16,11,6,14,12,15,7,16,11,15,12,13,12,16,14,14,14,8,15,13,16,10,13,12,11,13,10,5,13,11,4,13,12,8,13,2,2,3,1,2,2,3,3,2,1,2,14,14,4,13,14,5,18,10,16,10,- -  -,
19223093,Gabriel Strefezza,M/AM (RL),6.98,15,15,9,6,13,15,12,7,15,12,13,10,10,12,14,13,9,13,12,14,13,14,12,14,14,14,13,11,6,13,5,9,14,11,10,15,1,2,2,2,3,3,1,1,3,2,4,14,14,8,7,13,9,14,7,14,8,- -  -,Wnt
67217491,Andrei Raţiu,D/WB/M/AM (R),6.91,14,13,13,11,13,14,14,14,10,7,12,7,10,12,7,12,7,11,11,13,11,9,5,11,11,7,10,7,8,8,8,10,11,6,11,12,1,1,3,3,2,2,1,1,1,1,2,11,10,2,8,11,4,7,4,16,13,- -  -,Wnt
67271371,Rodrigo Zalazar,"M (C), AM (RLC)",7.01,13,14,12,8,15,14,13,11,16,12,15,14,12,12,17,16,7,13,12,12,13,17,13,11,15,12,13,12,8,15,4,11,13,12,12,15,3,1,3,3,1,3,2,1,3,3,1,13,13,10,10,16,5,12,9,14,9,- -  -,
27110030,David Akintola,"M (R), AM (RL)",6.77,15,15,11,8,12,15,13,9,10,11,9,11,9,10,10,14,5,13,7,11,9,10,5,11,15,10,11,10,6,10,5,7,11,9,7,12,1,3,1,2,2,1,1,2,2,2,2,12,11,6,12,13,10,12,11,11,10,- -  -,Wnt
18060025,Deni Milošević,M/AM (RC),6.99,12,12,12,10,14,12,12,11,12,13,10,13,11,12,12,13,8,11,10,14,12,9,12,11,12,10,14,9,10,12,11,5,14,7,8,14,3,2,3,4,3,2,2,3,3,3,1,11,11,6,9,12,10,10,10,14,14,- -  -,
2000017278,Ramón Sosa,"M (R), AM (RL)",6.99,14,13,11,11,12,14,12,12,12,12,11,12,12,11,9,13,6,14,10,11,12,13,10,12,13,12,14,5,12,11,11,7,12,12,9,14,3,3,2,3,2,1,3,3,3,3,2,10,13,6,8,9,12,10,8,13,16,- -  -,Wnt
