UID,Name,Position,Hdr %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
19380341,Jeferson Douglas,M/AM (C),48%,13,13,11,5,12,12,9,7,8,10,9,11,8,10,13,13,3,12,5,9,12,10,9,11,12,11,12,11,8,11,3,5,12,9,3,13,1,3,1,2,2,1,3,3,3,2,3,- -  -,Loa
2000193427,Ahmed Rababeh,M (C),50%,15,13,6,13,18,13,7,7,9,8,6,9,7,11,17,10,4,10,6,6,15,10,4,5,4,5,11,2,5,7,1,9,14,5,3,7,1,2,4,3,4,1,2,2,1,3,1,- -  -,
2000191191,Ibrahim Al-Shukaili,M (C),33%,13,13,6,5,15,12,3,3,6,9,7,8,6,13,4,6,7,10,7,6,11,11,5,3,1,6,13,5,4,9,1,8,13,1,3,13,3,1,2,3,3,2,1,3,3,2,2,- -  -,
37041267,Abdel Malek el Hasnaoui,"DM, M (RLC), AM (C)",65%,11,11,11,9,13,10,10,8,8,12,8,11,8,8,9,13,5,12,3,12,12,12,9,9,12,8,13,9,7,4,3,1,13,9,3,11,1,1,1,2,1,1,1,3,3,2,2,- -  -,
23325124,Waleed Salman,M (C),57%,12,12,6,9,13,12,12,11,7,8,5,12,6,12,13,5,12,8,6,6,7,11,1,4,6,6,12,4,1,11,1,8,12,6,3,12,2,3,3,2,1,1,1,3,2,3,2,- -  -,
64049754,Ahmed Al-Araimi,M (C),60%,13,13,6,1,9,13,11,1,8,9,7,3,6,13,16,6,7,5,4,7,11,12,5,5,2,6,12,5,3,7,3,10,11,1,4,10,3,2,3,1,2,3,2,3,2,1,3,- -  -,
2000164189,Mohammed Al-Shamsi,M/AM (C),55%,13,13,6,1,16,13,12,1,12,11,6,8,7,12,16,12,9,11,8,6,8,11,6,6,8,9,13,5,5,9,2,7,8,5,4,11,1,4,2,2,1,1,3,2,4,1,4,- -  -,
2000015829,Sali Pahima,"DM, M (C)",71%,9,12,5,4,14,10,9,3,15,6,2,3,5,13,5,6,10,8,5,6,13,11,4,2,5,5,12,4,5,5,1,6,13,2,4,9,3,1,1,3,3,2,2,3,3,2,3,- -  -,Yth
2000194371,Hasan Younes,M (C),67%,14,11,7,9,15,10,12,7,5,8,4,10,5,10,10,8,7,7,8,7,10,10,5,6,2,6,14,6,5,7,2,7,12,2,4,9,1,1,2,2,2,1,4,2,2,3,3,- -  -,
89067506,Bar Cohen,"M (C), AM (RC)",49%,13,13,10,7,9,13,13,8,5,13,5,12,10,13,15,13,7,14,7,12,13,12,13,12,12,9,13,13,9,12,3,3,14,8,4,12,1,2,1,3,4,2,1,2,2,1,1,- -  -,
23478789,Ahmad AbdulGhafour,M/AM (C),58%,13,13,8,8,12,11,9,5,8,10,5,10,7,9,9,13,5,8,5,7,12,12,5,7,9,11,13,5,5,4,2,1,12,2,4,13,2,1,1,2,3,2,3,1,1,3,3,- -  -,
2000193379,Leonard Akuetteh,M/AM (C),56%,14,13,8,3,11,14,7,3,7,9,5,10,5,14,16,13,10,8,8,8,9,12,7,4,9,9,11,7,1,8,2,8,12,6,4,13,3,4,2,2,4,2,2,2,2,3,1,- -  -,
23192175,Samer Hijazi,M (C),53%,9,8,7,4,13,5,6,5,9,9,5,6,7,10,13,5,13,12,7,8,8,12,6,5,2,5,14,6,6,7,3,10,14,1,4,11,2,2,1,1,1,3,1,3,3,3,1,- -  -,
2000142536,Ahmed Saeed,M (C),29%,13,13,6,8,8,14,7,5,13,7,6,6,7,11,13,9,3,11,7,7,7,12,3,1,2,4,12,5,2,5,2,5,7,6,4,8,3,3,2,3,1,3,3,3,3,1,2,- -  -,
42025760,Hilal Musa,"DM, M (RLC), AM (RL)",47%,9,9,7,8,15,9,6,10,9,7,9,6,7,7,14,12,6,10,6,7,6,8,6,7,10,7,10,9,7,12,5,3,8,1,4,11,3,3,1,1,3,1,1,1,2,1,2,- -  -,
2000118527,Kadhim Abdul Karim,M (C),67%,13,11,7,16,5,11,13,6,7,9,8,7,7,8,16,8,13,12,8,7,13,12,6,4,2,3,13,3,1,8,1,9,12,4,4,13,2,3,1,3,4,1,1,3,1,3,1,- -  -,Ctr
23397307,Khaled Al-Sumairi,"DM, M (C)",55%,12,15,9,5,13,14,14,5,11,14,7,8,12,12,5,14,6,15,8,12,14,16,8,7,11,6,13,10,3,8,6,4,14,10,5,16,1,3,3,2,3,3,1,1,3,2,3,- -  -,
64046250,Abdullah Al-Haiki,M/AM (C),62%,9,9,6,10,10,11,15,6,13,11,2,9,9,13,9,10,15,6,9,9,10,13,7,6,5,11,13,8,6,6,6,10,14,7,5,12,1,1,1,3,3,1,1,4,4,2,1,- -  -,Inj
2000016529,Yasser Sarhan,M (C),58%,13,13,6,6,13,13,9,4,15,9,3,7,4,13,12,9,13,11,8,7,10,12,3,4,6,2,8,5,1,5,1,6,11,1,5,9,2,2,2,2,2,2,3,1,2,2,2,- -  -,
18077265,Samy Bourard,"M (C), AM (RLC)",40%,11,14,10,7,7,12,13,9,8,13,12,12,9,9,10,12,7,13,5,12,13,12,10,9,12,10,11,13,7,11,10,5,12,7,5,12,1,3,3,2,1,2,3,3,2,3,1,- -  -,
54201906,Mohammed Ali Abboud,"DM, M/AM (C)",60%,11,13,8,5,8,14,9,9,8,11,9,10,9,12,11,13,1,12,5,9,14,13,3,4,10,10,14,8,8,6,6,9,13,4,5,14,1,3,1,2,1,3,3,2,1,3,3,- -  -,
23189776,Ahmed Samir,M/AM (C),62%,13,11,9,16,12,9,8,7,7,10,8,7,10,14,9,12,2,11,8,10,12,13,8,9,6,12,14,8,8,10,6,9,10,6,5,14,3,3,2,1,2,1,1,2,1,3,3,- -  -,
23088497,Abdulwahab Ali,"M (C), AM (RC)",67%,12,10,9,10,11,10,10,12,11,11,11,13,9,10,17,15,7,12,7,12,12,12,6,9,9,11,11,7,11,10,1,1,10,10,5,11,3,2,1,4,2,3,3,4,2,2,1,- -  -,IPR
