UID,Name,Position,Hdr %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
70121920,Emre Demir,"M (C), AM (LC)",28%,13,14,12,6,14,12,9,7,7,10,7,12,10,12,14,16,7,10,4,13,15,12,12,12,14,10,13,12,7,12,4,2,14,10,2,16,3,1,2,3,1,1,2,2,1,2,1,- -  -,
2000071307,François Gomis,M/AM (C),36%,13,13,6,8,12,13,11,5,14,6,7,6,5,12,11,13,4,10,8,7,8,12,5,1,8,7,11,6,5,8,2,7,12,2,3,13,3,2,1,2,3,2,3,3,2,2,1,- -  -,
67155105,Enzo Zidane,M/AM (LC),50%,10,12,12,8,12,9,10,11,6,11,8,12,8,12,16,13,9,13,8,10,12,8,14,9,13,11,13,12,7,13,8,5,13,13,4,14,4,1,3,2,2,2,3,4,1,1,1,- -  -,
67020680,Liam Walker,M/AM (C),58%,11,8,8,5,8,10,9,10,8,9,10,14,12,13,14,16,14,13,6,13,12,9,13,12,12,12,12,15,6,14,5,4,14,18,4,14,4,3,1,1,4,1,3,2,3,2,1,- -  -,Opt
13158211,Kelechi Nwakali,M/AM (C),53%,13,14,13,11,14,13,14,12,12,11,9,13,9,12,6,16,5,12,10,11,15,10,12,12,13,11,16,14,10,12,8,4,16,11,4,15,1,3,1,2,3,3,1,3,1,2,3,- -  -,
67277462,Theo,M/AM (C),34%,11,8,10,15,14,11,11,13,7,12,9,13,10,11,12,17,14,11,12,12,15,8,14,11,13,11,14,15,8,14,9,4,15,15,4,16,1,3,1,1,1,1,1,2,1,2,3,- -  -,
70137157,Bartuğ Elmaz,"DM, M (C)",62%,8,10,9,7,14,8,9,9,6,9,6,13,5,11,15,7,10,7,8,12,14,8,11,10,7,9,13,11,6,13,6,8,14,8,4,13,3,3,1,3,1,3,3,2,2,4,1,- -  -,
2000208030,Junior,M (C),31%,14,13,7,7,13,10,7,5,8,6,2,8,7,13,6,5,13,8,6,7,7,11,3,6,2,3,11,5,6,6,4,4,6,4,4,9,1,1,3,1,2,4,3,1,2,3,2,- -  -,
36510275,Sean Duarte,M (LC),100%,4,5,8,7,14,4,8,4,8,9,4,9,8,8,6,7,5,9,9,8,8,9,7,9,6,7,8,7,6,9,1,7,6,5,5,10,1,2,1,3,3,3,1,2,4,2,2,- -  -,Ama
2000044570,Kâmil Elkit,M/AM (C),76%,14,10,8,14,8,13,7,6,10,4,6,5,8,13,10,13,1,10,6,7,13,11,7,3,8,11,13,1,12,9,1,6,8,4,5,13,3,1,1,2,2,2,1,1,4,2,3,- -  -,
1501062,Salva Sevilla,"M (RC), AM (RLC)",50%,8,10,10,10,14,8,9,8,7,13,8,12,11,14,14,15,11,16,6,13,16,9,12,10,10,8,14,13,6,10,8,6,14,11,5,15,3,2,2,2,3,3,3,2,1,2,3,- -  -,
19280847,Vitinho,"M (C), AM (RLC)",53%,13,12,12,8,8,14,13,7,11,12,10,11,9,11,13,15,10,12,10,13,14,12,11,12,14,12,13,9,8,12,5,5,15,10,5,14,3,1,1,2,2,4,1,1,1,3,4,- -  -,
