UID,Name,Position,Hdr %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
76036528,Andrés Roa,M/AM (C),56%,13,14,11,9,14,12,13,12,5,12,12,13,11,13,12,13,10,13,6,13,15,8,14,12,11,12,14,15,13,14,8,3,14,12,2,16,2,2,3,3,1,2,3,3,1,2,1,- -  -,
19095361,Raphael Augusto,M/AM (C),64%,12,11,9,10,8,12,7,7,15,11,9,10,10,9,13,15,12,13,4,9,11,11,10,7,14,7,13,10,7,9,7,5,10,3,4,13,3,3,1,1,1,1,1,2,1,2,3,- -  -,
14221545,Bruno Zapelli,M/AM (C),27%,13,13,12,11,14,12,12,9,12,12,11,12,12,13,11,16,6,13,9,13,13,11,13,10,16,10,13,13,5,12,6,5,13,4,4,16,3,3,2,2,2,2,2,3,3,2,2,- -  -,Inj
8169785,Martín Cortés,M/AM (C),33%,8,10,11,4,13,9,8,3,8,9,9,14,13,14,17,14,15,12,13,13,14,9,12,11,12,10,14,12,5,10,3,6,13,12,5,14,1,1,1,2,1,1,2,2,1,3,2,- -  -,
8827714,Osvaldo Martínez,"DM, M/AM (C)",42%,13,12,7,5,8,9,10,5,4,12,8,11,13,13,15,14,9,14,7,14,14,13,14,10,11,10,12,13,6,10,4,6,14,13,5,15,3,2,2,2,1,3,2,3,2,1,3,- -  -,
2000096167,Gabriel Vega,M/AM (C),28%,14,12,15,9,14,13,9,9,5,12,8,13,11,15,16,13,13,12,10,13,13,14,10,10,13,10,13,10,10,13,3,10,13,7,5,13,3,3,1,3,1,1,1,2,2,3,1,- -  -,
2000110065,Lucas Silva,M (C),100%,11,11,11,5,11,11,10,7,14,12,5,13,11,16,15,5,10,11,8,10,6,11,9,8,9,8,9,9,7,6,8,10,10,9,6,9,2,3,1,2,3,3,1,2,2,2,3,- -  -,
14026308,Fernando Elizari,"DM, M (C), AM (LC)",33%,13,13,12,8,13,12,12,7,9,12,7,11,9,13,13,14,8,13,10,13,13,8,11,13,14,11,14,11,8,12,4,6,13,12,6,14,3,1,1,2,1,1,3,2,3,3,1,- -  -,
19028171,Ganso,M/AM (C),39%,11,12,11,10,10,11,11,11,12,13,10,13,12,14,7,16,12,13,7,13,17,11,13,13,15,11,16,13,8,14,8,6,16,12,6,17,3,4,1,1,1,1,1,3,4,3,1,- -  -,Opt
320569,Renato Augusto,"DM, M (RC), AM (RLC)",69%,10,9,10,12,13,10,12,11,8,13,6,12,13,16,14,16,17,15,5,14,15,12,13,11,15,13,16,13,7,13,8,7,16,12,7,16,2,1,2,1,2,3,1,3,3,2,1,- -  -,
955586,Jesús Dátolo,"DM, M/AM (C)",47%,6,6,9,6,12,8,9,8,8,12,10,14,15,14,14,15,16,13,6,15,15,12,15,13,12,12,15,13,12,14,7,7,14,14,7,16,1,1,1,3,2,1,1,2,2,1,3,- -  -,
19136133,Rafael Gava,M/AM (C),33%,13,13,11,9,12,13,13,8,14,13,9,13,12,12,14,10,13,13,7,14,12,14,11,13,13,12,14,8,7,10,5,6,13,13,7,13,2,2,3,2,3,3,1,3,3,3,1,- -  -,
14208032,Rodrigo Garro,M/AM (C),60%,13,12,11,8,14,13,15,11,10,15,11,13,12,12,13,14,6,13,9,11,15,12,14,11,12,12,14,15,9,15,7,7,14,13,7,15,3,3,1,4,2,1,3,1,1,1,1,- -  -,
2000052867,Ricardo,M/AM (C),100%,13,10,7,9,15,10,5,4,5,10,8,8,7,10,16,13,8,9,7,7,11,7,3,1,8,11,13,6,4,9,6,7,12,3,7,13,3,1,1,3,1,1,1,3,1,3,3,- -  -,
78094298,Luciano Boggio,"DM, M (C), AM (RC)",54%,12,13,9,8,14,12,13,6,10,13,9,13,11,12,11,14,11,12,10,14,14,15,14,15,13,13,14,14,11,15,3,9,13,5,7,14,3,1,2,1,2,2,2,3,1,1,2,- -  -,
79002021,Luis Cáceres,M (RC),65%,11,10,10,8,8,10,9,8,13,13,8,13,12,12,12,16,9,13,10,14,13,12,8,12,11,11,13,7,10,13,12,7,14,11,7,14,1,3,3,2,2,4,2,1,1,3,1,- -  -,
75054795,Giovanni Davis,M (C),50%,13,10,9,2,15,10,8,2,5,8,6,10,5,14,6,7,12,6,11,8,14,12,7,4,4,8,14,7,5,9,3,7,15,3,7,13,4,1,2,2,1,2,3,2,2,2,3,- -  -,
8826119,Matías Fernández,M/AM (C),50%,8,9,11,7,10,7,8,7,8,13,6,10,10,12,13,15,8,12,8,13,15,8,16,12,12,7,15,14,5,13,5,8,16,14,7,15,3,2,3,1,2,3,3,1,2,1,1,- -  -,
75037701,Jorge Henríquez,M/AM (C),44%,11,10,11,8,12,12,13,11,10,11,11,12,12,13,9,13,10,12,8,15,13,11,11,12,11,12,13,11,6,12,4,6,13,10,7,12,2,3,2,2,1,1,2,2,2,3,2,- -  -,Inj
79025687,Matías Rojas,"M (LC), AM (C)",55%,13,13,9,9,12,13,13,9,4,13,4,13,12,12,11,13,7,11,12,9,17,11,15,15,13,15,15,16,8,16,7,8,15,13,7,16,2,2,2,1,4,4,3,2,1,1,3,- -  -,Inj
79033009,Hugo Quintana,M (RC),48%,14,14,9,7,11,12,13,8,12,12,12,13,10,10,12,12,8,12,8,12,13,13,8,11,14,12,12,11,8,13,10,8,13,9,7,12,3,2,2,3,2,3,1,1,1,2,2,- -  -,
19030226,Robinho,M/AM (RC),100%,11,12,11,6,12,12,10,7,12,11,11,12,10,12,10,14,10,13,8,13,14,9,12,13,11,9,13,12,6,11,7,7,14,10,7,13,4,3,1,2,2,2,2,2,1,3,4,- -  -,
19074937,Rodriguinho,M/AM (C),45%,10,10,12,9,15,8,8,7,13,13,14,13,11,14,10,15,14,14,11,11,14,15,8,13,13,12,14,8,13,13,5,8,16,13,7,14,2,3,3,2,2,3,3,3,3,1,3,- -  -,
2000095533,Agustín Amado,M/AM (C),42%,14,15,10,7,14,10,10,5,5,12,4,9,8,12,6,15,7,10,8,13,14,8,8,10,14,16,15,5,9,8,10,9,14,6,7,15,3,3,3,2,2,2,1,1,2,3,3,- -  -,
