UID,Name,Position,Hdr %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
2000006206,Kacper Kondracki,"M (C), AM (LC)",33%,14,13,14,8,12,14,7,4,6,8,7,10,8,8,16,10,2,11,5,13,8,11,4,9,11,9,13,7,7,10,1,7,13,7,1,9,2,1,1,2,2,3,1,4,1,2,1,- -  -,
2000062328,Ryan Lenoir,"M (RC), AM (RLC)",63%,14,14,13,2,12,14,8,2,11,6,7,12,5,12,16,13,6,9,4,12,9,12,3,7,8,8,12,5,6,6,4,4,10,6,1,11,2,2,3,1,1,4,1,2,1,2,1,- -  -,
37053575,Teun Bijleveld,M/AM (C),60%,12,12,12,5,12,12,11,8,5,10,9,11,11,11,12,11,7,12,8,14,13,12,12,10,13,8,12,13,5,11,6,4,12,11,3,14,1,2,1,3,3,4,3,3,2,2,3,- -  -,
96159659,Kacper Skwierczyński,"M (C), AM (LC)",60%,11,13,11,4,11,13,11,6,5,11,7,9,10,10,12,13,6,12,7,12,11,12,10,10,12,7,12,9,5,8,2,3,12,9,3,11,3,3,2,1,1,2,3,1,2,3,3,- -  -,
93099931,Rami Al Hajj,M/AM (C),48%,13,14,12,12,13,13,13,11,12,14,8,10,10,12,13,14,10,13,7,9,10,11,9,11,12,12,12,10,11,13,7,4,13,10,4,15,1,1,3,4,3,1,1,1,3,2,2,- -  -,
53105364,Emil Hansson,M/AM (RLC),32%,12,13,12,8,12,12,13,10,15,11,11,10,12,11,12,12,8,12,5,13,12,13,10,12,14,9,12,11,7,10,11,5,12,8,4,14,2,2,3,3,1,2,2,1,2,2,1,- -  -,
70118972,Ömer Beyaz,"M (RC), AM (C)",62%,13,13,11,6,9,14,9,5,5,13,8,18,12,9,7,15,10,13,6,11,16,9,12,10,14,11,15,15,6,9,3,5,14,12,4,16,2,1,3,4,2,4,1,3,4,2,3,- -  -,
43201834,Denis Baumgartner,"M (C), AM (RC)",47%,13,12,9,8,12,13,12,12,10,12,6,10,12,12,10,12,12,12,8,11,10,12,8,11,13,11,14,6,4,10,2,2,11,10,4,12,1,2,3,1,2,3,1,2,3,3,2,- -  -,Inj
96011267,Maciej Domański,M/AM (RLC),33%,12,12,9,6,15,10,13,7,9,11,5,12,10,12,10,12,7,11,8,13,13,12,12,10,11,10,10,14,7,12,3,4,13,14,4,13,4,3,2,1,4,2,2,3,3,3,3,- -  -,Inj
18091400,Francesco Antonucci,M/AM (C),57%,13,15,12,9,13,13,12,9,9,11,13,13,10,11,13,14,10,12,5,12,13,12,11,10,14,9,14,12,9,12,5,4,14,11,4,15,3,1,3,2,3,3,3,1,2,3,4,- -  -,
91108282,Luca Dürholtz,"DM, M (C), AM (LC)",54%,13,12,8,7,9,10,10,5,5,9,4,7,7,8,7,15,4,10,4,13,14,8,12,10,14,9,11,12,5,8,4,4,14,11,4,15,1,4,1,3,2,1,1,3,2,1,3,- -  -,
2000176656,Isaiah Ahmed,M/AM (C),50%,13,14,8,9,17,14,9,6,5,6,6,6,6,13,13,11,10,8,5,7,13,11,3,6,7,8,12,5,5,6,1,6,10,3,4,10,1,3,2,2,3,2,3,1,1,2,1,- -  -,
14130563,Cristian Ramírez,M/AM (RC),57%,13,10,9,9,10,12,10,9,11,7,8,12,10,10,12,12,10,10,6,10,13,10,11,10,10,9,12,14,8,12,5,6,11,12,5,13,2,3,2,3,1,1,1,3,2,1,2,- -  -,
96159474,Paweł Sosiński,"DM, M/AM (C)",77%,12,10,5,7,13,12,6,2,12,2,6,6,5,10,10,9,9,6,8,5,12,10,3,1,5,5,10,3,2,9,1,1,11,1,5,9,1,3,2,3,2,2,1,1,1,3,3,- -  -,
2000078874,Arsen Hrosu,"M (C), AM (RLC)",37%,12,10,13,5,7,10,11,7,8,9,12,10,8,10,14,8,4,10,8,8,8,8,10,9,11,8,10,8,5,12,5,9,12,7,5,12,3,3,2,1,2,2,3,2,3,2,1,- -  -,
95053265,Dany de Sousa,M/AM (C),62%,13,10,7,15,8,11,12,7,13,10,4,4,7,13,10,11,12,8,7,7,10,9,3,6,8,9,13,6,6,6,2,6,8,7,5,8,4,3,2,4,3,4,2,1,3,3,1,- -  -,
25055372,Michal Hlavatý,M/AM (C),47%,14,13,7,6,6,13,12,6,8,10,7,13,12,11,12,9,8,12,9,12,13,13,11,7,14,12,14,11,5,9,2,6,13,12,5,13,1,1,1,1,3,1,2,2,1,3,1,- -  -,
27020702,Bror Blume,"M (C), AM (LC)",49%,12,13,9,8,13,12,15,7,8,12,7,13,11,12,14,12,5,12,8,16,13,15,11,11,12,10,13,12,5,13,3,4,13,11,5,13,2,3,2,3,2,1,1,3,1,3,4,- -  -,
28020561,Oğuzhan Özyakup,M/AM (C),30%,12,13,10,8,10,10,12,9,10,14,10,12,12,15,9,14,6,13,8,14,16,10,13,13,13,8,15,12,6,9,4,5,15,11,5,16,2,4,4,3,3,3,1,1,2,2,2,- -  -,
