UID,Name,Position,Hdr %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
2000224355,Nurlan Ibraimov,M (C),83%,12,10,2,1,12,13,4,2,9,6,1,7,4,7,6,5,1,6,3,4,12,9,2,1,1,1,10,3,1,9,1,5,11,1,1,6,1,1,1,1,3,3,2,4,3,3,1,- -  -,Yth
2000216229,Emir Ernisov,M (C),54%,12,12,4,8,11,12,4,1,7,5,4,4,1,6,15,5,3,3,1,5,12,9,3,2,2,2,7,2,1,2,1,6,5,1,2,5,2,1,3,1,2,2,2,2,2,2,2,- -  -,Inj
2000040078,Aybek Omurzakov,M/AM (C),32%,13,9,2,2,14,13,11,4,9,10,5,7,4,8,11,8,1,7,6,6,8,5,5,2,7,9,12,5,1,4,1,6,8,6,3,9,3,3,1,3,2,2,3,1,1,2,2,- -  -,Ctr
59145029,Davlatjan Baratov,"DM, M (RLC), AM (C)",52%,12,12,5,2,9,12,12,3,11,7,6,4,6,11,5,12,11,6,6,6,10,10,5,3,4,7,7,2,4,2,1,3,8,1,4,12,3,2,3,3,1,2,1,1,2,1,2,- -  -,Ctr
59144919,Humoyunmirzo Iminov,"DM, M (C)",100%,12,12,10,3,13,12,12,8,6,11,5,9,8,12,11,12,8,6,8,12,14,12,10,11,11,8,10,8,6,8,3,5,10,11,4,13,3,2,3,3,3,3,2,3,1,2,2,- -  -,Inj
63012819,Pablo Podio,"DM, M (C)",73%,8,9,6,10,12,10,9,5,6,12,10,9,10,12,11,14,12,10,4,9,13,10,8,10,10,6,13,15,7,10,8,5,14,12,4,14,1,1,3,2,1,1,3,2,4,1,4,- -  -,
2000214774,Akbar Madaminov,M/AM (C),50%,11,10,5,1,13,10,6,1,8,4,1,12,3,5,3,7,4,4,5,7,10,10,5,5,3,2,13,5,5,12,1,7,9,3,4,11,1,1,1,2,3,3,1,2,3,2,3,- -  -,Yth
59059454,Bahtiyar Duyshobekov,M (C),53%,13,11,7,6,12,12,13,5,13,8,7,9,6,12,4,8,9,8,8,7,12,11,6,5,5,7,12,4,3,6,2,8,12,6,5,8,2,2,2,2,3,3,3,2,2,2,1,- -  -,
59059512,Chyngyz Idrisov,M (C),65%,13,13,6,8,14,13,11,6,15,7,6,9,5,13,12,5,11,6,4,7,9,11,5,4,2,5,9,2,3,4,1,8,9,3,5,10,1,1,1,2,1,1,3,1,3,2,3,- -  -,
59060402,Javohir Rasulov,M (C),67%,14,14,8,10,8,14,12,4,15,10,5,8,6,12,15,5,12,8,5,8,10,13,7,5,5,8,14,7,7,6,4,11,14,6,5,14,3,2,1,2,1,2,3,2,1,1,4,- -  -,Ctr
