UID,Name,Position,Hdr %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
13207791,Steven de Brito,"M (C), AM (LC)",37%,8,6,1,4,13,10,11,2,10,1,3,2,1,11,8,8,13,6,3,4,8,9,2,2,6,5,12,2,1,4,2,2,8,1,1,7,2,2,2,2,1,1,3,2,1,1,3,- -  -,Ama
13207750,Eliseu Pina,M (C),47%,12,10,2,11,7,12,10,3,13,4,1,4,4,8,13,5,9,4,5,5,12,10,1,1,1,1,12,2,3,4,1,7,12,1,2,8,2,1,4,4,4,2,3,2,1,1,2,- -  -,
12094577,Salieu Keita,M (C),39%,13,10,5,5,10,12,5,2,5,3,3,5,1,6,4,6,11,6,2,6,9,10,4,1,2,5,5,4,4,7,2,4,9,4,2,1,1,1,3,3,3,2,3,2,1,1,2,- -  -,
13207850,Cláudio Duarte,M (C),50%,3,5,3,12,10,5,5,3,15,6,5,3,4,10,11,5,2,5,4,6,7,10,3,2,1,4,11,3,3,12,1,6,11,3,2,12,1,1,3,3,2,1,3,3,1,4,1,- -  -,
12094898,Abdoulie Jallow,M/AM (RC),65%,12,10,4,9,12,11,6,4,11,3,5,3,2,10,16,12,10,6,4,5,8,10,2,6,4,4,11,1,3,4,3,3,11,1,2,11,2,1,3,1,1,1,1,3,1,1,3,- -  -,
13207694,Adileno Costa,M (C),48%,11,10,3,9,11,11,4,4,14,3,1,8,2,6,3,5,11,5,1,4,4,9,1,1,1,1,11,1,1,1,1,7,8,1,2,6,3,2,2,3,2,3,1,1,1,2,3,- -  -,Ama
12078339,Axel Kouakou,"M (LC), AM (L)",53%,13,13,9,6,13,13,14,12,6,8,6,12,9,13,7,11,12,10,8,10,8,10,7,9,9,6,13,7,7,9,5,8,12,1,3,10,2,1,2,1,3,1,2,2,1,2,3,- -  -,
2000123049,Saidu Adamu,M/AM (C),33%,13,13,7,8,11,13,12,9,8,6,5,9,7,13,7,12,7,7,6,7,13,12,6,6,8,11,11,6,4,5,1,6,13,3,3,12,2,2,2,3,2,2,1,3,2,3,3,- -  -,
13207716,Tchitchitche,M (C),86%,7,4,3,7,11,6,3,1,15,5,2,1,3,7,12,5,13,3,3,3,4,7,1,2,1,1,12,1,1,13,1,6,10,1,3,7,3,2,1,3,1,2,3,2,2,1,3,- -  -,Ama
12094871,Tijan Bojang,M (C),67%,10,7,4,10,12,8,10,4,6,5,1,5,4,8,9,8,7,4,6,5,10,10,3,1,2,4,12,3,3,5,2,7,10,1,3,9,1,1,2,1,2,2,2,4,2,2,2,- -  -,
13207852,Djeck,M (C),43%,8,6,4,11,13,7,5,3,13,4,3,4,4,5,4,5,12,6,2,5,13,10,3,3,2,4,8,1,1,5,1,8,8,1,3,7,1,3,3,2,2,3,3,2,3,1,2,- -  -,
13207928,Dulzito Furtado,M (C),41%,12,12,3,7,13,12,9,2,15,6,1,5,3,5,11,5,6,5,1,5,12,9,2,1,1,3,8,2,1,3,1,6,5,1,3,6,2,2,2,3,1,4,3,2,2,3,3,- -  -,Ama
12094596,Aboubakarr Kandeh,M/AM (C),61%,10,11,4,1,13,11,4,1,5,5,3,7,3,6,14,6,10,4,4,5,4,8,3,2,4,4,11,2,2,3,1,2,12,1,3,5,3,2,4,2,3,3,1,2,2,3,3,- -  -,Ama
2000028601,Chrys Williams,M/AM (C),37%,13,9,6,7,11,13,3,3,13,7,5,12,6,11,10,10,1,9,6,6,10,8,4,5,7,9,13,3,4,10,4,6,13,6,3,10,4,1,1,2,2,3,2,1,2,2,3,- -  -,Ama
13196530,Emerson,M (C),50%,11,13,6,8,8,13,12,6,5,6,3,7,4,10,13,5,12,8,5,6,10,11,5,5,4,5,13,4,3,8,1,10,10,2,4,13,1,1,2,3,1,3,3,1,1,2,2,- -  -,
12094531,Edrisa Njie,M (C),50%,14,11,6,9,13,11,5,5,15,6,3,3,4,7,7,5,4,4,4,7,6,10,5,3,1,2,7,5,3,2,2,4,6,1,4,12,2,2,3,3,1,3,2,1,2,2,4,- -  -,
2000095058,Gustavo Djata,M (C),100%,12,12,5,7,10,12,10,7,15,7,5,7,4,8,5,7,11,6,4,6,11,10,4,3,1,3,11,4,3,7,3,6,7,1,4,11,2,1,3,2,2,3,2,4,2,2,3,- -  -,
13207827,Hélber Baptista,M/AM (LC),51%,8,8,3,5,8,9,11,1,14,3,1,3,2,10,11,6,12,4,2,4,4,9,2,4,2,4,10,1,2,3,1,2,2,1,4,5,2,2,3,3,2,2,3,2,2,1,2,- -  -,Ama
12094894,Foday Sanneh,M (C),38%,8,9,4,9,8,9,5,2,11,5,2,3,4,12,12,5,5,4,2,5,8,9,3,1,1,1,9,3,1,4,1,7,11,1,4,6,3,4,2,1,2,4,1,2,2,3,1,- -  -,
13207833,Kennedy Gomes,M (C),51%,11,8,1,5,5,11,11,2,9,3,2,1,2,5,4,5,4,7,5,4,6,9,2,1,2,3,12,2,1,11,1,9,7,1,4,8,1,4,3,2,3,2,3,3,1,3,2,- -  -,Ama
13207844,Toni,M (C),52%,8,6,5,8,12,4,4,2,8,8,1,4,3,5,6,5,12,5,4,7,11,11,4,3,4,5,7,2,1,6,1,7,8,2,4,12,4,2,3,2,3,3,3,1,3,2,3,- -  -,Ama
13207662,Tchoiss,M (C),56%,10,11,4,2,14,11,12,3,8,7,4,8,4,11,9,5,10,4,4,5,6,10,2,1,2,3,12,3,3,3,1,4,11,1,4,7,2,1,1,2,2,3,2,3,3,1,1,- -  -,
13207948,Maldini Almeida,M (RC),39%,12,12,3,2,11,12,5,4,11,4,2,2,3,3,6,5,13,3,3,3,5,4,2,4,4,1,7,2,2,1,1,4,10,1,4,6,2,2,2,2,3,4,2,1,2,1,3,- -  -,
