UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
43124221,Pasquale Mazzocchi,D/WB (RL),6.70,14,15,11,8,13,14,14,11,13,14,15,14,13,13,17,12,9,14,12,14,11,16,11,14,15,7,14,8,7,9,8,11,13,7,12,13,1,3,3,1,2,3,2,2,2,1,1,13,16,6,12,12,7,11,12,16,13,- -  -,Wnt
55061773,Wilson Manafá,"D/WB (RL), M/AM (R)",6.49,16,14,12,8,11,15,15,12,14,11,12,9,13,10,15,13,7,12,10,11,10,15,6,11,12,7,12,5,7,6,11,9,11,7,11,11,2,1,3,2,1,2,1,1,2,1,3,14,13,4,7,11,10,14,11,18,12,- -  -,
67144651,Jonny,D/WB (RL),6.91,15,14,12,10,15,15,15,12,14,14,14,13,16,14,14,8,12,11,14,15,9,16,6,14,14,10,10,7,11,7,13,14,14,8,14,12,1,1,3,3,1,1,3,3,2,1,3,10,17,1,14,14,6,12,13,15,20,- -  -,Set
25019925,Jan Bořil,D/WB (L),7.17,12,13,13,11,14,11,14,13,15,12,15,12,13,12,17,6,14,13,12,17,10,17,2,8,9,10,9,3,12,9,17,13,11,9,13,10,1,2,2,2,1,3,3,1,1,2,4,9,15,12,11,15,8,14,14,15,10,- -  -,
28011401,Adam Smith,"D (RLC), WB (RL)",6.67,14,13,11,7,15,14,14,11,10,13,13,13,12,12,14,9,11,13,13,13,9,15,6,12,12,7,13,6,7,9,3,12,13,4,13,13,3,2,1,1,3,3,3,3,2,2,1,14,16,2,10,14,5,15,13,14,11,- -  -,
37060600,Ferdi Kadıoğlu,"D/WB (RL), M (C), AM (L)",6.68,15,13,12,8,11,12,14,11,11,13,12,13,11,11,13,12,7,13,11,12,14,12,11,12,14,12,13,8,7,12,15,12,13,10,11,14,2,2,2,3,2,1,3,1,1,2,1,15,15,10,8,10,3,13,12,16,13,- -  -,Inj
43049523,Gaetano Letizia,D/WB (RL),7.07,14,13,12,9,15,14,12,11,14,12,12,12,11,12,15,8,12,14,12,12,15,12,6,16,13,12,14,8,11,8,11,10,12,6,12,12,3,2,1,3,3,2,3,1,1,3,3,14,15,11,6,13,6,16,7,16,12,- -  -,
81061844,Jamar Purcell,D (L),6.54,14,13,14,6,14,13,11,10,13,11,9,10,9,11,13,7,9,7,9,13,8,13,4,11,10,6,12,2,4,5,7,9,10,2,13,13,3,2,1,1,3,4,1,3,1,1,2,11,11,3,6,9,3,9,13,19,17,- -  -,
85077900,Maxime Colin,"D (RL), WB (R)",6.90,12,13,14,11,14,13,15,12,11,12,14,11,12,11,15,10,8,10,12,14,9,15,9,12,11,5,13,6,12,8,13,12,12,7,12,12,1,3,1,1,3,3,3,3,3,3,2,12,13,6,9,12,7,18,16,15,15,- -  -,Trn
2000052464,Ethan Jones,D (L),-,14,13,4,9,14,13,6,6,10,3,6,3,8,13,16,5,5,4,3,6,5,5,3,7,2,1,7,1,3,1,4,6,3,1,11,5,2,1,2,1,3,1,3,2,1,3,2,11,5,5,12,18,12,10,13,8,18,- -  -,
