UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37052470,Noussair Mazraoui,"D/WB (R), DM, M (RC), AM (R)",6.70,14,13,13,11,12,13,15,10,13,12,14,13,13,13,12,14,11,16,13,16,14,16,8,12,13,11,15,7,11,12,12,13,14,9,14,13,1,1,2,3,2,2,3,3,3,2,2,12,14,4,6,12,8,12,13,18,10,- -  -,
29113877,Lewie Coyle,D/WB/M (R),6.86,12,13,11,7,14,12,15,10,15,12,13,11,11,11,14,11,14,12,11,13,11,14,7,12,13,9,12,5,9,11,10,12,12,6,13,12,3,2,1,1,3,1,2,1,3,2,2,11,12,4,8,8,3,12,11,13,8,- -  -,Wnt
28127524,Jack Broome,D (R),-,13,13,5,8,11,13,4,4,13,6,4,4,6,10,7,4,4,5,7,7,4,6,4,6,5,5,6,1,6,2,3,8,5,1,10,4,2,3,2,4,2,1,3,1,2,2,4,12,6,5,14,2,14,9,10,9,18,- -  -,Wnt
37044524,Joshua Brenet,D/WB (RL),6.97,15,13,11,11,15,14,15,11,14,10,9,11,13,12,14,13,7,14,10,13,11,13,8,12,13,7,12,6,9,9,13,11,12,9,11,12,1,3,1,3,1,1,3,1,3,3,2,12,11,10,7,14,3,12,11,14,13,- -  -,Inj
88023806,Niko Kirwan,"D/WB (R), M (RC)",7.37,13,13,11,11,13,13,13,12,9,9,11,11,11,11,14,7,9,12,11,13,9,13,8,12,13,6,12,4,11,6,9,12,12,6,11,12,1,3,3,3,3,2,3,3,1,4,2,13,10,12,6,10,5,13,14,6,12,- -  -,
37039938,Rick Karsdorp,D/WB (R),7.08,14,13,14,9,18,18,17,12,15,14,15,15,14,12,17,11,7,17,11,13,13,16,6,11,11,5,14,6,8,6,15,11,14,5,12,13,3,2,2,2,2,1,3,3,3,2,3,14,16,11,11,12,7,15,14,13,10,- -  -,
37076465,Denso Kasius,D/WB/M (R),6.73,16,13,11,11,16,15,13,10,14,12,12,10,10,10,11,10,7,13,9,13,12,14,7,14,12,9,12,7,8,11,10,10,12,5,13,12,3,1,1,3,2,4,1,2,3,2,2,8,11,3,11,7,5,14,10,12,9,- -  -,
53049626,Jonas Svensson,D/WB (R),6.90,13,13,13,9,18,12,18,12,16,11,18,12,13,12,16,11,10,12,13,16,11,18,7,11,12,7,13,9,5,7,11,8,13,10,12,11,3,1,4,2,3,3,2,2,1,3,1,15,15,2,9,10,2,19,18,15,12,- -  -,
61089569,Adam Devine,D/WB (RL),7.34,13,13,16,8,13,13,10,6,9,8,11,9,5,6,14,8,5,11,12,15,9,14,8,13,16,9,7,5,11,3,8,8,15,9,14,12,2,3,2,3,3,2,3,3,2,3,4,9,18,2,7,2,11,10,9,9,15,- -  -,Int
37047573,Tyronne Ebuehi,"D/WB (RL), M (R)",7.50,14,13,13,10,12,14,14,10,10,10,7,12,13,12,13,13,5,14,13,13,10,14,7,10,12,5,13,6,10,4,9,8,12,5,12,13,1,3,1,2,2,2,2,1,2,2,2,13,10,6,8,12,12,14,15,9,5,- -  -,Inj
43094084,Arturo Calabresi,D (RC),6.88,13,13,13,13,14,13,14,12,13,12,11,11,11,12,12,7,10,10,13,14,11,15,5,11,10,9,12,5,13,10,10,13,12,5,14,13,2,3,3,1,3,3,1,2,3,3,1,13,14,7,11,12,7,16,16,14,9,- -  -,
2000026461,Osa Solomon,"D (RC), DM",-,10,13,10,10,12,11,11,8,11,6,9,9,7,12,9,5,2,5,11,8,7,9,6,10,4,2,10,3,6,8,6,9,7,6,11,8,1,3,3,3,2,3,1,2,3,3,1,11,8,8,11,5,13,10,13,10,16,- -  -,
