UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28110721,Charlie Seaman,D/WB/AM (R),6.72,12,11,10,11,9,12,14,7,8,11,9,8,8,11,13,8,7,12,8,10,8,15,8,10,10,7,10,5,11,4,3,9,11,2,12,9,3,3,4,1,2,3,1,3,4,2,1,12,11,3,8,8,5,11,12,10,19,- -  -,Wnt
28110647,TJ Eyoma,D (RC),6.94,13,11,11,13,12,14,11,13,12,11,11,11,9,11,10,8,9,10,12,11,12,12,6,10,10,7,9,7,13,9,10,12,11,4,13,10,3,1,1,4,1,2,4,2,3,1,2,10,10,2,5,11,5,14,12,12,12,- -  -,Wnt
2000108361,Niall Osborne,"D (RC), WB (R)",-,11,11,10,12,12,10,8,8,13,11,8,10,7,11,16,8,13,6,9,9,9,10,5,10,8,6,9,4,9,8,7,8,8,6,14,10,1,2,2,2,1,2,1,3,3,2,2,12,8,1,12,8,9,10,12,13,17,- -  -,Wnt
67053464,Martín Montoya,"D (RL), WB (R)",6.50,12,11,11,9,11,12,14,11,13,14,13,12,11,11,12,10,11,12,12,15,11,14,8,13,11,8,12,6,11,9,11,12,12,8,13,14,2,3,2,3,2,3,3,1,3,1,2,11,13,10,10,13,12,13,13,11,13,- -  -,
28095451,Lewis Banks,"D (RLC), WB (RL)",6.80,12,11,11,12,13,11,12,10,13,11,12,8,10,10,13,9,11,9,9,12,11,12,5,11,10,4,10,6,12,8,11,9,13,4,11,6,3,2,4,1,2,1,2,3,1,3,3,14,12,3,5,11,5,15,15,14,14,- -  -,
29159368,Jak Hickman,D/WB (R),6.68,12,11,10,7,11,13,10,8,11,10,10,10,8,8,14,7,8,9,10,10,10,13,9,10,9,6,10,8,6,8,7,9,9,5,9,10,3,3,3,3,1,3,2,2,2,1,3,12,12,3,6,7,11,11,12,12,11,- -  -,
61041831,Nicky Devlin,D/WB (R),7.01,13,11,9,11,12,13,15,14,16,8,13,10,14,14,14,9,15,12,12,13,10,18,8,12,9,9,11,5,12,4,10,12,10,3,14,10,3,2,1,2,2,3,1,1,2,2,3,13,14,11,9,12,3,14,11,10,11,- -  -,
29223283,Lewis Macari,"D (RC), WB (R)",6.40,12,11,12,11,14,12,14,10,9,10,11,9,11,10,14,11,3,10,9,12,9,11,6,12,10,4,10,5,10,7,9,10,10,4,9,11,1,1,3,1,3,1,2,1,2,2,4,11,9,3,11,9,4,16,8,11,11,- -  -,Wnt
29162864,Ryan Sears,D (R),7.26,12,11,11,10,12,11,11,11,10,12,10,10,10,10,11,4,8,10,10,10,11,10,4,8,10,5,11,7,12,4,12,10,10,1,10,11,2,3,1,1,1,3,2,3,3,2,2,10,11,8,8,7,14,9,10,11,11,- -  -,
2000123308,Casey Breaks,D (RC),-,13,11,5,14,11,11,6,6,13,3,6,4,8,11,10,5,1,1,3,4,1,5,2,7,1,1,1,1,7,1,1,9,3,1,12,2,2,3,2,1,3,3,1,1,2,1,1,10,8,3,10,3,6,11,12,8,15,- -  -,Yth
