Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Blaine Rowe,D (R),7.30,7.30,10,8,3,6,10,14,7,8,1,1,3,12,5,9,12,1,9,13,11,5,2,6,2,8,10,2,5,5,11,5,3,8,13,9,11,6,12,10,1,3,10,10,13,10,14,2,- -  -,Ask,11
Luther James-Wildin,D/WB (R),7.29,7.29,13,8,1,8,10,12,13,13,3,1,2,14,5,9,10,1,11,13,12,9,9,10,1,12,11,1,7,9,8,5,2,8,13,11,6,5,10,11,2,2,10,10,12,10,9,3,- -  -,Wnt,11
TJ Eyoma,"D (RC), WB (R)",7.25,7.25,12,12,2,10,11,12,13,13,1,3,2,12,4,11,14,4,10,12,11,11,9,10,2,13,12,1,7,8,9,6,4,10,10,11,9,6,10,10,1,1,11,11,12,11,12,3,- -  -,,14
Ross Barrows,"D (RC), WB/M (R)",7.20,7.20,11,8,2,7,13,11,11,12,3,1,1,9,5,9,11,2,8,10,6,15,11,10,3,10,10,4,11,7,7,6,3,6,10,9,8,6,8,8,1,2,11,10,8,10,11,1,- -  -,,10
Tyler Reid,D/WB/M (R),7.15,7.15,13,9,1,9,12,12,15,10,3,3,1,10,6,10,13,2,9,10,11,11,6,5,2,10,11,3,4,11,8,4,1,10,11,9,11,5,9,8,2,2,12,13,9,10,9,3,- -  -,,12
Dan Potts,"D (RLC), WB (L)",7.14,7.14,13,9,4,10,13,11,10,13,2,1,1,12,4,8,10,1,9,13,11,11,6,11,1,11,11,3,8,8,10,7,2,9,13,12,10,6,13,11,2,3,12,10,9,10,9,1,- -  -,,10
Dan Moss,"D (RC), M (C)",7.13,7.13,14,9,3,9,11,13,11,12,3,2,1,13,7,8,12,3,8,11,11,8,5,10,2,9,10,1,8,7,8,6,1,8,14,11,10,7,12,11,1,1,15,10,8,10,8,3,- -  -,Wnt,12
Ryan Nyambe,"D (RC), WB (R)",7.12,7.12,15,7,1,10,14,14,15,14,3,2,2,11,6,8,14,1,10,17,13,7,3,8,4,11,11,1,3,5,9,4,1,8,18,11,6,4,13,9,3,3,13,11,11,12,13,2,- -  -,,14
Tennai Watson,D/WB (R),7.09,7.09,15,9,3,10,12,10,9,14,3,4,2,11,5,10,12,2,8,16,9,11,7,7,1,10,6,3,5,10,11,5,2,10,10,10,10,6,10,9,3,2,7,11,12,14,7,3,- -  -,,12
Macauley Southam-Hales,D/WB/M (R),7.09,7.09,12,9,3,11,12,9,7,12,1,4,1,9,5,9,14,3,10,13,8,5,6,6,2,7,7,3,7,12,10,6,1,11,14,9,12,9,9,9,3,2,8,10,9,13,8,3,- -  -,,15
Lewis Cass,"D (RC), WB (R)",7.08,7.08,12,12,2,11,12,12,11,12,1,1,2,12,4,11,12,3,12,10,13,6,5,7,3,13,7,3,4,5,10,4,1,9,12,12,10,5,13,11,2,1,9,12,12,9,10,3,- -  -,,13
Kyle Knoyle,D/WB (R),7.05,7.05,12,11,1,11,12,10,12,14,1,3,3,12,5,11,13,1,12,13,10,5,7,16,3,8,10,3,6,6,11,7,2,12,11,13,11,7,13,11,2,3,11,11,12,11,8,3,- -  -,Wnt,11
Logan Pye,D/WB (L),7.05,7.05,12,5,4,12,11,11,11,13,1,3,3,12,5,10,14,2,8,16,9,6,2,5,1,12,7,2,4,7,12,3,2,6,14,10,10,8,13,8,3,3,11,9,12,11,13,2,- -  -,Unh,13
Tylor Golden,"D (RL), WB (R)",7.05,7.05,14,8,3,9,13,11,11,13,4,3,1,11,6,9,10,2,8,15,10,9,8,11,1,8,10,2,6,7,9,6,1,7,15,8,7,6,11,10,2,2,11,11,10,10,12,2,- -  -,Wnt,10
Tom Clifford,D/WB (L),7.04,7.04,12,12,3,11,10,10,11,13,3,2,3,9,8,8,12,1,9,13,9,5,8,5,2,7,7,2,12,5,8,5,3,10,12,12,13,10,11,13,1,1,11,11,11,9,8,3,- -  -,,12
Dan Butler,D/WB/M (L),7.02,7.02,14,9,2,11,13,9,9,13,2,3,2,8,7,10,11,1,9,13,9,10,8,10,1,12,8,2,10,7,10,8,2,10,16,9,11,10,9,8,3,2,12,9,9,9,11,3,- -  -,,12
Liam Anson,"D (RL), WB (R)",7.02,7.02,10,8,2,14,11,10,13,13,3,3,3,13,5,12,12,2,8,14,9,5,6,11,2,12,8,3,5,6,12,4,1,5,13,10,10,7,12,10,2,2,20,17,10,11,16,2,- -  -,,11
Mandela Egbo,"D (RL), WB/AM (R)",7.01,7.01,14,7,1,9,11,11,10,12,1,3,4,10,6,10,14,1,11,15,11,14,7,8,1,11,10,2,8,9,9,6,1,12,14,9,13,8,12,8,1,2,12,14,9,14,14,1,- -  -,,14
Kyle Hancock,D/WB (R),7.00,7.00,6,5,3,7,5,8,6,12,3,3,2,6,1,6,13,2,2,9,8,4,1,3,3,10,3,1,1,6,9,3,3,4,4,10,9,4,11,4,1,1,6,8,6,13,8,1,- -  -,Loa,13
Dominic Iorfa,"D (RC), WB (R)",7.00,7.00,12,6,4,6,13,8,13,13,1,2,1,9,4,8,11,1,7,12,9,10,5,11,2,13,9,3,3,10,7,3,1,10,14,9,8,4,8,7,1,1,14,11,8,11,12,2,- -  -,,11
Vontae Daley-Campbell,"D (RC), WB (R)",7.00,7.00,13,8,2,9,10,12,12,13,3,1,2,11,4,11,15,3,8,17,13,8,5,8,3,11,9,1,4,7,11,6,3,10,4,13,11,7,9,11,3,3,8,11,10,13,11,3,- -  -,Inj,15
Jai Springham,"D (RC), M (RL)",6.99,6.99,12,8,1,12,10,11,11,11,3,3,4,8,6,10,12,1,3,12,8,8,2,10,1,15,9,1,3,3,7,3,1,8,16,15,6,5,11,8,3,1,17,13,10,12,6,1,- -  -,,10
James Brown,"D (RC), WB (R)",6.99,6.99,14,9,1,11,12,11,12,13,2,1,2,11,5,11,12,4,11,14,11,9,5,9,3,9,9,3,8,10,11,6,3,11,14,9,12,8,10,10,1,3,11,12,10,12,12,2,- -  -,,12
Elliott Hewitt,"D (RC), WB (R)",6.99,6.99,14,8,2,10,14,12,9,11,3,3,1,11,3,10,10,3,7,12,11,13,3,10,3,12,9,3,8,9,9,5,4,7,9,10,10,7,11,9,4,2,11,9,10,9,6,2,- -  -,,11
Kane Vincent-Young,"D/WB (RL), M/AM (R)",6.99,6.99,12,6,3,10,12,10,9,12,1,2,1,9,6,10,12,2,6,12,9,5,11,10,2,8,7,3,3,11,7,7,1,10,14,8,7,3,11,8,1,2,8,10,8,11,9,3,- -  -,,12
Kyle John,"D (RL), WB/M/AM (R)",6.98,6.98,9,5,2,7,8,9,8,8,1,4,1,10,4,9,13,3,6,9,10,7,5,12,3,6,3,3,2,6,10,5,2,6,14,13,12,7,13,10,3,2,9,10,12,7,12,3,- -  -,Wnt,15
Jai Rowe,"D (RC), WB (R), DM, M (R)",6.98,6.98,12,11,1,8,13,12,11,9,2,1,1,13,7,8,11,2,10,6,13,10,3,10,1,10,12,4,5,4,9,3,2,8,8,10,7,9,12,6,3,1,12,7,9,10,11,2,- -  -,,6
Niall Osborne,"D (RC), WB (R)",6.98,6.98,10,10,2,10,9,14,9,10,2,3,3,10,6,8,10,1,6,12,9,7,8,14,2,12,9,1,4,9,9,6,2,8,15,12,10,6,9,11,2,2,9,11,12,12,13,1,- -  -,,11
Jay Benn,D/WB (R),6.98,6.98,14,9,1,12,10,9,10,14,1,1,1,10,5,10,14,2,11,14,8,10,7,10,1,10,9,1,5,12,9,6,3,12,14,10,11,8,11,8,3,2,11,12,10,13,13,1,- -  -,Wnt,14
James Husband,"D (LC), WB (L)",6.98,6.98,15,10,2,11,13,12,12,13,1,2,3,13,8,10,10,3,10,15,12,7,5,13,1,10,11,1,6,12,10,6,3,9,13,12,10,7,13,9,4,1,15,11,11,10,16,1,- -  -,,12
James Bolton,"D (RC), WB (R)",6.98,6.98,13,10,3,10,13,11,10,11,2,2,1,12,6,11,10,3,8,14,12,10,8,8,3,12,12,4,5,3,11,5,3,8,12,11,10,5,10,10,3,2,12,11,10,11,12,1,- -  -,,11
Lee O'Connor,"D (RC), DM, M (C)",6.97,6.97,13,10,1,10,14,12,11,14,1,1,1,13,7,12,12,1,10,15,11,5,4,9,1,11,9,2,4,8,9,6,3,9,13,11,10,6,13,10,3,3,13,9,13,11,12,2,- -  -,,12
