Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Louie Moulden,GK,7.60,7.60,9,5,7,5,12,3,11,10,10,11,13,10,3,9,9,9,3,13,3,1,1,8,12,13,7,8,6,2,8,3,4,1,12,9,2,4,10,10,14,11,7,10,9,12,8,11,- -  -,,12
Ryan Boot,GK,7.22,7.22,10,12,9,12,13,2,8,9,6,11,4,11,2,8,9,11,3,10,2,1,3,7,11,13,2,13,3,7,9,2,14,3,10,10,2,2,9,10,11,9,12,8,11,11,4,13,- -  -,,8
Luis Jepson,GK,7.00,7.00,3,5,6,7,1,3,3,4,5,7,9,3,3,4,4,4,1,6,2,2,1,12,4,10,1,14,4,2,3,1,2,1,12,5,2,3,7,4,6,7,10,11,4,9,11,10,- -  -,Yth,3
Alfie Whiteman,GK,6.91,6.91,7,10,12,7,7,2,14,12,10,12,9,12,1,10,10,13,5,11,3,2,1,10,14,15,7,12,1,6,9,2,5,5,11,12,3,1,12,11,11,13,13,10,13,14,11,14,- -  -,Wnt,9
Owen Evans,GK,6.90,6.90,12,11,14,9,10,3,12,13,10,14,9,13,3,12,9,13,1,12,1,2,3,11,14,14,3,11,9,7,9,2,9,3,12,11,1,4,12,11,11,13,11,12,14,13,5,13,- -  -,Int,9
Jacob Knightbridge,GK,6.89,6.89,6,7,12,3,7,2,6,4,5,14,14,12,2,6,13,12,1,7,1,3,3,9,14,14,1,13,7,3,1,2,11,2,17,16,2,3,10,9,13,8,11,9,10,13,11,11,- -  -,,12
Alex Smithies,GK,6.88,6.88,11,9,13,11,13,2,7,9,14,12,12,13,4,10,7,14,8,13,1,1,2,12,13,12,2,13,6,6,11,1,5,2,16,13,1,4,11,12,11,12,14,10,11,10,10,13,- -  -,,8
Andrew Thomas,GK,6.88,6.88,8,8,9,1,9,2,7,6,5,12,12,10,3,8,12,13,3,11,1,2,3,1,10,12,1,8,5,1,5,3,5,1,17,14,2,1,12,6,8,12,15,9,7,8,5,14,- -  -,,13
Daniel Moore,GK,6.88,6.88,4,5,10,5,5,1,7,1,12,12,9,5,3,6,3,8,3,10,3,2,2,10,10,14,1,12,7,2,2,2,5,3,7,13,2,5,8,6,8,11,7,5,6,11,10,11,- -  -,,6
Marcus Dewhurst,GK,6.87,6.87,10,9,13,11,12,2,11,9,12,12,7,12,3,11,10,13,3,7,3,1,1,10,15,14,2,13,8,3,11,2,6,2,13,10,3,3,11,11,11,12,13,11,12,14,9,13,- -  -,,10
