Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Callum Ainley,"AM (RLC), ST (C)",7.40,7.40,12,11,2,11,12,5,6,10,3,1,1,5,7,12,12,2,13,13,5,4,7,5,3,7,6,3,7,16,12,7,1,12,14,10,7,4,10,10,2,4,8,13,9,10,8,1,- -  -,,10
Vaughn Covil,"M (RL), AM (RLC), ST (C)",7.18,7.18,11,8,2,12,7,4,9,11,1,4,2,5,2,10,12,1,10,11,5,7,8,2,2,9,7,2,9,9,10,9,3,12,11,8,11,8,7,10,3,4,7,8,8,13,7,1,- -  -,,13
Mark Helm,M/AM (C),7.18,7.18,14,10,1,12,14,6,8,13,2,1,2,3,10,13,12,3,11,16,3,1,11,3,3,5,5,3,15,14,13,10,1,9,15,10,10,12,8,11,3,2,7,9,10,12,11,1,- -  -,,13
Chris Willock,"M (L), AM (RLC), ST (C)",7.18,7.18,11,11,3,12,12,4,9,9,3,2,1,4,8,10,12,3,10,11,4,2,12,4,3,6,4,2,7,12,12,9,3,13,12,11,11,8,6,13,2,1,9,13,9,13,7,4,- -  -,Opt,12
Izzy Brown,"M/AM (RLC), ST (C)",7.13,7.13,7,13,3,11,8,4,11,10,2,3,2,5,10,13,10,3,11,9,5,6,11,10,4,11,7,2,9,13,11,10,2,12,11,9,8,4,8,11,3,3,11,11,10,11,13,1,- -  -,Inj,10
Aidan Barlow,"M/AM (RLC), ST (C)",7.13,7.13,10,12,1,11,7,4,6,12,3,1,1,5,11,12,11,2,11,12,4,2,8,7,2,7,5,3,9,13,13,9,2,10,14,7,9,10,8,10,4,2,9,8,10,14,9,4,- -  -,,11
Odin Bailey,"M (RL), AM (RLC), ST (C)",7.13,7.13,10,9,1,11,9,5,9,11,4,2,1,7,7,12,11,3,11,9,7,6,9,8,4,7,7,1,7,10,11,11,3,13,12,11,9,8,7,11,2,2,11,9,9,13,10,3,- -  -,,11
Hakeem Sandah,"AM (RLC), ST (C)",7.09,7.09,8,12,2,14,8,6,3,10,4,2,2,9,4,12,14,2,14,15,2,5,7,4,1,3,9,1,7,12,12,8,1,16,17,13,8,6,8,14,3,3,8,10,8,13,13,3,- -  -,,15
Zak Brunt,M/AM (C),7.06,7.06,10,13,2,13,10,5,9,8,3,2,3,7,11,12,12,1,9,9,5,4,10,4,3,7,5,2,10,13,9,10,1,12,18,9,8,8,9,11,1,1,8,11,13,12,14,1,- -  -,Wnt,12
Conor McAleny,"M (L), AM (RLC), ST (C)",7.03,7.03,14,10,1,12,9,4,3,7,1,3,1,5,12,11,8,2,11,9,4,2,10,7,1,6,6,1,8,13,12,10,2,10,12,8,8,7,6,10,1,3,7,10,9,8,8,1,- -  -,,9
Callum Slattery,"DM, M/AM (C)",7.02,7.02,11,13,2,14,9,12,8,13,2,1,1,12,10,15,9,2,13,12,7,8,14,12,3,9,9,3,11,11,14,9,2,7,2,12,10,11,10,14,2,1,12,7,13,11,8,1,- -  -,,10
Andy Stockbridge,M/AM (C),7.01,7.01,11,14,3,15,13,6,11,10,3,1,1,8,7,10,10,1,12,13,5,3,5,9,1,9,6,3,5,7,17,5,3,8,12,13,6,5,7,16,3,1,7,14,11,9,17,2,- -  -,,10
George Thomas,"M (C), AM (RC), ST (C)",7.01,7.01,14,12,2,10,12,7,10,12,3,1,4,10,4,11,12,2,12,14,4,2,9,7,1,7,4,2,10,12,11,7,3,9,11,10,8,11,12,10,4,1,10,11,10,12,7,3,- -  -,,12
Rodrigo Vilca,"M (C), AM (RLC)",7.01,7.01,8,13,3,13,8,5,6,11,1,1,1,5,11,15,12,2,11,7,6,6,10,8,1,6,8,3,11,13,14,7,3,15,10,12,11,14,8,11,2,1,8,6,11,12,8,3,- -  -,Int,13
Connor Lemonheigh-Evans,"M/AM (C), ST (C)",6.97,6.97,12,12,1,12,10,8,8,12,3,1,1,9,6,12,11,1,13,14,8,3,8,6,2,8,7,2,5,11,11,11,1,11,12,11,9,9,9,13,2,3,7,11,10,12,8,2,- -  -,,11
Jordan Stevens,"M (RC), AM (RLC)",6.97,6.97,11,10,3,11,11,6,6,13,3,1,1,6,5,8,13,2,10,13,6,4,7,4,2,6,5,4,6,13,11,8,1,11,13,8,10,9,9,10,3,3,9,11,10,12,10,3,- -  -,,13
Jevani Brown,"M (C), AM (RLC), ST (C)",6.96,6.96,13,13,2,13,11,4,8,11,1,2,1,5,8,12,11,3,12,11,2,1,11,2,1,6,7,1,10,13,12,10,2,11,9,11,10,10,10,12,3,2,8,11,11,9,11,1,- -  -,,11
Andy Cannon,"DM, M/AM (C)",6.96,6.96,14,11,1,9,12,12,12,14,3,2,3,8,9,11,11,2,11,14,11,3,12,9,2,8,7,2,7,7,11,9,1,10,14,9,11,10,11,11,3,2,11,11,12,11,14,3,- -  -,,11
Jake Hesketh,"DM, M/AM (RLC)",6.95,6.95,12,11,3,13,10,10,3,10,1,2,3,5,9,13,10,1,9,12,9,7,9,8,3,6,7,2,8,13,12,8,3,12,11,10,11,8,9,11,2,3,11,7,10,11,16,4,- -  -,Opt,9
Idris Kanu,"M (R), AM (RLC), ST (C)",6.95,6.95,8,9,3,12,8,7,11,13,2,1,3,9,10,8,13,3,13,13,5,5,8,6,2,11,8,2,4,13,8,8,3,13,14,8,8,5,8,11,2,1,7,13,8,15,8,2,- -  -,Wnt,14
Cameron Cresswell,"M (R), AM (RLC), ST (C)",6.95,6.95,16,9,1,7,11,4,6,7,2,3,2,10,11,6,13,3,12,13,4,5,5,7,2,9,8,3,8,9,7,12,2,8,7,8,5,5,10,9,4,2,9,9,14,7,12,2,- -  -,Unh,12
