Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
TJ Eyoma,"D (RC), WB (R)",7.25,7.25,12,12,2,10,11,12,13,13,1,3,2,12,4,11,14,4,10,12,11,11,9,10,2,13,12,1,7,8,9,6,4,10,10,11,9,6,10,10,1,1,11,11,12,11,12,3,- -  -,,14
Franck Ondeno,D (C),7.19,7.19,11,10,4,13,6,14,13,14,2,1,1,12,6,10,14,2,7,12,13,4,4,15,2,13,9,2,4,3,9,4,1,9,18,15,5,4,12,10,3,1,12,17,12,14,17,3,- -  -,,15
Dan Potts,"D (RLC), WB (L)",7.14,7.14,13,9,4,10,13,11,10,13,2,1,1,12,4,8,10,1,9,13,11,11,6,11,1,11,11,3,8,8,10,7,2,9,13,12,10,6,13,11,2,3,12,10,9,10,9,1,- -  -,,10
Luther Williams,D (RC),7.10,7.10,8,9,1,11,7,14,9,7,2,3,2,14,6,10,8,1,5,14,10,5,4,12,2,12,9,1,2,6,9,6,2,4,11,10,2,4,10,11,2,2,9,10,9,5,9,2,- -  -,,7
Ben Drake,D (C),7.10,7.10,6,5,2,2,4,13,11,9,2,1,1,13,1,6,10,1,4,13,11,6,1,7,3,8,13,3,2,5,4,1,2,2,10,7,1,3,11,2,1,2,8,8,12,10,9,3,- -  -,,9
Shaun Hobson,D (C),7.08,7.08,11,8,3,9,10,12,13,9,2,3,1,12,5,11,12,2,8,11,12,8,4,6,2,13,13,1,6,3,10,5,2,6,13,12,5,2,12,8,2,4,15,12,11,9,12,3,- -  -,,12
Lewis Cass,"D (RC), WB (R)",7.08,7.08,12,12,2,11,12,12,11,12,1,1,2,12,4,11,12,3,12,10,13,6,5,7,3,13,7,3,4,5,10,4,1,9,12,12,10,5,13,11,2,1,9,12,12,9,10,3,- -  -,,13
Cian Harries,"D (C), DM",7.06,7.06,10,13,1,13,13,12,13,13,1,3,3,12,4,13,10,1,8,11,11,8,8,14,2,13,11,3,11,9,11,7,1,9,13,11,11,7,13,11,2,4,12,9,11,6,11,3,- -  -,,9
Chey Dunkley,D (C),7.05,7.05,13,5,3,9,13,14,15,10,1,3,3,10,5,8,9,3,8,13,11,7,4,15,3,16,15,3,4,7,9,9,3,4,16,11,6,2,12,9,3,1,16,10,11,10,13,1,- -  -,,9
Dan Sweeney,"D (C), DM, M (C)",7.04,7.04,11,7,2,9,12,12,17,12,1,3,4,9,7,11,9,1,5,15,9,5,7,10,2,16,13,1,6,6,11,6,2,8,12,9,5,5,8,11,1,2,12,10,10,8,14,1,- -  -,Req,9
Giles Phillips,D (C),7.04,7.04,12,7,3,8,9,12,14,14,2,3,1,10,3,7,11,2,8,14,10,5,3,12,1,14,10,3,3,7,8,5,2,5,12,11,4,3,13,10,3,1,14,8,12,9,10,3,- -  -,Wnt,11
Louie Annesley,"D (C), DM, M (C)",7.01,7.01,11,10,3,7,12,8,11,11,1,2,3,9,6,9,10,3,4,11,10,4,4,12,1,17,11,3,4,4,8,4,1,4,12,9,5,4,10,10,3,1,11,11,8,10,7,3,- -  -,,10
Sam Stubbs,D (C),7.00,7.00,13,6,2,9,11,13,13,14,3,3,1,13,7,8,11,3,7,5,12,5,4,13,3,14,14,3,5,6,9,7,1,7,8,12,4,4,14,11,2,3,15,11,13,10,11,1,- -  -,,10
Lloyd Jones,D (C),7.00,7.00,10,10,1,11,9,14,14,10,1,3,3,12,5,13,10,2,5,12,12,8,6,11,2,14,15,1,5,7,11,6,1,8,12,9,7,5,12,14,1,2,13,12,11,8,17,3,- -  -,,10
Dominic Iorfa,"D (RC), WB (R)",7.00,7.00,12,6,4,6,13,8,13,13,1,2,1,9,4,8,11,1,7,12,9,10,5,11,2,13,9,3,3,10,7,3,1,10,14,9,8,4,8,7,1,1,14,11,8,11,12,2,- -  -,,11
Jon Mellish,D/M/AM (C),6.99,6.99,13,8,1,7,14,12,11,13,3,1,3,11,9,10,13,1,11,16,10,11,10,9,1,11,13,3,6,2,9,9,2,10,12,11,9,7,11,11,2,3,12,10,12,10,9,1,- -  -,,12
