Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Claudio Ofosu,"M (L), AM (RL), ST (C)",7.50,7.50,10,5,2,9,12,5,10,8,1,1,3,6,11,6,12,2,9,12,5,4,8,8,2,13,7,3,10,14,7,6,3,9,13,4,7,11,6,9,1,3,7,7,10,9,7,3,- -  -,Frt,14
Bartosz Cybulski,ST (C),7.29,7.29,12,8,2,10,13,6,12,15,2,1,1,7,9,9,13,1,14,14,6,4,7,9,3,17,14,1,5,11,10,10,3,9,9,11,9,2,9,13,1,1,11,11,12,10,7,3,- -  -,,10
Andrew Dallas,"AM (RL), ST (C)",7.21,7.21,14,11,2,13,13,7,11,12,1,1,1,7,12,11,13,4,14,12,5,2,9,10,2,8,9,1,5,9,10,13,3,11,6,10,9,5,10,10,2,3,7,9,11,10,8,3,- -  -,,13
Isaac Olaofe,"M/AM (RL), ST (C)",7.15,7.15,12,8,1,9,11,6,14,11,2,2,3,6,8,7,13,2,12,14,4,2,9,7,1,11,9,3,5,12,11,11,3,10,13,8,8,7,10,11,1,3,14,11,9,11,13,4,- -  -,,15
Ben Morris,"AM (RL), ST (C)",7.14,7.14,11,12,2,11,9,7,10,11,2,1,3,8,14,11,12,1,12,13,8,6,12,9,3,8,8,3,11,10,11,13,2,9,13,12,11,7,11,12,3,1,9,11,11,9,9,2,- -  -,,12
Jack Marriott,ST (C),7.13,7.13,12,9,2,12,10,6,10,9,1,3,2,5,15,9,12,2,12,8,4,4,12,9,3,7,11,3,10,10,10,14,1,10,14,9,11,8,6,12,1,1,12,11,12,11,15,1,- -  -,,13
Rob Harker,ST (C),7.11,7.11,10,7,2,11,9,4,10,12,2,2,3,6,7,7,12,1,14,13,8,3,10,4,1,15,12,3,5,8,9,12,2,9,11,8,7,6,8,15,2,1,9,12,11,6,5,3,- -  -,,12
Caolan Lavery,"AM (L), ST (C)",7.10,7.10,13,8,2,12,12,6,6,11,1,3,1,6,5,11,9,1,10,16,4,5,11,7,2,8,11,1,10,8,10,9,3,10,13,8,9,7,12,7,3,3,11,9,11,8,11,3,- -  -,Trn,9
Obed Yeboah,ST (C),7.10,7.10,11,5,1,9,6,4,13,11,3,1,3,6,7,8,9,1,10,12,5,3,10,8,3,12,7,3,6,8,10,13,3,8,13,8,8,8,7,13,2,2,9,9,8,6,5,3,- -  -,Loa,14
Armstrong Oko-Flex,"M/AM (RL), ST (C)",7.10,7.10,9,8,1,10,8,7,4,10,2,1,2,6,4,8,14,3,12,9,6,7,7,7,3,14,5,2,7,11,12,12,1,12,5,10,8,5,7,8,2,3,8,13,10,12,13,1,- -  -,,13
Kayden Jackson,"AM (RLC), ST (C)",7.08,7.08,13,9,1,8,12,3,9,11,2,1,2,3,10,7,16,3,12,10,4,4,8,7,1,7,7,2,7,10,8,11,1,9,13,11,10,5,9,10,2,3,6,9,8,11,8,2,- -  -,,15
Matty Stevens,ST (C),7.07,7.07,18,8,2,9,10,6,14,16,3,3,1,12,11,7,12,3,14,12,6,4,7,6,1,10,12,4,5,6,8,13,2,10,7,9,7,5,9,10,2,3,13,12,11,14,13,2,- -  -,Wnt,11
Inih Effiong,ST (C),7.07,7.07,13,4,1,8,12,3,12,10,3,1,3,5,6,7,9,4,9,14,2,6,6,2,2,11,12,1,7,8,7,12,3,9,11,7,4,2,5,8,1,1,10,10,8,7,6,2,- -  -,,11
Ryan Loft,ST (C),7.04,7.04,13,9,3,11,13,8,13,13,2,3,1,7,12,8,10,2,9,11,8,2,7,8,3,15,12,2,8,7,11,11,2,9,14,12,7,5,9,10,3,3,14,11,11,12,7,1,- -  -,,12
Liam McAlinden,"AM (RL), ST (C)",7.03,7.03,8,9,1,10,11,5,10,12,1,3,3,7,6,8,12,1,12,14,6,2,9,6,2,10,8,1,8,12,7,6,2,9,15,6,9,8,11,11,2,2,10,11,9,10,10,3,- -  -,,12
James Evans,"DM, AM (R), ST (C)",7.03,7.03,10,8,1,13,7,3,9,9,2,2,3,4,5,12,15,3,11,12,4,7,5,10,3,14,7,2,7,14,9,7,2,14,16,8,7,5,4,10,1,4,10,13,8,14,9,2,- -  -,,14
Conor McAleny,"M (L), AM (RLC), ST (C)",7.03,7.03,14,10,1,12,9,4,3,7,1,3,1,5,12,11,8,2,11,9,4,2,10,7,1,6,6,1,8,13,12,10,2,10,12,8,8,7,6,10,1,3,7,10,9,8,8,1,- -  -,,9
Rhys Oates,"M (RL), AM (RLC), ST (C)",7.03,7.03,14,7,2,9,13,3,11,8,2,1,3,7,5,8,13,2,11,9,3,2,9,6,2,12,7,1,4,13,8,11,3,10,12,8,8,5,8,11,1,1,8,8,9,10,11,1,- -  -,,12
Rayhaan Tulloch,"M/AM (RL), ST (C)",7.01,7.01,7,9,1,10,7,3,6,9,4,3,2,4,3,6,15,3,10,12,3,5,7,6,2,7,6,3,10,17,10,9,3,12,14,8,8,7,8,10,2,2,6,8,8,12,12,2,- -  -,,16
Noah Aynsley-Johnson,ST (C),7.00,7.00,6,4,3,7,4,1,8,13,1,1,2,1,3,4,13,1,3,13,2,1,3,11,2,11,12,3,3,9,12,11,3,9,14,11,1,1,3,3,1,2,5,7,7,12,15,3,- -  -,,13
Jaylan Wildbore,ST (C),7.00,7.00,6,3,2,10,5,1,10,9,3,3,1,5,6,4,12,2,7,16,4,1,5,12,4,11,11,2,4,11,13,11,1,10,10,9,3,5,4,11,2,4,7,7,10,9,11,1,- -  -,Loa,13
Victor Adeboyejo,"AM (RL), ST (C)",6.98,6.98,14,11,1,10,13,6,14,12,1,4,3,9,11,8,12,4,12,14,8,3,11,5,1,14,11,2,8,8,10,11,2,10,15,9,8,6,12,10,1,2,14,13,11,12,13,2,- -  -,,12
Ged Garner,ST (C),6.98,6.98,12,9,2,10,13,8,13,12,2,3,1,7,13,10,13,1,11,11,6,4,10,8,3,14,11,1,9,9,10,13,3,11,7,10,7,4,9,11,2,1,11,11,10,11,8,3,- -  -,,13
Harvey Saunders,"AM (RL), ST (C)",6.98,6.98,14,9,1,11,9,4,6,12,1,2,1,6,10,10,15,1,11,12,5,5,8,5,2,8,10,3,6,11,9,11,1,9,13,8,6,7,6,11,3,4,7,10,10,12,9,3,- -  -,,15
Jamie Soule,"AM (C), ST (C)",6.97,6.97,9,10,2,11,8,6,6,8,1,3,2,9,4,10,13,3,10,7,5,7,10,1,1,9,10,3,7,8,10,12,1,13,10,8,6,8,9,12,2,1,7,6,14,11,13,3,- -  -,,14
Saikou Janneh,"AM (RL), ST (C)",6.97,6.97,11,12,1,11,9,7,11,12,3,1,2,6,4,10,15,2,11,12,8,5,8,8,2,12,7,3,9,14,10,13,1,10,14,12,10,7,9,11,2,3,8,11,13,12,9,3,- -  -,Wnt,15
Tyler Walker,"AM (RL), ST (C)",6.97,6.97,10,12,3,12,11,4,11,12,1,2,2,6,13,11,12,1,13,13,5,5,10,8,1,12,10,3,6,11,12,12,2,10,11,11,9,5,10,12,3,1,8,11,14,13,10,1,- -  -,Wnt,13
D'Mani Mellor,"AM (RL), ST (C)",6.96,6.96,15,6,1,10,14,6,10,13,3,3,1,7,8,8,14,3,11,15,3,4,5,5,2,11,11,3,4,8,11,11,1,8,7,9,6,4,9,8,2,2,11,11,8,11,14,2,- -  -,,15
Lee Seok-Hoon,"M (C), AM (RC), ST (C)",6.96,6.96,12,11,4,17,12,5,10,14,2,3,1,6,6,11,8,3,13,14,7,4,12,10,3,14,8,3,7,15,15,10,3,13,13,13,10,8,9,14,1,2,7,15,14,9,15,3,- -  -,Int,9
Jevani Brown,"M (C), AM (RLC), ST (C)",6.96,6.96,13,13,2,13,11,4,8,11,1,2,1,5,8,12,11,3,12,11,2,1,11,2,1,6,7,1,10,13,12,10,2,11,9,11,10,10,10,12,3,2,8,11,11,9,11,1,- -  -,,11
Ryan Bowman,ST (C),6.96,6.96,16,9,3,12,15,6,14,12,1,3,1,9,14,12,8,3,14,12,4,5,8,5,2,14,14,3,4,10,13,12,2,8,11,11,8,4,9,12,1,2,15,11,10,8,13,1,- -  -,,9
Sonny Cox,ST (C),6.95,6.95,5,2,2,12,4,3,7,9,1,2,3,4,1,7,10,1,12,11,1,1,4,11,1,10,13,2,4,12,13,11,2,11,10,7,4,5,4,11,1,3,6,8,11,13,6,3,- -  -,Loa,13
