UID,Name,Position,Pas %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
2000186656,Odín Ramos,M/AM (C),60%,13,13,4,7,14,14,6,4,6,2,2,6,4,11,8,10,6,6,2,6,5,11,3,1,6,7,13,3,2,2,2,2,4,2,1,10,3,1,1,1,2,3,1,1,1,3,3,- -  -,Inj
80036084,Harold Medina,"M (RC), AM (R)",64%,12,11,2,4,15,12,11,1,13,5,1,7,1,10,7,5,5,4,1,4,3,9,2,3,3,6,6,2,1,1,1,3,5,1,1,2,4,2,1,3,4,3,3,4,3,1,3,- -  -,
2000183601,Jeremías García,M/AM (C),79%,12,7,6,9,7,12,6,6,6,3,5,5,4,11,12,10,13,3,5,6,10,11,2,2,6,3,5,4,1,4,1,2,7,1,1,11,1,1,3,2,4,4,3,2,1,1,1,- -  -,
80034660,Denilson Torres,M (RLC),66%,13,13,6,8,10,13,5,4,13,1,5,4,5,8,12,5,9,6,5,5,5,7,4,5,7,5,9,5,1,6,4,5,7,1,2,6,3,2,4,1,2,1,1,1,2,3,1,- -  -,
2000183604,Ricardo Montenegro,M/AM (C),65%,11,8,5,7,14,10,7,4,9,5,4,4,4,11,7,9,5,5,4,6,5,11,3,1,4,7,11,4,2,7,1,1,7,1,2,8,1,1,3,2,1,3,2,1,1,2,1,- -  -,
2000179776,Eduardo Rueda,M/AM (C),80%,12,9,3,10,9,12,12,5,9,5,4,5,3,6,5,7,1,5,4,3,5,8,1,2,2,5,7,2,2,2,1,2,6,1,2,7,3,2,1,1,3,3,3,3,3,2,2,- -  -,
80035478,Kendris Acuña,M (RLC),60%,11,11,3,6,5,8,6,2,7,4,5,6,3,11,15,5,3,4,3,6,4,10,3,6,6,2,11,3,3,3,3,4,4,2,2,7,2,2,3,3,2,1,1,4,3,2,4,- -  -,
2000201281,Daniel Martinez,M (LC),84%,11,11,5,9,9,10,9,3,7,4,1,3,5,10,9,5,12,6,6,5,7,4,2,5,6,3,6,3,2,6,4,5,6,1,3,6,3,3,1,2,3,3,2,1,2,3,4,- -  -,
2000210016,Juan Caparroso,M (RC),60%,13,12,3,4,12,11,6,2,15,2,5,3,2,6,3,5,11,5,4,6,9,10,2,5,5,4,9,3,1,4,3,5,6,1,3,11,2,2,1,3,1,3,2,1,1,3,1,- -  -,
80035494,Manuel Rocha,M (RLC),78%,13,13,8,1,11,13,7,4,11,8,6,8,8,9,2,8,12,9,7,7,8,9,6,9,8,4,13,7,3,5,7,7,10,4,3,10,1,1,1,3,1,3,3,2,2,1,1,- -  -,
2000201277,Ronald Granja,M/AM (C),82%,11,10,5,6,15,10,6,4,12,6,2,10,5,7,13,6,12,4,5,6,7,10,3,1,6,7,9,4,3,10,1,1,11,5,4,6,1,1,1,2,1,3,2,2,3,2,1,- -  -,
2000018381,Jordi Polanco,M/AM (C),83%,13,13,6,4,12,13,6,1,9,6,7,5,6,9,16,8,5,9,7,7,13,11,3,5,7,8,12,4,5,3,1,3,13,4,4,8,1,1,1,1,3,3,2,2,3,1,3,- -  -,
2000186216,Emerson Girón,M (RC),80%,8,11,4,3,14,10,6,4,5,7,1,4,3,8,9,5,9,5,2,7,7,10,3,7,7,3,10,4,3,3,1,5,7,1,4,11,3,3,3,2,2,1,4,2,1,3,3,- -  -,
80036081,Mario Briones,M (RLC),65%,13,13,4,8,15,13,4,1,15,4,3,3,5,8,4,5,6,2,3,2,4,7,3,3,4,4,6,3,3,2,3,1,6,3,4,7,1,3,2,1,3,1,2,3,4,2,3,- -  -,
2000182664,Marvin Barahona,"M (RC), AM (R)",60%,13,8,5,7,7,10,6,2,8,4,5,12,5,6,16,5,1,6,5,6,5,10,5,7,3,2,4,4,2,3,4,5,4,1,4,7,3,3,3,3,3,2,3,4,2,3,3,- -  -,Yth
2000212078,Arnol Álvarez,M (RC),80%,14,14,5,3,15,13,5,1,6,7,6,5,3,7,16,5,1,6,5,6,7,10,2,7,5,2,6,3,3,3,1,3,6,1,4,4,1,1,3,3,3,2,4,1,2,2,2,- -  -,
2000178792,Pedro González,"DM, M (C)",60%,5,8,3,14,14,9,3,9,5,6,5,6,4,12,3,5,12,4,6,6,6,9,4,4,2,4,13,4,4,7,1,5,6,1,4,9,3,2,2,2,4,1,1,3,2,2,2,- -  -,
80028814,Isaias Soto,"M (C), AM (LC)",83%,13,14,7,5,9,13,11,7,14,6,2,8,6,13,10,13,9,10,7,7,7,12,6,6,9,8,11,4,4,7,4,7,9,4,4,13,2,3,1,3,1,3,3,3,2,3,3,- -  -,
80027614,José Muñoz,M (RLC),85%,14,14,8,1,12,14,13,4,13,9,6,10,6,12,5,5,3,8,7,8,9,13,7,9,9,3,13,7,7,7,7,8,10,3,4,11,4,1,3,1,2,1,3,2,2,2,1,- -  -,
80031814,Andres Peñalba,"M (C), AM (LC)",79%,13,13,3,4,12,13,11,1,11,5,5,4,7,13,5,10,6,12,6,7,10,12,6,8,10,9,13,6,4,8,7,7,6,3,4,10,3,1,4,2,1,2,1,3,2,1,1,- -  -,
2000123095,Uriel Quiquivix,"DM, M (C)",78%,4,7,3,7,9,7,6,6,15,5,5,6,6,14,11,5,10,5,4,7,11,10,4,4,5,5,10,4,3,3,1,3,8,1,4,8,3,2,2,1,3,2,1,1,1,1,1,- -  -,
2000018373,Warren Moss,M/AM (C),69%,13,10,6,14,15,12,6,6,13,8,7,4,6,11,5,9,11,12,2,7,13,11,4,3,7,9,12,5,5,7,1,6,7,4,4,8,1,2,2,1,1,1,2,2,2,1,3,- -  -,
2000199155,Reynaldo Espinoza,M (RC),83%,13,14,7,8,9,13,13,4,11,8,4,9,6,6,7,5,14,7,5,7,7,12,4,8,8,2,12,4,6,8,3,7,10,2,5,9,2,1,2,3,1,3,2,3,3,1,4,- -  -,
87041372,Cristian Calix,"M (RC), AM (R)",74%,14,14,9,3,14,14,8,1,15,9,3,7,9,13,6,13,8,9,4,8,10,12,8,10,12,10,9,7,5,6,7,8,11,2,5,14,3,3,4,1,2,2,1,2,3,2,1,- -  -,
2000193496,Zion Ramos,M (C),70%,8,5,6,7,12,5,7,6,11,6,4,5,7,10,2,5,11,9,5,8,15,10,4,4,4,6,11,5,2,8,1,8,12,3,5,11,3,2,4,3,1,2,3,2,3,2,3,- -  -,
2000085532,Rodolfo Vega,"DM, M (C)",78%,12,10,5,3,9,12,6,6,12,5,6,7,4,14,17,5,9,3,6,6,10,11,4,4,1,3,9,4,4,3,1,7,7,1,5,4,2,2,2,3,3,2,1,3,2,3,1,- -  -,
80035484,Jehu Flores,M (LC),86%,13,12,3,12,14,13,8,5,9,6,6,6,6,11,8,7,7,8,7,8,10,7,7,7,8,6,14,5,3,7,4,7,11,1,5,13,3,1,1,1,3,3,2,1,2,4,2,- -  -,
80030978,Fabricio Ramírez,M/AM (C),83%,13,12,8,7,9,12,13,7,15,9,5,9,7,13,13,15,6,9,9,8,13,12,8,5,8,8,13,8,5,10,2,8,13,5,5,13,2,1,1,1,1,3,3,2,1,2,2,- -  -,
2000186913,Ángel Ortega,"M (RC), AM (C)",55%,11,10,4,7,12,11,8,3,8,4,6,4,4,9,16,13,9,6,6,6,5,10,3,2,6,6,12,4,1,4,1,3,7,1,5,14,1,2,3,3,1,1,3,2,2,3,1,- -  -,
27070848,Dustin Coreas,M/AM (LC),77%,14,13,11,8,7,12,13,11,4,11,7,8,8,9,10,13,6,8,6,8,12,10,13,11,14,10,13,10,7,13,2,5,12,9,5,12,3,1,3,3,1,3,4,2,1,2,3,- -  -,
2000205409,Enmanuel Chacón,M (RC),55%,12,11,7,8,13,11,8,5,12,6,6,5,6,11,14,5,8,4,5,8,6,12,4,8,8,5,11,1,2,4,3,6,8,4,5,7,1,2,1,1,2,3,1,3,3,3,3,- -  -,
