UID,Name,Position,Pas %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
2000215067,Mathias Kaarsbo,M/AM (C),70%,11,9,6,5,15,10,7,4,12,5,3,6,1,13,6,6,1,4,4,5,12,10,3,3,2,1,11,2,2,2,1,8,12,1,2,13,3,2,3,2,2,2,2,1,2,2,1,- -  -,Ama
2000128120,Jacob Matheussen,M/AM (C),62%,13,13,6,12,14,13,8,4,5,3,3,4,5,9,5,12,1,5,4,6,4,11,1,2,1,6,10,3,1,4,1,3,11,1,2,11,1,3,3,1,2,4,1,3,1,1,1,- -  -,Yth
2000207078,Bent Kristoffur Klakkstein,"DM, M (RC)",75%,13,11,5,4,12,12,5,3,15,6,4,3,5,8,5,5,12,4,1,5,8,10,3,1,5,1,11,2,2,2,1,3,8,2,3,6,3,3,1,2,1,2,2,2,4,2,1,- -  -,Ama
32022447,Dan í Soylu,M/AM (C),81%,9,13,13,8,12,10,13,6,9,11,11,10,12,9,14,8,5,7,4,10,12,12,7,7,8,8,13,6,7,8,1,4,12,9,3,12,1,2,1,4,2,3,3,2,2,1,3,- -  -,
2000020554,Daniel Heikkinen,M/AM (C),70%,12,12,8,6,9,12,8,7,11,8,10,7,7,7,9,12,5,8,3,7,10,7,8,8,11,5,10,10,5,8,6,4,10,7,4,12,2,2,2,1,2,3,2,3,1,1,1,- -  -,Inj
32025566,Tóki Johannesen,M/AM (C),85%,12,11,9,7,9,10,10,5,6,5,4,7,6,13,9,12,13,7,8,6,10,7,6,5,9,5,8,5,5,6,3,4,8,3,4,6,1,1,3,2,3,2,2,3,3,1,2,- -  -,
27111969,Julius Eskesen,M (RC),66%,14,13,11,7,12,12,14,8,12,14,8,10,9,10,13,14,11,11,6,13,14,16,13,13,13,7,12,11,5,8,5,3,13,11,4,14,2,1,2,2,3,1,2,2,3,2,3,- -  -,
53178276,Adan Hussein,M/AM (C),75%,13,14,6,4,18,11,10,7,11,12,7,11,11,11,14,14,6,13,7,12,11,12,6,2,12,5,12,5,5,4,4,5,12,5,4,12,2,1,3,3,2,3,2,3,2,1,2,- -  -,
32008349,Edvin Jakobsen,"DM, M (C)",78%,9,10,11,8,8,11,11,8,11,10,6,8,10,12,11,8,15,9,8,14,11,12,9,7,11,5,11,3,3,7,1,2,11,9,4,11,1,2,1,2,2,2,1,2,2,3,4,- -  -,
32007668,Niels Pauli Danielsen,"M (LC), AM (C)",77%,9,5,6,5,13,9,12,5,6,8,4,8,9,13,8,7,5,11,3,11,11,9,7,5,5,4,10,8,5,7,3,4,11,16,4,9,1,1,1,1,1,1,1,1,1,1,1,- -  -,Inj
33082939,Johannes Yli-Kokko,M/AM (C),70%,12,11,10,12,9,13,9,8,9,9,7,11,8,9,12,13,7,11,11,10,9,13,10,8,8,6,9,9,7,11,4,4,10,5,4,11,3,3,3,2,4,2,3,3,1,3,1,- -  -,
27162080,Emil Seedorff Sørensen,M/AM (C),69%,13,9,5,5,15,13,14,5,14,4,7,8,6,7,7,11,2,10,5,7,9,12,3,5,6,5,10,6,5,6,2,6,10,5,4,10,2,3,3,3,2,3,3,3,4,1,3,- -  -,
751770,Morten Gamst Pedersen,"M (RLC), AM (C)",74%,4,9,12,9,15,6,6,10,11,14,8,14,14,14,17,15,14,8,10,16,16,6,18,16,4,11,12,16,11,13,13,5,15,14,5,12,1,2,2,3,1,3,2,3,3,2,2,- -  -,
8115850,Jiloan Hamad,M/AM (RLC),71%,11,12,6,6,12,11,11,6,10,12,8,11,9,10,10,13,11,11,8,8,13,10,13,10,11,9,12,10,5,10,4,5,13,15,5,13,2,2,2,1,3,2,3,1,3,2,1,- -  -,
33075862,Joakim Latonen,M/AM (C),74%,11,11,9,8,10,10,13,9,8,10,9,12,10,11,11,13,7,10,6,11,11,12,5,8,9,8,11,9,6,13,5,5,10,7,5,12,3,3,2,3,3,2,1,4,2,2,3,- -  -,
33055785,Lucas Lingman,"DM, M/AM (C)",83%,12,13,11,9,8,12,13,10,8,12,11,11,11,13,14,12,12,13,8,13,12,13,12,11,11,9,11,12,6,10,5,6,13,12,5,12,3,2,4,1,1,2,2,2,2,2,2,- -  -,
53151879,Thomas Rekdal,"DM, M/AM (C)",81%,10,12,6,10,13,10,10,6,10,13,7,13,12,13,14,13,14,11,7,14,13,14,8,8,7,9,13,8,7,10,5,9,14,5,6,12,1,3,3,3,3,3,3,1,2,4,1,- -  -,
2000018364,Adam Wikman,M/AM (C),65%,13,11,8,4,12,13,13,8,8,10,9,11,10,10,12,10,7,11,7,9,11,11,8,9,10,8,11,8,6,8,5,6,11,7,6,11,1,3,2,3,3,1,2,2,2,1,1,- -  -,
45086040,Naoyuki Yamazaki,M (RC),65%,8,12,9,9,12,9,7,5,10,9,8,9,9,10,11,5,11,9,9,9,12,9,7,8,9,7,10,7,7,7,6,9,11,1,6,14,2,3,1,4,1,2,2,1,1,1,3,- -  -,
53179968,Espen Kristiansen,"M (C), AM (R)",67%,14,12,8,4,12,12,7,7,8,9,6,8,3,12,7,12,4,11,7,6,11,11,7,9,9,10,13,6,6,9,1,4,13,2,6,11,3,2,4,3,3,1,2,3,1,2,2,- -  -,
27139574,Albert Grønbæk,"M (C), AM (RLC)",81%,14,15,15,12,10,13,11,9,13,12,14,12,11,11,10,14,9,12,9,12,13,12,13,12,14,11,13,12,9,13,10,9,13,5,6,13,2,3,3,1,3,1,1,1,3,3,2,- -  -,
2000191105,Henrik Andreassen Olset,M (RC),56%,15,10,9,3,10,12,10,7,13,7,3,7,2,11,12,6,2,4,5,8,5,9,4,9,9,7,11,6,5,6,6,9,13,5,6,13,2,2,3,1,2,3,2,3,2,3,3,- -  -,Inj
