UID,Name,Position,Pas %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
19380341,Jeferson Douglas,M/AM (C),86%,13,13,11,5,12,12,9,7,8,10,9,11,8,10,13,13,3,12,5,9,12,10,9,11,12,11,12,11,8,11,3,5,12,9,3,13,1,3,1,2,2,1,3,3,3,2,3,- -  -,Loa
2000191191,Ibrahim Al-Shukaili,M (C),95%,13,13,6,5,15,12,3,3,6,9,7,8,6,13,4,6,7,10,7,6,11,11,5,3,1,6,13,5,4,9,1,8,13,1,3,13,3,1,2,3,3,2,1,3,3,2,2,- -  -,
37041267,Abdel Malek el Hasnaoui,"DM, M (RLC), AM (C)",82%,11,11,11,9,13,10,10,8,8,12,8,11,8,8,9,13,5,12,3,12,12,12,9,9,12,8,13,9,7,4,3,1,13,9,3,11,1,1,1,2,1,1,1,3,3,2,2,- -  -,
2000193427,Ahmed Rababeh,M (C),73%,15,13,6,13,18,13,7,7,9,8,6,9,7,11,17,10,4,10,6,6,15,10,4,5,4,5,11,2,5,7,1,9,14,5,3,7,1,2,4,3,4,1,2,2,1,3,1,- -  -,
23325124,Waleed Salman,M (C),80%,12,12,6,9,13,12,12,11,7,8,5,12,6,12,13,5,12,8,6,6,7,11,1,4,6,6,12,4,1,11,1,8,12,6,3,12,2,3,3,2,1,1,1,3,2,3,2,- -  -,
2000206106,Isaac Pappoe,M/AM (C),69%,12,12,4,11,14,13,5,6,8,8,1,9,9,10,4,10,11,8,9,8,15,9,5,5,7,10,13,6,5,9,6,7,11,6,4,13,4,1,2,3,3,3,2,3,3,3,1,- -  -,Int
23478789,Ahmad AbdulGhafour,M/AM (C),86%,13,13,8,8,12,11,9,5,8,10,5,10,7,9,9,13,5,8,5,7,12,12,5,7,9,11,13,5,5,4,2,1,12,2,4,13,2,1,1,2,3,2,3,1,1,3,3,- -  -,
23192175,Samer Hijazi,M (C),81%,9,8,7,4,13,5,6,5,9,9,5,6,7,10,13,5,13,12,7,8,8,12,6,5,2,5,14,6,6,7,3,10,14,1,4,11,2,2,1,1,1,3,1,3,3,3,1,- -  -,
2000015829,Sali Pahima,"DM, M (C)",88%,9,12,5,4,14,10,9,3,15,6,2,3,5,13,5,6,10,8,5,6,13,11,4,2,5,5,12,4,5,5,1,6,13,2,4,9,3,1,1,3,3,2,2,3,3,2,3,- -  -,Yth
2000164189,Mohammed Al-Shamsi,M/AM (C),84%,13,13,6,1,16,13,12,1,12,11,6,8,7,12,16,12,9,11,8,6,8,11,6,6,8,9,13,5,5,9,2,7,8,5,4,11,1,4,2,2,1,1,3,2,4,1,4,- -  -,
2000194371,Hasan Younes,M (C),84%,14,11,7,9,15,10,12,7,5,8,4,10,5,10,10,8,7,7,8,7,10,10,5,6,2,6,14,6,5,7,2,7,12,2,4,9,1,1,2,2,2,1,4,2,2,3,3,- -  -,
64049754,Ahmed Al-Araimi,M (C),82%,13,13,6,1,9,13,11,1,8,9,7,3,6,13,16,6,7,5,4,7,11,12,5,5,2,6,12,5,3,7,3,10,11,1,4,10,3,2,3,1,2,3,2,3,2,1,3,- -  -,
2000142536,Ahmed Saeed,M (C),82%,13,13,6,8,8,14,7,5,13,7,6,6,7,11,13,9,3,11,7,7,7,12,3,1,2,4,12,5,2,5,2,5,7,6,4,8,3,3,2,3,1,3,3,3,3,1,2,- -  -,
2000118527,Kadhim Abdul Karim,M (C),83%,13,11,7,16,5,11,13,6,7,9,8,7,7,8,16,8,13,12,8,7,13,12,6,4,2,3,13,3,1,8,1,9,12,4,4,13,2,3,1,3,4,1,1,3,1,3,1,- -  -,Ctr
42025760,Hilal Musa,"DM, M (RLC), AM (RL)",85%,9,9,7,8,15,9,6,10,9,7,9,6,7,7,14,12,6,10,6,7,6,8,6,7,10,7,10,9,7,12,5,3,8,1,4,11,3,3,1,1,3,1,1,1,2,1,2,- -  -,
89067506,Bar Cohen,"M (C), AM (RC)",81%,13,13,10,7,9,13,13,8,5,13,5,12,10,13,15,13,7,14,7,12,13,12,13,12,12,9,13,13,9,12,3,3,14,8,4,12,1,2,1,3,4,2,1,2,2,1,1,- -  -,
2000193379,Leonard Akuetteh,M/AM (C),84%,14,13,8,3,11,14,7,3,7,9,5,10,5,14,16,13,10,8,8,8,9,12,7,4,9,9,11,7,1,8,2,8,12,6,4,13,3,4,2,2,4,2,2,2,2,3,1,- -  -,
68020479,Mohamad Al-Abou,M/AM (C),80%,14,14,7,3,16,13,8,4,13,4,6,8,7,13,15,13,12,8,5,8,11,10,5,5,7,9,12,5,6,7,1,6,10,3,5,12,2,1,1,1,3,3,2,3,3,2,1,- -  -,
42107629,Tal Vigderovich,M (C),66%,12,12,5,12,14,12,7,3,15,6,4,4,4,8,15,5,1,8,4,6,13,10,4,2,2,4,10,3,4,3,1,4,9,1,5,5,3,1,1,2,4,2,2,2,2,1,1,- -  -,
23340980,Nasser Ibrahim Al-Nasr,M/AM (C),83%,13,14,8,4,16,13,8,8,6,9,2,7,7,13,4,8,13,9,8,7,13,11,4,3,8,11,13,3,5,5,1,7,11,3,5,9,1,1,1,2,2,3,2,1,2,2,4,- -  -,
2000193701,Abderraouf Alouaoui,M/AM (C),85%,12,11,8,8,9,9,13,4,9,9,7,8,7,11,12,10,7,11,8,7,12,11,6,4,8,11,12,6,6,8,3,6,11,2,5,10,2,1,2,2,2,1,3,1,3,1,4,- -  -,Ctr
2000068196,Nasser Faleh,"M (C), AM (RC)",85%,14,10,9,10,13,13,5,7,14,7,6,10,5,11,8,12,5,6,10,8,10,13,8,6,10,11,12,8,7,8,5,7,12,8,5,11,3,2,2,3,2,2,1,2,3,1,3,- -  -,
54201906,Mohammed Ali Abboud,"DM, M/AM (C)",82%,11,13,8,5,8,14,9,9,8,11,9,10,9,12,11,13,1,12,5,9,14,13,3,4,10,10,14,8,8,6,6,9,13,4,5,14,1,3,1,2,1,3,3,2,1,3,3,- -  -,
64046250,Abdullah Al-Haiki,M/AM (C),80%,9,9,6,10,10,11,15,6,13,11,2,9,9,13,9,10,15,6,9,9,10,13,7,6,5,11,13,8,6,6,6,10,14,7,5,12,1,1,1,3,3,1,1,4,4,2,1,- -  -,Inj
2000191217,Moayad Awad,M (C),87%,13,14,8,5,15,13,14,7,11,10,2,7,6,10,11,5,4,11,9,7,14,12,6,7,6,8,11,4,2,6,2,8,12,4,5,8,1,2,2,3,3,2,3,2,3,3,1,- -  -,
23166481,Hussain Al-Mogahwi,M/AM (C),83%,9,8,11,7,13,9,11,8,11,9,8,12,15,12,13,9,7,11,12,14,13,14,12,14,9,11,9,8,6,12,8,9,14,7,5,12,1,1,1,2,2,2,2,2,3,3,3,- -  -,
2000190737,Moath Mosleh,M (C),70%,13,12,7,7,13,13,9,6,11,10,2,7,5,14,12,9,9,10,7,8,9,4,6,6,2,5,6,3,2,8,3,8,14,1,5,10,2,3,2,1,2,2,3,1,4,2,1,- -  -,
2000056314,Serges Rayanne Bédé,M/AM (C),83%,8,11,8,8,7,11,7,5,13,11,2,12,8,14,5,10,7,7,8,7,14,12,7,7,8,13,12,5,1,12,1,4,12,5,5,11,2,2,3,3,1,1,3,2,2,3,2,- -  -,
2000053240,Suhaib Dhiabat,M/AM (C),76%,13,13,7,7,15,13,13,5,6,6,5,9,7,13,8,9,5,11,8,7,9,12,3,4,7,12,7,5,5,4,1,7,8,4,5,9,4,3,1,1,3,2,1,1,1,3,4,- -  -,
2000050518,Ilay Buchbut,M (C),67%,11,9,5,2,15,9,10,1,12,4,3,5,3,7,11,5,3,4,5,5,9,10,1,1,1,4,12,1,3,4,1,9,13,1,5,7,1,3,2,1,1,3,3,3,2,2,2,- -  -,
2000184299,Eliyas Al-Baladi,M (C),70%,9,12,8,3,13,12,9,7,5,4,5,7,6,13,7,6,5,7,8,7,15,8,5,3,4,5,8,5,4,7,1,8,15,3,5,13,1,3,1,1,3,1,1,2,3,1,2,- -  -,Loa
2000110864,Nawaf Al-Osaimi,M (C),70%,14,13,4,16,11,14,8,7,8,7,3,8,6,8,13,5,10,4,7,7,14,12,6,3,6,7,14,5,6,4,2,10,10,5,5,11,3,3,1,1,2,3,4,3,1,1,1,- -  -,Int
23397307,Khaled Al-Sumairi,"DM, M (C)",83%,12,15,9,5,13,14,14,5,11,14,7,8,12,12,5,14,6,15,8,12,14,16,8,7,11,6,13,10,3,8,6,4,14,10,5,16,1,3,3,2,3,3,1,1,3,2,3,- -  -,
42100223,Meidan Cohen,M/AM (C),68%,13,11,5,3,11,11,10,5,12,9,6,13,8,9,11,13,11,8,8,7,10,12,6,6,8,10,10,6,3,5,3,7,8,5,5,13,2,3,2,1,4,2,3,1,3,2,3,- -  -,
23189776,Ahmed Samir,M/AM (C),81%,13,11,9,16,12,9,8,7,7,10,8,7,10,14,9,12,2,11,8,10,12,13,8,9,6,12,14,8,8,10,6,9,10,6,5,14,3,3,2,1,2,1,1,2,1,3,3,- -  -,
23340266,Mohammed Jafaal,M (C),60%,14,13,7,7,13,13,13,6,8,7,5,9,6,13,12,8,8,8,7,7,13,12,7,6,5,7,13,13,6,9,3,10,8,4,5,12,2,3,1,2,4,3,3,2,2,3,1,- -  -,
