UID,Name,Position,Pas %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
150524,Darryl Knights,"M (RC), AM (RLC)",66%,7,8,9,2,10,9,10,3,10,7,7,6,5,9,16,12,4,10,4,7,6,9,8,12,9,12,10,6,3,8,1,4,9,8,1,9,1,3,4,2,3,3,3,2,1,3,2,- -  -,
30029667,Josh Gillies,"M (RC), AM (RLC)",85%,9,8,9,3,14,10,8,7,6,10,7,10,9,8,14,14,2,12,6,10,11,8,8,10,12,8,10,10,2,8,1,2,11,5,2,11,1,1,3,3,2,3,1,3,3,1,2,- -  -,
28122160,Harry Pinchard,"DM, M/AM (C)",84%,12,12,10,7,8,12,8,3,3,7,4,11,5,8,11,10,3,8,3,8,11,8,11,10,10,7,10,12,2,10,2,3,11,4,3,11,1,4,2,3,2,3,3,1,2,1,2,- -  -,
2000192272,Jamie Walsh,M/AM (C),70%,13,12,5,4,12,12,5,3,11,4,6,5,2,13,7,7,11,6,5,6,10,10,4,4,6,7,5,4,3,7,1,3,6,1,3,7,2,3,3,1,1,1,3,1,1,1,1,- -  -,Yth
90040555,Josh Hancock,"M (RC), AM (C)",83%,9,8,7,8,12,10,9,8,5,8,8,8,7,8,11,12,5,11,8,10,11,10,10,11,12,12,11,12,7,12,5,3,11,12,3,11,4,3,3,2,1,1,1,3,1,1,2,- -  -,
2000161866,Alex Nolan,"M (C), AM (LC)",84%,13,12,12,6,14,13,12,8,6,9,9,10,9,10,12,13,6,11,6,9,12,9,5,10,11,6,10,5,7,7,5,4,11,5,3,9,3,1,3,2,1,3,2,4,3,2,1,- -  -,
89061172,Bradley Keetch,M (C),68%,8,7,8,10,7,11,10,7,2,10,5,11,8,8,14,7,10,10,4,7,9,9,9,8,5,7,7,9,2,7,2,10,9,7,3,9,1,3,3,1,2,1,1,2,1,2,1,- -  -,
29194202,Conor Lawless,M/AM (C),81%,13,13,14,4,12,11,11,5,6,11,8,10,11,10,10,12,8,13,6,10,9,13,12,8,9,9,10,8,5,8,4,5,10,11,4,10,1,3,3,1,2,3,3,2,4,4,1,- -  -,
29020517,Sam Deering,"M (RLC), AM (C)",76%,9,10,6,7,9,9,9,5,10,8,7,8,7,9,11,12,4,10,7,12,11,14,10,11,11,6,12,10,4,9,5,6,10,11,4,12,2,1,3,3,2,1,3,3,2,2,2,- -  -,
74029570,Lewis Harling,M/AM (C),84%,8,8,6,10,12,8,7,7,15,10,5,9,7,15,8,7,7,7,6,9,7,8,6,7,6,8,8,10,6,8,2,8,7,3,4,10,3,1,2,2,2,3,1,2,3,3,3,- -  -,
28124419,Corey Brennan,M (C),72%,10,8,5,8,12,7,11,5,11,9,7,6,3,14,11,7,6,6,4,6,11,11,5,5,4,2,14,5,6,6,1,8,13,3,4,10,2,2,3,2,3,3,2,1,2,3,1,- -  -,
29193935,Freddie Read,M (C),68%,13,9,6,4,15,10,8,3,15,11,5,7,4,10,16,6,5,7,9,7,7,12,5,5,6,3,14,5,5,4,2,9,8,2,4,11,1,1,2,3,1,3,1,1,1,2,4,- -  -,Ctr
860297,Kemy Agustien,"DM, M (C)",80%,5,6,8,7,6,6,6,10,10,9,9,10,10,9,7,13,6,9,8,8,12,6,11,9,10,6,10,9,7,8,6,4,12,7,4,12,2,1,2,2,2,2,2,2,2,1,3,- -  -,Set
29192121,Jake Frailing,"DM, M/AM (C)",84%,11,9,8,2,15,7,6,2,11,3,5,8,7,14,10,5,12,7,8,7,13,10,4,5,3,5,13,5,3,11,1,7,13,5,4,13,3,3,2,2,3,3,1,1,1,3,3,- -  -,Inj
2000066255,Max Granville,M/AM (C),68%,12,11,8,2,8,9,6,5,11,8,7,4,7,12,14,9,2,5,5,8,12,8,5,5,5,6,14,4,2,6,2,7,6,4,4,10,3,2,4,3,3,1,1,2,3,2,1,- -  -,
28044429,Patrick McEleney,M/AM (RC),75%,12,11,13,9,12,12,11,12,8,11,7,13,6,11,13,15,13,12,4,7,13,9,12,12,13,11,13,12,9,14,3,4,12,14,4,13,1,2,1,4,3,1,1,1,1,1,4,- -  -,Inj
2000080965,Harry Vaughan,M/AM (C),83%,10,12,9,4,12,9,12,5,4,10,9,12,10,10,14,10,7,12,11,11,10,14,7,9,13,12,12,9,5,8,3,11,13,7,4,14,1,3,1,2,1,3,1,2,4,3,3,- -  -,Loa
2000192281,Leandro Tanswell-Vargas,M (C),67%,12,12,6,2,10,13,6,3,12,5,4,4,4,11,15,10,5,7,6,6,12,10,4,4,4,5,8,4,4,2,1,6,13,1,4,13,2,1,1,1,4,2,2,1,2,3,1,- -  -,Yth
74057939,Kurtis Rees,M (C),85%,7,10,6,2,7,8,7,4,6,8,1,12,6,13,6,7,10,7,4,7,11,12,3,1,2,6,9,5,4,5,3,8,7,6,4,5,2,2,2,3,4,4,2,1,2,3,1,- -  -,
28121697,Remi Thompson,M/AM (C),76%,12,10,7,9,10,10,8,6,10,7,8,9,6,14,13,12,11,11,9,8,7,12,7,6,8,13,14,6,6,14,4,6,12,5,4,13,3,1,3,1,2,3,3,4,4,2,2,- -  -,Ctr
29236080,Matt Young,"DM, M (LC)",82%,11,13,8,5,9,11,8,7,8,8,6,11,8,9,15,5,10,10,7,12,11,11,9,9,9,11,10,13,9,11,3,4,11,8,4,12,1,3,2,1,1,1,3,1,3,4,3,- -  -,
52071535,Brad Lyons,M/AM (RC),86%,13,13,10,8,13,11,12,8,13,12,11,10,11,11,13,12,6,13,5,11,10,15,12,12,10,11,10,7,12,11,6,4,12,8,4,9,3,1,1,3,2,2,1,1,1,1,2,- -  -,
2000228804,Ethan Jones,M/AM (C),62%,10,7,3,9,7,7,3,1,9,4,5,12,3,9,8,8,10,7,1,5,5,9,2,2,5,8,10,2,1,4,1,3,2,6,4,6,2,1,1,1,2,2,3,2,3,1,1,- -  -,Yth
74051426,Ben Clark,M (C),81%,11,14,8,9,12,12,8,7,14,5,4,4,6,14,11,9,6,7,7,8,10,13,5,6,3,1,12,3,6,8,3,6,8,1,4,7,1,3,2,3,2,2,3,2,2,2,3,- -  -,
2000051366,Lucas Howe,"WB (RL), M (LC), AM (L)",64%,12,9,6,12,6,10,6,4,10,6,1,6,5,11,8,10,11,7,6,5,7,6,1,4,10,7,12,4,1,5,1,1,6,1,4,7,2,3,1,2,2,4,3,3,2,2,1,- -  -,Ctr
89061768,Zac McEachran,M/AM (RC),80%,12,11,5,3,17,11,11,2,15,5,6,5,2,13,9,9,7,12,5,5,7,7,4,6,9,9,6,4,1,6,3,4,9,2,4,9,2,3,1,3,1,3,4,3,2,3,1,- -  -,
30031077,Leon Broadhurst,M/AM (C),67%,7,8,8,8,10,7,11,6,5,8,5,10,10,10,15,8,8,11,3,10,10,9,6,4,6,10,9,7,9,8,1,3,10,12,4,6,2,3,3,2,2,1,3,2,1,1,1,- -  -,
2000228862,Zak Fraser-Grante,"DM, M/AM (C)",83%,11,12,8,14,13,12,7,6,5,4,5,7,1,9,12,9,10,7,7,6,7,11,4,5,7,9,8,4,2,6,3,2,9,3,4,9,3,2,1,4,1,2,1,1,3,3,1,- -  -,
52042612,Kyle Cherry,M/AM (C),82%,13,12,5,7,11,13,9,3,7,6,6,8,6,12,16,12,14,11,7,7,6,12,4,1,3,6,11,5,5,6,1,6,13,1,4,8,3,1,2,2,1,3,1,2,1,1,3,- -  -,
2002086977,Paul Henderson,M (RC),77%,8,9,4,9,13,10,11,4,10,7,4,6,4,12,13,8,2,9,5,14,6,15,4,5,5,4,5,5,1,5,4,6,7,5,4,9,1,1,4,1,1,1,2,3,2,3,2,- -  -,Ctr
