UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
37065567,Crysencio Summerville,"M (R), AM (RL)",6.86,18,16,13,4,9,17,12,4,7,11,8,9,6,7,11,14,4,11,4,11,9,12,5,11,15,8,12,4,3,6,2,4,8,8,4,12,2,3,3,2,1,2,3,3,3,3,4,10,12,11,6,8,4,9,11,12,11,- -  -,Set
2000015300,Jamie Bynoe-Gittens,AM (RL),7.00,17,15,11,6,12,15,11,10,8,9,7,11,8,7,5,14,7,9,4,8,13,7,10,12,17,11,12,11,5,10,4,6,14,11,5,17,3,3,3,2,1,2,1,3,3,3,1,10,19,2,11,10,16,11,13,15,12,- -  -,
29061983,Max Power,"D (R), DM, M (C)",6.85,10,11,11,10,15,10,15,12,15,12,11,10,10,7,14,7,12,12,11,14,12,15,14,14,12,12,12,14,11,12,13,10,12,12,12,13,1,4,1,1,2,3,3,3,2,2,1,14,11,10,14,14,1,12,8,15,7,- -  -,Opt
28101722,Ovie Ejaria,"M (C), AM (LC)",6.80,13,16,16,11,10,11,11,9,5,10,8,15,8,7,9,18,6,11,6,8,11,9,9,11,16,12,15,11,9,12,5,7,14,10,8,14,3,1,1,2,1,3,1,1,1,2,2,9,10,15,5,11,12,8,14,9,16,- -  -,Wnt
28027646,Tom Ince,"M (R), AM (RLC), ST (C)",6.99,13,13,12,9,16,11,14,9,10,11,9,12,9,8,11,14,12,13,5,12,12,16,11,12,13,9,12,11,5,11,1,5,12,11,7,12,1,2,3,2,3,3,3,1,1,2,1,14,12,7,3,9,3,14,13,12,7,- -  -,
37058361,Tahith Chong,"DM, M (C), AM (RLC), ST (C)",6.69,16,14,11,13,16,15,12,8,14,11,10,10,9,8,15,16,5,13,6,11,13,11,9,10,15,10,14,14,6,10,4,4,13,10,7,13,3,2,3,3,3,2,1,3,3,3,3,15,10,4,2,10,12,16,9,11,15,- -  -,Set
31042298,Femi Azeez,"AM (RL), ST (C)",6.75,16,11,11,11,17,14,14,9,7,13,10,10,11,8,12,8,9,15,6,12,8,11,9,10,10,11,11,10,8,9,7,5,9,4,7,11,1,3,1,3,1,3,3,1,3,1,2,11,13,5,11,9,10,12,15,9,8,- -  -,
55060704,Lucas João,ST (C),6.83,11,14,14,16,15,11,12,15,11,9,11,14,9,8,13,15,6,10,5,9,9,8,6,7,12,14,14,7,14,12,6,6,9,13,6,13,4,2,2,2,2,3,3,1,2,1,1,15,13,5,6,11,10,14,12,5,12,- -  -,Set
52094857,Dara Costelloe,"M/AM (L), ST (C)",6.77,14,12,12,10,12,14,11,10,12,10,10,9,11,8,14,13,4,13,6,12,11,12,5,11,13,9,12,4,11,8,4,4,11,5,5,9,1,1,3,2,3,1,3,2,1,3,1,13,9,7,13,9,5,15,13,11,13,- -  -,Loa
28005574,Martyn Waghorn,"M (R), AM (RLC), ST (C)",6.70,11,10,13,8,10,11,13,12,13,10,12,9,10,8,13,14,10,11,7,10,12,14,13,13,12,10,12,14,12,11,7,4,12,15,8,13,3,2,4,1,1,2,3,3,3,1,3,11,12,10,5,14,9,12,7,15,6,- -  -,Wnt
61098180,Calvin Ramsay,D/WB (R),6.80,14,13,12,11,12,14,10,10,10,12,6,11,10,8,16,14,11,12,8,13,14,12,13,14,14,8,12,14,7,7,10,10,14,9,8,15,3,2,4,2,2,2,2,3,1,3,2,18,14,3,6,16,12,15,10,14,14,- -  -,
28124741,John-Kymani Gordon,"AM (L), ST (C)",6.57,14,13,13,9,11,14,11,8,8,8,7,10,8,8,12,15,6,12,6,9,8,10,7,8,13,11,11,9,6,9,5,6,9,10,6,10,1,2,2,2,3,2,3,2,3,2,1,10,10,3,7,9,7,10,10,14,20,- -  -,
28110309,Ian Poveda,AM (RL),6.64,15,16,15,6,11,14,11,7,7,11,7,11,9,8,11,16,4,12,6,9,11,10,9,11,16,10,13,12,6,11,3,3,10,4,4,13,2,3,2,2,3,1,2,1,2,2,4,12,6,5,3,6,5,10,10,11,10,- -  -,
5131229,Sam Hutchinson,"D (LC), DM, M (C)",6.58,8,9,12,12,6,9,12,13,18,13,17,10,11,8,18,4,16,8,13,15,8,16,6,7,6,6,10,4,13,4,16,13,11,8,15,12,2,3,2,2,3,1,3,4,3,3,3,14,15,7,16,12,18,18,16,14,6,- -  -,Ask
28128054,Dylan Stephenson,"AM (RLC), ST (C)",6.70,14,8,9,12,10,14,9,11,11,8,7,10,9,8,13,14,9,15,9,7,7,8,9,13,11,13,13,9,10,12,9,7,15,2,9,12,2,4,3,1,3,1,1,3,2,1,3,12,10,6,7,11,10,13,11,11,16,- -  -,
