Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Tom Dallison,D (LC),7.40,7.40,13,6,3,8,11,11,14,12,3,3,3,10,7,8,8,1,7,13,11,13,4,11,4,16,13,1,4,7,8,5,1,9,13,9,6,4,11,10,2,3,13,9,11,8,13,1,- -  -,Ask,9
Max Hemmings,"D (RC), WB (R), DM, M (C)",7.35,7.35,12,9,1,8,10,10,11,13,1,3,2,10,5,10,10,3,9,12,9,7,5,4,2,12,10,3,5,8,9,5,3,10,14,8,11,5,9,9,1,1,11,10,9,11,14,2,- -  -,,11
Moussa Diarra,D (C),7.33,7.33,9,5,1,5,7,13,11,7,2,4,2,12,3,5,7,3,6,8,9,4,5,7,2,17,16,1,3,8,7,6,3,4,14,11,2,1,10,7,2,2,11,9,10,5,11,2,- -  -,Ret,6
Omari Mrisho,D (RC),7.24,7.24,8,1,2,7,6,10,11,10,2,2,2,10,3,3,13,2,5,17,12,3,4,5,4,18,11,2,1,5,7,3,3,6,5,12,5,4,11,7,3,1,9,10,8,14,12,3,- -  -,,9
Michael Collins,D (C),7.20,7.20,6,5,1,6,6,13,7,11,3,1,2,13,3,6,9,2,5,8,11,2,4,10,1,11,9,2,1,4,3,5,4,5,14,13,3,4,7,6,3,2,8,9,9,5,8,3,- -  -,Ask,10
Alex Pearce,D (C),7.13,7.13,13,6,2,9,15,13,15,12,1,1,1,16,9,10,6,2,7,13,12,11,6,16,2,14,13,3,7,4,8,7,1,6,16,12,7,5,13,12,1,2,16,11,14,5,15,1,- -  -,,6
Tyler Cordner,D (LC),7.08,7.08,12,10,3,8,10,11,13,12,3,2,2,9,4,8,10,3,6,12,9,4,3,14,1,12,12,1,4,3,9,3,3,2,12,11,2,3,9,10,3,1,11,10,9,8,8,3,- -  -,,9
Joshua Roney,D/M (C),7.05,7.05,5,8,2,4,5,9,10,9,3,2,3,10,1,7,9,3,3,13,11,3,6,9,3,12,12,2,1,6,5,4,1,1,16,13,1,4,14,5,4,2,9,8,7,9,8,3,- -  -,Ask,13
Matthew Platt,D (C),7.05,7.05,15,8,3,6,14,11,13,12,1,2,3,12,6,9,11,2,8,15,11,6,5,13,3,14,12,3,6,6,7,5,4,5,14,11,5,5,9,10,3,1,15,13,12,10,16,1,- -  -,,11
Timi Odusina,D (C),7.04,7.04,9,10,3,9,10,12,12,10,1,3,2,13,2,13,13,3,10,12,12,6,4,11,2,13,12,1,5,4,8,5,3,6,10,11,4,2,12,10,1,1,11,11,11,11,11,1,- -  -,,15
Elliott Johnson,D (LC),7.04,7.04,12,7,2,10,12,11,11,11,3,3,3,12,5,10,10,1,9,12,11,5,7,6,3,10,10,1,5,5,10,5,1,9,11,10,10,5,12,10,2,3,13,10,10,10,10,4,- -  -,Wnt,10
Alex Kirk,D (C),7.02,7.02,12,10,2,11,14,12,13,11,1,2,3,11,6,12,11,3,4,11,12,5,4,11,4,13,14,3,1,7,10,4,1,7,13,8,6,1,11,12,1,2,14,10,9,9,12,2,- -  -,,11
Aaron Martin,D (RC),7.02,7.02,11,5,3,9,9,12,11,9,2,2,3,11,7,10,6,1,6,11,11,6,6,10,1,15,12,1,2,6,9,6,3,5,10,10,4,6,11,9,3,3,14,11,11,9,8,1,- -  -,,6
Giles Phillips,D (C),7.01,7.01,12,7,3,8,10,12,14,14,2,3,1,9,3,7,11,2,8,14,10,5,3,12,1,14,11,3,3,7,8,5,2,5,12,11,4,4,12,10,3,1,14,8,12,10,10,3,- -  -,,11
Harry Nevin,D (RC),7.00,7.00,7,6,3,6,7,12,9,8,1,3,3,12,2,7,14,2,3,12,8,3,1,9,2,11,13,4,1,5,8,1,1,3,7,10,7,4,10,9,2,2,9,9,10,12,12,3,- -  -,,12
Robbie McKenzie,"D (RLC), DM, M (C)",7.00,7.00,15,9,2,10,12,13,9,12,3,3,1,11,12,12,12,3,10,13,13,13,10,9,1,12,13,1,8,6,11,9,3,9,10,8,9,8,11,10,3,2,12,12,11,10,12,2,- -  -,Inj,11
Ethan Ebanks-Landell,D (C),7.00,7.00,10,8,1,10,12,12,14,15,3,4,3,11,4,11,9,3,10,14,12,8,6,11,3,12,12,4,4,6,11,8,1,9,12,9,7,4,11,12,3,1,11,11,12,10,10,2,- -  -,Ask,9
James Husband,"D (LC), WB (L)",6.99,6.99,15,10,2,11,14,13,12,14,1,2,3,13,8,10,11,3,10,15,12,7,6,13,1,10,12,1,7,12,11,6,3,10,13,12,10,8,12,10,4,1,13,11,12,11,16,1,- -  -,Wnt,12
James Golding,D (RC),6.99,6.99,12,9,2,9,9,10,13,10,1,4,2,10,8,9,12,2,7,11,10,7,5,10,3,14,8,4,4,10,8,3,2,9,13,11,6,6,8,10,1,3,8,12,8,12,8,3,- -  -,,12
Connor O'Riordan,D (C),6.98,6.98,15,8,3,7,11,10,12,13,1,2,3,11,10,9,10,3,7,14,12,10,5,8,1,16,12,1,5,6,8,7,3,8,16,12,6,6,14,10,2,3,12,11,12,9,8,2,- -  -,,12
Nikola Tavares,"D (RC), WB (R), DM",6.98,6.98,11,5,3,9,12,11,12,12,4,3,3,12,3,10,10,1,9,11,12,11,6,14,1,11,13,2,3,6,9,6,3,7,8,10,7,5,10,8,3,3,13,9,10,8,13,1,- -  -,Trn,10
Aaron Hayden,D (RC),6.98,6.98,11,6,3,9,13,8,13,13,2,2,1,11,5,8,11,1,8,13,12,7,5,13,1,13,12,1,4,6,8,6,2,9,12,11,7,4,9,11,1,1,11,10,14,11,11,2,- -  -,,11
Tom Eastman,D (C),6.98,6.98,13,7,1,8,14,12,15,11,4,3,2,13,6,10,7,1,7,13,11,6,4,7,1,14,13,2,4,9,7,6,2,6,16,11,8,1,12,10,1,3,14,9,12,6,10,2,- -  -,,6
Luke Wilkinson,D (C),6.97,6.97,13,9,1,9,14,13,12,11,1,13,2,12,9,9,8,3,8,12,12,8,8,12,3,13,12,10,12,5,8,8,3,9,15,10,6,2,12,11,15,3,14,10,11,8,13,14,- -  -,Wnt,8
Scott Butler,D (C),6.96,6.96,11,9,1,8,10,12,13,12,1,4,3,12,7,8,12,4,6,13,10,6,5,12,3,13,13,3,5,6,8,6,3,6,14,9,7,5,11,8,1,4,14,9,12,9,13,2,- -  -,,10
Kyle Bailey,D (RC),6.96,6.96,10,8,3,9,8,10,12,12,3,1,1,9,2,11,12,3,5,14,9,10,3,5,1,13,12,2,2,7,8,5,4,5,11,8,4,3,9,9,1,3,8,10,8,10,5,2,- -  -,,12
Festus Arthur,"D (C), DM",6.96,6.96,13,9,2,8,12,13,14,12,3,4,3,12,5,10,12,2,5,12,11,7,4,11,3,14,13,1,4,4,9,4,2,6,15,10,4,3,10,8,2,1,13,11,11,9,12,3,- -  -,,11
Lewis Cass,"D (RC), WB (R)",6.95,6.95,12,11,2,12,13,12,12,12,1,1,2,12,4,12,12,3,12,10,13,6,5,6,3,12,8,3,5,5,10,4,1,9,12,11,11,5,13,11,2,1,9,12,12,9,10,3,- -  -,,12
Ryan Bennett,D (C),6.95,6.95,12,10,4,9,10,13,13,10,1,1,1,12,6,10,8,2,7,8,15,16,6,16,1,13,15,3,5,4,10,5,3,7,12,12,6,3,10,16,3,3,16,8,13,6,10,3,- -  -,,7
Coby Rowe,"D (C), DM",6.93,6.93,12,6,3,7,15,12,15,12,3,3,4,10,4,9,11,2,5,10,11,4,7,8,4,17,13,1,1,6,8,3,2,5,13,8,4,1,10,10,1,3,15,10,10,8,13,1,- -  -,Inj,10
Sean Morrison,D (C),6.93,6.93,11,9,1,10,14,15,13,11,2,3,2,12,7,10,9,3,8,10,13,15,6,17,1,14,15,1,6,5,11,7,1,6,16,12,4,6,12,11,2,1,18,10,12,9,13,2,- -  -,,7
Femi Ilesanmi,"D (LC), WB (L)",6.93,6.93,14,7,3,3,11,13,14,12,3,3,3,10,8,8,10,3,9,11,7,7,7,6,2,10,11,2,4,5,11,3,3,10,14,9,9,3,8,10,3,3,10,11,10,10,15,1,- -  -,,10
Michael Kelly,"D (RLC), WB/M (L)",6.93,6.93,9,10,3,7,12,10,10,10,3,3,3,11,6,10,12,2,11,9,11,8,6,11,2,12,6,1,9,8,7,7,1,5,10,10,12,3,12,9,1,2,12,11,12,8,12,2,- -  -,,12
James Clarke,D (RC),6.92,6.92,14,6,2,10,15,12,10,9,2,2,3,11,6,10,7,2,8,13,10,9,4,17,2,13,12,2,5,6,8,8,4,6,14,11,7,7,11,9,1,4,16,8,8,7,15,2,- -  -,,7
Tom Bradbury,D (LC),6.92,6.92,12,7,2,4,13,11,12,10,3,1,1,10,8,9,10,3,9,10,11,10,9,8,1,16,12,2,4,2,6,9,2,6,14,10,3,6,9,10,3,2,9,7,10,7,11,2,- -  -,Wnt,10
Jubril Okedina,D (RC),6.92,6.92,13,7,2,10,11,12,14,13,2,3,1,10,5,11,13,4,9,15,11,9,10,2,3,14,12,3,3,5,10,6,2,12,12,9,11,5,9,8,1,1,9,11,9,11,5,3,- -  -,Wnt,13
Jamie Grimes,D (C),6.92,6.92,13,5,3,8,12,12,13,11,1,1,2,13,6,7,8,2,3,12,12,7,3,14,4,14,15,1,3,2,7,4,3,5,11,9,3,4,11,9,1,1,13,9,10,7,12,2,- -  -,,8
Joseph Olowu,D (LC),6.92,6.92,12,7,1,8,10,12,15,13,2,3,1,11,8,9,12,1,8,12,12,9,3,14,1,12,13,1,4,3,8,5,2,9,13,10,4,7,10,11,1,3,12,12,12,9,12,2,- -  -,,14
Euan Murray,D (RC),6.92,6.92,13,5,1,9,8,12,14,13,3,3,3,9,7,10,12,2,8,10,12,5,1,11,3,13,13,3,5,1,8,4,1,5,12,9,7,2,12,9,1,2,12,8,12,7,9,1,- -  -,,9
Declan Drysdale,"D (C), DM, M (C)",6.92,6.92,10,9,1,8,10,11,12,13,2,2,2,10,3,10,11,2,9,13,12,5,7,11,1,14,13,3,9,5,11,5,1,7,5,9,8,5,10,8,2,2,15,9,9,9,14,3,- -  -,Wnt,10
Aaron Pierre,D (C),6.92,6.92,11,7,4,11,11,12,12,11,1,4,2,10,5,11,10,1,9,11,11,5,10,15,1,12,12,4,4,9,11,7,3,10,12,10,4,5,12,11,1,2,14,12,11,10,13,3,- -  -,,10
Angus MacDonald,D (RC),6.92,6.92,14,8,2,12,15,13,12,10,2,3,1,11,6,12,9,1,9,12,12,5,6,16,4,14,13,1,8,8,9,9,3,9,15,9,7,4,10,10,2,2,15,13,12,10,14,1,- -  -,Frt,9
Farrend Rawson,D (C),6.92,6.92,13,7,1,7,13,13,15,13,3,3,1,11,4,8,9,2,7,12,12,8,6,9,2,15,15,3,6,8,9,4,3,7,14,11,7,3,12,8,4,2,15,12,11,7,12,1,- -  -,,9
Jordan Keane,"D (C), DM, M (C)",6.92,6.92,13,8,2,9,13,11,12,11,1,3,2,10,5,10,10,1,8,12,10,7,8,10,3,12,11,3,5,8,10,4,2,7,14,9,7,5,9,10,2,3,12,11,9,10,12,1,- -  -,Wnt,9
Owen Bailey,"D (C), DM, M (C)",6.92,6.92,17,14,3,10,14,11,5,14,3,3,2,13,4,11,10,2,12,16,10,2,3,12,3,8,9,3,4,7,9,7,1,6,14,9,4,3,17,12,1,3,13,12,11,8,8,3,- -  -,,9
Joe Grayson,"D (LC), WB (L), DM",6.92,6.92,12,9,1,11,12,9,12,12,3,3,3,12,9,9,11,3,10,11,9,4,7,8,4,10,9,3,12,11,11,7,2,9,11,10,9,13,11,9,3,2,10,13,10,9,9,1,- -  -,,11
