Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Paul Kyffin,M/AM (C),7.37,7.37,12,14,2,11,8,3,8,13,1,1,3,7,3,10,12,3,9,15,7,1,8,11,1,8,7,1,5,6,12,7,3,4,10,11,6,4,4,14,2,3,7,10,8,11,8,2,- -  -,U18,12
Max Hemmings,"D (RC), WB (R), DM, M (C)",7.35,7.35,12,9,1,8,10,10,11,13,1,3,2,10,5,10,10,3,9,12,9,7,5,4,2,12,10,3,5,8,9,5,3,10,14,8,11,5,9,9,1,1,11,10,9,11,14,2,- -  -,,11
Teddy Jenks,"DM, M/AM (C)",7.24,7.24,16,12,3,12,14,8,11,14,1,2,2,9,10,12,13,3,11,15,9,7,9,12,3,14,9,2,7,9,9,10,2,11,14,9,7,7,13,12,1,2,13,11,10,9,11,2,- -  -,Wnt,14
Harry Pritchard,"WB (L), M (LC), AM (L)",7.18,7.18,11,11,3,11,12,6,6,11,2,1,2,7,7,11,10,3,11,11,5,10,11,6,1,5,9,3,8,11,11,10,1,7,14,10,11,10,9,10,3,3,13,10,10,10,11,3,- -  -,,10
Callum Maycock,"DM, M (C)",7.17,7.17,10,8,1,11,13,12,10,15,1,2,2,10,5,11,13,1,12,15,11,1,7,6,1,13,8,4,4,7,10,8,2,11,9,13,7,6,9,9,2,2,8,12,12,11,10,2,- -  -,,12
Matt Robinson,"DM, M (C)",7.16,7.16,13,11,3,12,13,9,12,14,3,3,3,10,7,10,11,3,9,13,8,5,9,12,2,11,9,3,8,8,11,10,3,9,10,12,8,7,10,10,2,1,11,11,11,10,9,1,- -  -,,10
Jacob Butterfield,"DM, M (C)",7.11,7.11,13,10,1,11,12,12,9,9,2,3,1,11,8,11,6,2,10,13,8,6,12,11,2,7,8,2,11,7,11,8,2,10,13,11,9,12,11,13,3,2,11,9,11,7,9,2,- -  -,,4
Sam Collins,M/AM (C),7.10,7.10,11,11,3,10,9,8,11,11,1,3,3,8,6,9,12,4,8,11,6,4,7,10,1,10,9,1,5,9,8,6,2,8,10,11,6,7,10,12,1,1,10,10,10,10,8,3,- -  -,,12
Rocco Coyle,"DM, M/AM (C)",7.05,7.05,12,11,2,12,10,7,9,11,2,1,1,10,4,10,11,1,8,14,9,1,10,13,3,12,6,3,5,7,10,6,2,8,8,11,4,2,9,9,2,2,10,12,11,11,6,2,- -  -,,11
Matty Lund,"DM, M/AM (C)",7.04,7.04,15,9,1,10,14,10,11,11,2,4,1,10,11,11,7,3,12,13,10,1,10,12,3,12,13,3,8,12,11,9,2,8,14,11,9,7,10,12,4,3,14,11,11,7,16,3,- -  -,Inj,7
Charlie Carter,"M (RC), AM (C)",7.04,7.04,14,11,1,11,10,9,11,12,4,2,1,9,10,12,10,2,13,13,6,4,10,7,4,13,12,2,9,10,12,10,2,11,12,9,10,5,10,9,1,1,10,10,12,9,9,2,- -  -,,9
Luke Young,"DM, M/AM (C)",7.01,7.01,12,14,1,11,14,8,8,13,1,1,3,7,10,13,7,3,10,11,7,5,11,13,2,8,8,2,14,11,11,9,2,7,14,9,8,10,8,11,2,2,10,9,10,8,8,1,- -  -,Wnt,6
Kian Spence,"DM, M (C)",7.01,7.01,14,11,1,8,11,12,12,14,2,2,1,12,6,12,12,2,10,10,11,1,8,9,2,9,5,4,8,7,10,7,2,6,16,12,7,5,12,11,3,2,13,10,12,9,9,3,- -  -,,11
Greg Olley,"M (RC), AM (C)",6.99,6.99,13,12,1,10,10,7,7,12,1,2,3,8,8,11,12,2,11,12,8,3,10,14,1,8,7,3,16,10,9,11,1,12,14,12,10,10,10,13,2,2,7,10,8,11,6,3,- -  -,,11
Andy Cannon,"DM, M/AM (C)",6.99,6.99,15,12,1,9,12,12,12,15,3,2,3,9,10,12,12,2,11,14,11,4,12,9,2,9,7,2,8,7,11,9,1,11,14,9,11,10,11,11,3,2,11,12,12,12,14,3,- -  -,,12
