Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Hakeem Sandah,"AM (RLC), ST (C)",7.24,7.24,8,12,2,13,8,6,2,9,4,2,2,8,4,12,13,2,13,15,2,5,8,2,1,3,9,1,7,11,10,8,1,16,17,12,8,7,8,12,3,3,7,10,7,13,13,3,- -  -,,14
Scott Pollock,M/AM (C),7.20,7.20,7,11,1,15,8,3,6,9,2,2,3,5,13,10,9,2,12,8,3,3,8,4,1,5,3,3,15,15,15,10,3,10,10,10,10,15,5,11,1,2,6,13,7,13,5,1,- -  -,,8
Izzy Brown,"M (RL), AM (RLC), ST (C)",7.18,7.18,7,13,3,11,8,5,11,11,2,3,2,6,10,13,10,3,12,9,5,6,11,10,4,11,7,2,9,13,11,10,2,12,11,9,8,4,8,11,3,3,11,11,10,11,13,1,- -  -,Opt,10
Aidan Barlow,"M/AM (RLC), ST (C)",7.12,7.12,10,12,1,11,7,4,7,13,3,1,1,5,11,12,12,2,11,12,4,2,8,7,2,7,5,3,9,13,12,9,2,10,14,7,10,11,8,10,4,2,10,8,9,14,9,4,- -  -,,11
Alex Newby,"M/AM (RLC), ST (C)",7.12,7.12,9,10,3,10,8,3,6,10,3,2,1,4,8,11,11,1,11,8,4,4,9,6,1,5,5,2,10,12,11,10,3,11,11,7,10,8,7,11,2,3,7,11,9,11,5,1,- -  -,,11
Rob Hall,"M (R), AM (RLC), ST (C)",7.08,7.08,11,10,1,14,10,6,7,11,1,3,1,7,7,11,10,1,12,11,6,8,13,8,3,7,7,1,15,14,13,11,2,13,13,9,13,14,10,12,1,1,10,10,11,10,8,3,- -  -,,10
Matty Lund,"DM, M/AM (C)",7.04,7.04,15,9,1,10,14,10,11,11,2,4,1,10,11,11,7,3,12,13,10,1,10,12,3,12,13,3,8,12,11,9,2,8,14,11,9,7,10,12,4,3,14,11,11,7,16,3,- -  -,Inj,7
Charlie Carter,"M (RC), AM (C)",7.04,7.04,14,11,1,11,10,9,11,12,4,2,1,9,10,12,10,2,13,13,6,4,10,7,4,13,12,2,9,10,12,10,2,11,12,9,10,5,10,9,1,1,10,10,12,9,9,2,- -  -,,9
Basilio Rieno-Socoliche,"AM (RLC), ST (C)",7.01,7.01,9,11,2,10,11,8,6,5,1,3,4,2,6,12,11,1,11,10,3,7,5,8,2,6,10,4,6,12,13,9,2,12,13,10,9,8,7,11,2,2,7,6,10,12,9,1,- -  -,,14
Greg Olley,"M (RC), AM (C)",6.99,6.99,13,12,1,10,10,7,7,12,1,2,3,8,8,11,12,2,11,12,8,3,10,14,1,8,7,3,16,10,9,11,1,12,14,12,10,10,10,13,2,2,7,10,8,11,6,3,- -  -,,11
Kitt Nelson,"M (RL), AM (RLC)",6.99,6.99,12,10,1,10,8,4,6,9,1,1,1,6,6,12,11,3,8,12,4,6,3,11,2,13,7,1,6,13,12,9,3,15,13,12,11,7,6,11,3,2,5,9,10,12,5,2,- -  -,,10
Andy Cannon,"DM, M/AM (C)",6.99,6.99,15,12,1,9,12,12,12,15,3,2,3,9,10,12,12,2,11,14,11,4,12,9,2,9,7,2,8,7,11,9,1,11,14,9,11,10,11,11,3,2,11,12,12,12,14,3,- -  -,,12
Jack Earing,"DM, M/AM (C)",6.98,6.98,14,13,3,11,13,10,12,11,3,4,1,11,7,11,12,1,10,11,8,6,9,9,1,11,10,3,9,10,11,11,1,12,14,11,8,10,10,12,1,1,11,10,12,11,10,1,- -  -,,12
Bailey Hobson,AM (RC),6.98,6.98,15,9,2,9,12,4,11,13,1,2,3,5,6,9,11,3,12,12,5,5,13,6,3,8,8,3,9,10,9,11,3,9,15,8,8,5,7,10,1,2,12,12,8,11,10,1,- -  -,,10
