Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Teddy Jenks,"DM, M/AM (C)",7.24,7.24,16,12,3,12,14,8,11,14,1,2,2,9,10,12,13,3,11,15,9,7,9,12,3,14,9,2,7,9,9,10,2,11,14,9,7,7,13,12,1,2,13,11,10,9,11,2,- -  -,Wnt,14
Matt Robinson,"DM, M (C)",7.16,7.16,13,11,3,12,13,9,12,14,3,3,3,10,7,10,11,3,9,13,8,5,9,12,2,11,9,3,8,8,11,10,3,9,10,12,8,7,10,10,2,1,11,11,11,10,9,1,- -  -,,10
Jacob Butterfield,"DM, M (C)",7.11,7.11,13,10,1,11,12,12,9,9,2,3,1,11,8,11,6,2,10,13,8,6,12,11,2,7,8,2,11,7,11,8,2,10,13,11,9,12,11,13,3,2,11,9,11,7,9,2,- -  -,,4
Rocco Coyle,"DM, M/AM (C)",7.05,7.05,12,11,2,12,10,7,9,11,2,1,1,10,4,10,11,1,8,14,9,1,10,13,3,12,6,3,5,7,10,6,2,8,8,11,4,2,9,9,2,2,10,12,11,11,6,2,- -  -,,11
Robbie McKenzie,"D (RLC), DM, M (C)",7.00,7.00,15,9,2,10,12,13,9,12,3,3,1,11,12,12,12,3,10,13,13,13,10,9,1,12,13,1,8,6,11,9,3,9,10,8,9,8,11,10,3,2,12,12,11,10,12,2,- -  -,Inj,11
Nicky Featherstone,"DM, M (C)",6.97,6.97,14,12,1,12,14,11,8,12,1,2,2,10,13,13,8,2,10,12,10,6,8,12,1,7,7,1,9,10,10,9,3,7,11,10,12,9,10,14,1,3,7,9,11,7,9,1,- -  -,,7
Tom Conlon,"DM, M/AM (C)",6.95,6.95,14,12,3,13,13,10,9,13,1,3,1,11,8,11,9,2,12,12,8,6,13,14,3,7,6,1,13,12,12,11,1,11,14,12,9,12,11,12,3,2,8,12,12,10,11,3,- -  -,Wnt,10
Jack Roles,"DM, M/AM (C)",6.94,6.94,13,10,2,12,12,8,11,12,3,2,1,11,9,11,11,3,13,15,8,4,12,8,3,6,8,2,9,10,11,13,3,11,11,12,8,9,10,12,1,2,9,9,12,11,8,2,- -  -,Wnt,11
Cole Skuse,"DM, M (C)",6.93,6.93,13,7,3,12,13,11,8,11,1,3,1,15,10,13,4,2,8,18,12,8,4,15,3,12,11,2,6,4,13,4,1,7,14,13,8,8,13,13,3,2,13,9,14,8,10,2,- -  -,,7
Elijah Dixon-Bonner,"DM, M (RC), AM (C), ST (C)",6.93,6.93,12,11,2,12,11,9,10,8,1,3,1,8,8,11,12,1,8,10,8,3,9,11,1,13,9,1,8,11,12,10,1,10,11,8,8,8,7,13,1,2,9,9,9,11,14,3,- -  -,Inj,12
Richie Smallwood,"DM, M (C)",6.93,6.93,19,8,1,9,17,14,13,14,1,3,2,12,9,11,10,3,7,15,12,9,6,16,1,9,11,2,7,4,9,6,3,6,15,12,8,10,13,12,3,3,19,13,11,10,18,3,- -  -,,10
Harry Titchmarsh,"DM, M (RC)",6.92,6.92,10,12,3,11,12,11,11,13,3,4,2,13,9,11,13,2,9,14,10,3,8,5,2,6,7,1,7,8,11,5,2,9,15,12,6,5,10,13,1,3,7,14,11,14,9,1,- -  -,,12
Lewis Hilton,"DM, M (C)",6.92,6.92,14,14,2,10,13,6,8,14,3,2,1,12,4,13,11,2,10,12,5,6,11,10,2,7,6,3,12,10,10,8,3,9,10,11,9,12,12,11,3,1,9,10,12,12,6,3,- -  -,,12
Callum Rowe,"WB (L), DM, M (LC)",6.92,6.92,11,11,3,12,11,11,9,13,1,1,4,10,3,12,11,2,10,13,9,8,5,8,3,10,7,1,3,10,10,8,3,8,14,11,11,7,10,10,1,2,8,10,12,11,9,1,- -  -,Inj,13
Jordan Keane,"D (C), DM, M (C)",6.92,6.92,13,8,2,9,13,11,12,11,1,3,2,10,5,10,10,1,8,12,10,7,8,10,3,12,11,3,5,8,10,4,2,7,14,9,7,5,9,10,2,3,12,11,9,10,12,1,- -  -,Wnt,9
Brad Walker,"D (C), DM, M (C)",6.91,6.91,12,12,1,12,12,11,12,12,1,3,2,12,6,13,10,1,12,14,9,4,13,11,1,12,11,2,12,8,11,9,3,9,12,9,8,7,11,12,2,4,12,12,12,10,11,3,- -  -,Wnt,10
Ryan Hanson,"DM, M (C)",6.91,6.91,12,9,2,9,12,11,12,14,2,1,1,11,3,11,12,1,8,11,12,6,5,13,1,11,11,4,5,5,11,6,3,7,14,10,5,5,11,10,3,3,11,9,11,8,9,3,- -  -,,12
Daniel Gore,"DM, M (C), AM (RL)",6.91,6.91,11,13,3,14,12,8,8,13,1,1,4,8,7,14,13,1,12,15,5,2,7,5,2,4,3,1,7,12,12,9,1,11,15,10,9,6,11,12,1,2,8,12,10,14,10,3,- -  -,,13
Dan Pybus,"DM, M (C)",6.91,6.91,19,6,3,11,16,10,9,16,2,1,3,12,7,11,10,4,7,18,10,6,5,11,1,7,7,1,4,5,11,8,4,6,20,10,5,5,12,10,3,3,11,11,10,13,12,2,- -  -,Wnt,10
Bradley Ibrahim,"DM, M (C)",6.90,6.90,10,10,2,12,10,7,11,11,3,1,3,7,9,9,14,3,10,11,12,4,10,12,4,10,10,1,4,6,9,9,3,9,10,17,6,6,9,11,4,1,7,12,11,8,15,3,- -  -,,16
Geraldo Bajrami,"D (C), DM",6.89,6.89,11,9,2,10,12,12,11,9,1,3,4,13,5,13,12,2,9,10,13,4,4,14,1,12,12,3,5,6,9,5,1,8,14,12,6,5,12,13,4,2,14,11,11,10,9,1,- -  -,,10
Akil Wright,"D (C), DM, M (C)",6.87,6.87,14,8,3,9,11,12,13,13,1,3,1,11,4,10,12,1,10,12,9,4,8,8,3,12,10,1,4,8,8,5,1,8,13,10,5,3,10,10,1,3,14,10,10,10,13,1,- -  -,,11
