Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Max Hemmings,"D (RC), WB (R), DM, M (C)",7.35,7.35,12,9,1,8,10,10,11,13,1,3,2,10,5,10,10,3,9,12,9,7,5,4,2,12,10,3,5,8,9,5,3,10,14,8,11,5,9,9,1,1,11,10,9,11,14,2,- -  -,,11
Joe Cunningham,D (R),7.25,7.25,8,5,1,7,7,10,9,9,1,2,3,9,1,6,14,1,5,7,8,6,5,4,2,6,7,2,1,8,8,6,2,1,8,7,9,5,9,6,1,1,8,5,8,12,5,1,- -  -,U18,15
Omari Mrisho,D (RC),7.24,7.24,8,1,2,7,6,10,11,10,2,2,2,10,3,3,13,2,5,17,12,3,4,5,4,18,11,2,1,5,7,3,3,6,5,12,5,4,11,7,3,1,9,10,8,14,12,3,- -  -,,9
Ross Barrows,"D (RC), WB (R)",7.20,7.20,11,8,2,7,13,11,11,12,3,1,1,9,5,9,11,2,8,10,6,15,11,10,3,10,10,4,11,7,7,6,3,6,10,9,8,6,8,8,1,2,11,10,8,10,11,1,- -  -,Wnt,10
Jamie Sterry,D/WB (R),7.15,7.15,13,9,1,8,11,12,11,13,3,3,1,11,5,11,14,1,11,7,8,7,4,10,2,10,9,3,8,9,9,5,3,9,3,10,13,7,10,11,3,3,6,11,11,12,11,3,- -  -,Wnt,12
Kelvin Mellor,D/WB (R),7.15,7.15,14,8,2,10,14,12,9,10,2,1,2,11,5,12,10,2,9,11,8,13,8,6,3,11,11,3,4,11,10,8,2,10,9,9,10,4,11,11,3,1,8,9,11,10,9,2,- -  -,,10
Luther James-Wildin,D/WB (R),7.12,7.12,13,8,1,8,10,12,13,13,3,1,2,14,5,9,10,1,11,13,12,9,9,10,1,12,11,1,7,9,8,5,2,8,13,10,7,5,10,11,2,2,10,10,12,10,9,3,- -  -,,11
Tylor Golden,"D (RL), WB (R)",7.10,7.10,14,8,3,9,14,11,11,14,4,3,1,11,6,9,11,2,8,15,10,10,8,10,1,9,10,2,7,7,9,6,1,8,15,8,7,6,10,11,2,2,11,11,10,10,12,2,- -  -,Wnt,10
Greg Leigh,D/WB/M (L),7.05,7.05,14,9,1,9,12,12,10,12,2,2,3,8,7,10,14,2,11,12,11,10,7,7,2,15,11,2,4,8,9,9,2,9,14,8,8,7,11,11,4,3,12,9,10,12,14,2,- -  -,Wnt,14
James Clarke,"D (RC), WB (R)",7.05,7.05,12,8,1,8,10,11,10,12,4,1,1,11,7,10,11,4,10,10,10,9,4,12,1,13,9,1,7,9,8,5,3,6,9,10,8,8,12,11,3,3,12,10,11,9,12,1,- -  -,,12
Jake Caprice,"D/WB (RL), M (R)",7.04,7.04,13,10,2,9,11,9,11,14,3,2,3,10,4,10,12,2,12,11,9,8,6,8,3,9,8,2,6,13,10,6,2,9,9,9,12,7,10,11,1,1,9,12,10,11,5,2,- -  -,Wnt,13
Brandon Haunstrup,D (RL),7.04,7.04,12,9,2,10,10,12,12,11,3,2,1,12,4,9,14,3,10,13,12,6,8,7,1,11,10,2,6,8,10,7,1,10,10,11,12,7,11,13,3,3,9,11,12,9,12,3,- -  -,,13
Elliott Johnson,D (LC),7.04,7.04,12,7,2,10,12,11,11,11,3,3,3,12,5,10,10,1,9,12,11,5,7,6,3,10,10,1,5,5,10,5,1,9,11,10,10,5,12,10,2,3,13,10,10,10,10,4,- -  -,Wnt,10
Patrick Brough,"D (LC), WB (L)",7.03,7.03,15,8,1,8,14,11,11,14,3,1,3,11,6,8,11,3,11,15,10,7,8,4,3,13,11,2,7,8,8,8,2,9,12,11,11,9,10,10,1,1,12,9,11,9,11,1,- -  -,,11
Aaron Martin,D (RC),7.02,7.02,11,5,3,9,9,12,11,9,2,2,3,11,7,10,6,1,6,11,11,6,6,10,1,15,12,1,2,6,9,6,3,5,10,10,4,6,11,9,3,3,14,11,11,9,8,1,- -  -,,6
Kyle Knoyle,D/WB (R),7.02,7.02,12,11,1,11,11,9,12,14,1,3,3,12,5,11,13,1,12,13,10,5,7,16,3,8,10,3,6,6,10,7,2,12,11,12,11,7,13,11,2,3,12,11,12,11,8,3,- -  -,,11
Joey Phuthi,"D (RL), WB (R)",7.02,7.02,7,6,3,7,8,13,8,13,2,1,2,10,4,5,12,1,5,13,8,6,6,4,2,13,4,2,1,6,11,11,4,10,8,14,12,5,7,11,1,4,8,9,9,11,13,3,- -  -,,13
Ethan Bristow,D/WB (L),7.01,7.01,15,5,2,8,13,11,11,14,1,1,1,11,8,12,13,3,12,15,9,11,8,6,1,12,10,3,7,4,13,7,2,8,12,9,8,9,11,11,1,1,8,12,9,13,7,1,- -  -,,14
Kyle John,"D (RL), WB/M (R)",7.00,7.00,8,5,2,8,8,9,8,8,1,4,1,9,4,8,13,3,7,9,9,7,5,11,3,6,3,3,2,7,11,5,2,7,14,12,12,7,11,9,3,2,8,10,11,7,12,3,- -  -,Wnt,15
Robbie McKenzie,"D (RLC), DM, M (C)",7.00,7.00,15,9,2,10,12,13,9,12,3,3,1,11,12,12,12,3,10,13,13,13,10,9,1,12,13,1,8,6,11,9,3,9,10,8,9,8,11,10,3,2,12,12,11,10,12,2,- -  -,Inj,11
Kacper Gruszczyński,D/WB (L),7.00,7.00,12,9,2,7,10,10,10,13,3,1,2,11,4,9,11,3,8,11,10,10,7,9,2,10,9,1,10,9,9,5,2,9,13,10,9,11,11,9,2,1,7,8,10,10,8,3,- -  -,,12
Harry Nevin,D (RC),7.00,7.00,7,6,3,6,7,12,9,8,1,3,3,12,2,7,14,2,3,12,8,3,1,9,2,11,13,4,1,5,8,1,1,3,7,10,7,4,10,9,2,2,9,9,10,12,12,3,- -  -,,12
Junior Tchamadeu,D/WB/AM (R),7.00,7.00,12,9,4,10,11,9,10,12,3,3,4,10,5,9,14,1,9,12,10,9,8,5,4,13,8,2,3,6,10,7,3,11,13,9,10,5,11,11,3,3,9,9,10,11,6,2,- -  -,Wnt,14
James Husband,"D (LC), WB (L)",6.99,6.99,15,10,2,11,14,13,12,14,1,2,3,13,8,10,11,3,10,15,12,7,6,13,1,10,12,1,7,12,11,6,3,10,13,12,10,8,12,10,4,1,13,11,12,11,16,1,- -  -,Wnt,12
Lincoln McFayden,D/WB (L),6.99,6.99,13,9,3,10,13,7,7,13,3,1,1,9,4,9,13,2,11,14,8,5,9,1,2,7,5,1,4,7,11,9,3,10,18,8,11,6,11,9,2,3,8,12,9,13,9,2,- -  -,Wnt,14
Jack Moore,D/WB (R),6.99,6.99,9,8,1,11,14,14,6,13,3,1,2,6,4,10,11,4,8,12,10,8,4,11,1,3,9,2,3,6,10,3,2,6,13,13,11,6,10,7,1,2,10,11,9,12,5,3,- -  -,,13
Will Collar,"D (R), DM, M/AM (C)",6.97,6.97,13,10,2,11,12,11,12,13,3,2,3,10,8,12,11,3,11,13,8,4,10,8,1,11,10,1,6,9,11,10,1,9,15,10,8,7,10,12,2,1,12,11,10,10,12,2,- -  -,Wnt,11
Calum Macdonald,"D (LC), WB (L)",6.97,6.97,13,10,3,10,11,13,10,11,2,1,3,11,6,10,13,3,11,11,13,6,8,7,2,10,11,3,8,7,10,8,3,11,4,10,11,12,12,12,4,1,14,11,11,11,12,3,- -  -,,12
Kyle Bailey,D (RC),6.96,6.96,10,8,3,9,8,10,12,12,3,1,1,9,2,11,12,3,5,14,9,10,3,5,1,13,12,2,2,7,8,5,4,5,11,8,4,3,9,9,1,3,8,10,8,10,5,2,- -  -,,12
Liam Bennett,D/WB (R),6.96,6.96,18,9,2,11,15,11,12,14,1,1,3,12,4,10,13,1,11,12,10,8,8,11,1,8,9,3,9,8,10,5,1,11,16,12,10,7,12,9,1,2,17,11,12,11,14,1,- -  -,Wnt,13
Harry Perritt,D/WB (R),6.95,6.95,10,10,1,10,11,9,10,10,2,2,2,10,6,10,13,3,8,9,9,8,7,9,2,6,6,3,8,9,7,6,4,7,9,10,9,5,8,8,2,3,11,8,10,10,11,3,- -  -,,14
Lewis Cass,"D (RC), WB (R)",6.95,6.95,12,11,2,12,13,12,12,12,1,1,2,12,4,12,12,3,12,10,13,6,5,6,3,12,8,3,5,5,10,4,1,9,12,11,11,5,13,11,2,1,9,12,12,9,10,3,- -  -,,12
Louis Hall,D/WB/M/AM (L),6.95,6.95,12,6,3,10,10,9,8,11,2,1,3,9,8,9,12,3,10,15,9,10,6,8,3,11,9,1,4,5,7,7,1,8,10,9,10,7,8,7,1,1,8,11,10,9,15,2,- -  -,,12
Tendayi Darikwa,D/WB (RL),6.94,6.94,15,8,3,9,13,12,11,13,2,3,2,10,11,9,13,2,10,10,9,7,8,12,2,12,12,2,6,10,10,8,2,9,14,10,10,5,9,8,3,1,14,12,10,11,13,1,- -  -,,14
Tom Clifford,D/WB (L),6.94,6.94,11,12,3,11,10,10,11,13,3,2,3,8,8,8,12,1,9,13,9,5,8,5,2,7,7,2,12,5,7,5,3,10,12,11,13,10,11,12,1,1,11,11,10,9,8,3,- -  -,,12
Ryan Clampin,D/WB (L),6.94,6.94,14,10,1,10,11,11,11,11,2,3,2,11,8,10,13,3,11,14,12,6,10,5,3,12,11,1,8,11,11,6,1,11,12,11,11,8,11,10,1,2,10,10,12,12,14,4,- -  -,,13
Cheye Alexander,D/WB (RL),6.94,6.94,13,10,3,10,12,11,8,11,3,2,1,11,6,10,12,2,8,13,9,7,9,5,1,7,7,1,6,10,9,7,3,10,9,8,12,9,9,10,1,1,8,11,8,12,9,1,- -  -,,12
Reece Hannam,D/WB (L),6.93,6.93,12,7,1,10,11,10,9,14,2,2,3,10,6,10,13,2,11,14,9,10,8,6,3,13,8,1,3,3,9,2,2,9,8,9,10,5,10,8,2,4,9,11,8,10,11,3,- -  -,,14
Liam Gibson,"D (LC), WB (L), DM, M (C)",6.93,6.93,11,11,2,10,11,13,13,12,3,2,2,15,4,10,11,2,10,11,11,9,7,7,1,13,9,1,5,12,8,7,1,9,9,11,8,8,13,9,4,3,13,10,10,11,12,2,- -  -,Wnt,11
Josh Key,D/WB/M/AM (R),6.93,6.93,13,9,3,11,10,8,8,13,3,1,3,7,8,10,14,1,9,13,8,11,8,8,3,10,9,1,8,11,10,7,2,9,14,10,10,8,10,9,2,3,9,12,9,13,7,3,- -  -,,12
Kane Smith,D/WB (R),6.93,6.93,13,11,1,10,10,12,11,8,3,3,3,10,5,7,14,3,15,16,9,5,10,7,1,7,11,2,10,11,9,5,3,12,16,8,14,5,12,8,1,3,12,8,11,10,6,1,- -  -,,13
Michael Kelly,"D (RLC), WB/M (L)",6.93,6.93,9,10,3,7,12,10,10,10,3,3,3,11,6,10,12,2,11,9,11,8,6,11,2,12,6,1,9,8,7,7,1,5,10,10,12,3,12,9,1,2,12,11,12,8,12,2,- -  -,,12
