Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Maziar Kouhyar,"M (R), AM (RLC)",7.27,7.27,14,11,1,12,13,4,8,10,2,2,3,5,9,11,11,1,10,14,5,5,10,7,2,10,5,3,12,12,12,8,1,12,18,7,10,12,7,11,1,3,13,13,10,11,10,1,- -  -,Unh,11
Tyler Blackwood,"M (R), AM (RL), ST (C)",7.25,7.25,10,9,3,10,8,4,10,9,4,2,3,5,9,10,13,1,11,14,5,6,10,8,3,12,10,2,5,12,10,11,2,9,3,8,7,6,9,10,1,1,6,7,10,10,3,2,- -  -,,12
James McClean,"D/WB (L), M/AM (RL)",7.23,7.23,18,11,2,11,13,6,12,10,3,1,1,7,9,10,9,3,12,13,6,7,14,8,2,9,10,2,12,13,10,10,2,9,13,9,9,11,10,12,2,3,14,13,8,8,18,1,- -  -,,9
Muhammadu Faal,"AM (RL), ST (C)",7.12,7.12,11,6,2,9,6,2,11,11,2,2,2,5,8,8,14,3,6,11,2,1,7,2,3,15,5,1,4,15,11,11,3,11,7,4,6,1,3,10,3,2,8,12,3,15,7,1,- -  -,,14
Ollie Crankshaw,"M/AM (RL), ST (C)",7.12,7.12,11,9,3,9,7,5,9,12,4,1,2,5,8,9,13,1,11,13,4,2,8,4,1,9,6,1,8,16,9,10,1,12,13,7,9,7,7,9,3,4,8,10,9,13,9,1,- -  -,,14
Aidan Barlow,"M/AM (RLC), ST (C)",7.12,7.12,10,12,1,11,7,4,7,13,3,1,1,5,11,12,12,2,11,12,4,2,8,7,2,7,5,3,9,13,12,9,2,10,14,7,10,11,8,10,4,2,10,8,9,14,9,4,- -  -,,11
Alex Newby,"M/AM (RLC), ST (C)",7.12,7.12,9,10,3,10,8,3,6,10,3,2,1,4,8,11,11,1,11,8,4,4,9,6,1,5,5,2,10,12,11,10,3,11,11,7,10,8,7,11,2,3,7,11,9,11,5,1,- -  -,,11
Deri Corfe,M/AM (L),7.11,7.11,9,8,1,10,8,4,11,12,1,1,3,6,5,12,13,1,10,7,6,7,12,7,3,10,7,2,5,11,12,9,2,11,14,10,12,6,7,9,1,2,3,9,9,10,7,2,- -  -,Wnt,14
Matúš Holíček,AM (RLC),7.11,7.11,11,9,3,12,10,3,6,12,3,2,4,6,7,11,12,3,12,10,2,3,6,8,3,10,5,3,6,13,9,8,3,12,13,9,8,7,10,10,2,2,7,12,10,8,8,1,- -  -,,10
Alex Hurst,"M (RL), AM (RLC), ST (C)",7.11,7.11,14,10,3,8,14,7,11,14,1,1,3,5,8,8,12,4,10,12,4,3,9,8,1,8,5,1,4,9,8,6,2,10,12,8,9,8,7,9,2,1,11,9,8,13,14,4,- -  -,,11
