UID,Name,Position,Pas %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
2000085921,Darren Yapi,ST (C),62%,12,13,9,11,12,9,11,7,6,12,8,13,9,7,11,12,8,8,10,9,7,6,8,8,14,12,12,4,8,7,4,12,9,11,5,9,1,3,1,1,1,1,2,1,1,3,1,- -  -,Loa
51069403,Jonathan Osuna,ST (C),80%,13,13,7,10,14,13,8,9,10,7,8,12,6,8,9,12,5,9,6,6,7,7,5,4,11,13,13,6,9,7,1,6,7,7,1,12,3,1,3,3,3,1,1,1,2,2,1,- -  -,
2000200762,Gareth Smith-Doyle,ST (C),59%,12,12,2,11,15,11,8,6,10,12,6,13,5,8,16,13,6,10,3,5,6,6,5,2,10,13,11,5,10,4,1,3,6,9,1,9,1,2,2,3,1,3,2,3,2,3,3,- -  -,
2000158811,Chris Donovan,ST (C),89%,11,12,9,12,5,12,13,11,7,11,5,10,7,8,16,12,1,14,8,7,8,13,6,7,14,12,12,3,10,8,1,7,11,8,2,13,2,2,3,1,2,2,3,1,1,3,3,- -  -,
2000130687,Marinho Vázquez,ST (C),57%,13,14,6,4,12,13,6,7,5,10,5,8,3,8,16,9,13,11,7,5,7,7,5,7,8,13,11,5,9,4,4,3,5,9,1,10,3,2,2,1,1,3,3,3,2,3,2,- -  -,Inj
2000128157,Leonel Prieto,ST (C),89%,13,13,6,2,15,12,6,1,7,12,4,13,7,8,9,6,12,13,5,5,7,6,6,5,13,13,10,6,13,2,1,5,5,7,5,6,1,3,3,3,3,2,2,1,4,1,1,- -  -,
2000114536,Woobens Pacius,ST (C),74%,13,12,11,12,10,13,11,12,8,9,9,12,11,8,4,9,3,9,10,11,8,11,10,9,11,14,9,10,10,11,7,5,10,14,5,10,2,2,3,1,2,1,3,3,3,1,2,- -  -,
51055058,Vladimir Moragrega,ST (C),80%,12,11,11,7,9,12,10,8,11,13,10,10,9,9,10,11,9,11,7,12,11,13,7,8,10,12,11,5,13,10,8,6,10,10,7,11,4,4,3,2,2,3,1,3,2,2,1,- -  -,Wnt
72013704,Marcus Haber,ST (C),58%,11,8,14,14,7,10,12,13,3,10,6,10,8,9,3,3,5,6,10,10,8,4,4,6,7,10,12,7,14,7,6,9,10,13,4,10,3,3,3,3,1,1,1,3,2,3,3,- -  -,
14134829,Lisandro Cabrera,ST (C),70%,10,12,12,10,15,9,13,12,6,13,3,11,9,9,2,10,7,12,4,12,11,12,8,8,9,10,10,9,13,10,8,4,9,11,6,13,1,1,2,1,1,2,1,1,3,2,3,- -  -,Inj
