UID,Name,Position,Pas %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
2000197595,Eldin Ramovic,ST (C),79%,11,8,4,6,14,7,6,4,7,8,4,12,5,4,14,6,11,12,4,4,5,4,4,3,13,14,3,4,13,5,2,4,5,5,2,4,3,3,1,2,3,2,3,1,3,3,4,- -  -,
2000194079,Leonit Ibrahimi,ST (C),54%,11,10,3,7,12,10,7,4,13,11,2,7,2,4,14,12,2,12,3,3,3,3,4,2,7,10,11,3,12,1,2,1,3,2,1,9,3,2,1,2,1,2,3,1,3,1,2,- -  -,Yth
2000197572,Dorde Smiljic,ST (C),81%,12,12,3,8,15,12,5,5,8,2,4,4,1,4,16,12,9,4,3,3,1,4,1,2,9,12,12,1,9,4,1,1,4,1,1,11,3,1,1,2,1,2,2,2,2,3,4,- -  -,Ama
16324763,Manuel Möß,ST (C),59%,12,12,5,8,15,12,11,8,6,9,7,8,5,5,18,9,12,12,5,5,5,6,4,4,9,12,11,1,10,6,1,4,6,8,1,8,2,3,2,3,3,1,1,2,1,4,3,- -  -,
2000209831,Yann Ferreira,ST (C),50%,12,11,6,10,11,13,12,4,12,5,6,12,5,5,17,8,7,9,2,4,4,7,3,2,5,9,7,1,12,3,1,1,6,7,1,7,2,1,2,2,1,1,3,2,2,1,3,- -  -,
2000025798,Raul Ferreira,ST (C),66%,10,9,5,8,13,11,5,4,11,10,1,9,5,5,8,8,1,12,5,4,4,5,4,3,10,13,13,4,8,5,3,1,5,7,1,9,3,2,1,1,3,1,3,3,3,3,2,- -  -,
2000186996,Krystian Kardyś,ST (C),78%,14,13,6,8,15,13,8,9,9,8,2,12,5,5,8,11,11,8,4,5,6,7,1,1,7,8,13,2,12,7,3,1,6,4,5,9,1,4,1,3,1,4,2,1,1,3,3,- -  -,Inj
2000140696,Ondřej Sprinz,ST (C),57%,13,13,6,1,14,13,7,5,8,10,2,13,4,6,9,10,1,14,6,5,4,6,5,3,13,10,7,5,14,7,1,5,5,3,1,9,3,2,2,3,2,3,1,3,3,3,4,- -  -,
2000135031,Kacper Dudek,ST (C),60%,13,11,7,15,10,13,4,10,10,6,6,13,5,6,17,8,7,8,4,5,3,6,3,6,13,8,11,5,9,5,1,4,6,5,1,7,2,2,3,1,4,1,1,3,2,1,1,- -  -,
2000148457,Lukáš Bergmann,ST (C),83%,12,12,5,12,18,12,6,3,11,5,6,6,5,6,15,6,1,8,5,4,3,4,2,1,11,13,11,3,11,5,1,1,5,2,1,5,1,1,1,1,1,3,2,1,3,1,3,- -  -,
