UID,Name,Position,Pas %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
2000230630,Mohamed Eid,ST (C),60%,13,12,3,11,13,13,8,5,6,12,7,9,3,5,16,11,7,13,8,6,2,7,3,4,13,13,13,2,12,5,1,5,7,5,5,11,1,2,1,3,1,4,3,2,1,2,1,- -  -,
19149114,Jean Moser,ST (C),81%,12,13,11,10,12,14,12,12,10,5,8,11,7,5,12,8,3,10,6,7,7,8,7,6,11,10,13,2,8,8,2,2,8,6,1,11,3,1,2,1,3,1,2,3,1,2,3,- -  -,
13209501,Yassine Lamine,ST (C),79%,13,13,7,9,10,13,12,5,8,6,4,11,7,5,12,12,9,13,7,6,7,8,3,6,13,13,11,6,13,7,1,5,4,5,1,9,1,1,3,3,1,2,2,3,2,2,3,- -  -,
2000137608,Mohamed Aimen Akziz,ST (C),75%,13,11,6,5,10,9,11,3,11,12,7,7,6,6,6,10,13,9,6,5,5,6,5,5,11,13,13,5,12,7,1,5,6,7,1,10,3,2,2,1,3,3,2,3,2,2,1,- -  -,
13166346,Basem Morsy,ST (C),79%,11,12,12,11,11,12,11,13,18,14,17,10,8,6,15,8,14,13,8,9,11,15,6,7,11,13,11,11,14,10,4,5,11,10,7,13,3,1,4,3,2,2,2,2,3,3,2,- -  -,
2000077938,Youssef Mehri,ST (C),81%,13,12,9,13,13,13,11,12,12,12,6,11,6,6,6,10,1,13,4,8,8,9,7,6,13,13,14,7,11,4,1,7,9,5,5,12,3,2,2,3,1,1,1,2,3,1,2,- -  -,
2000121688,Ahmed Al-Ajnaf,ST (C),76%,13,13,7,10,8,13,12,5,6,9,7,9,7,6,15,12,11,11,7,6,4,8,5,5,13,13,12,2,13,7,4,5,4,4,3,9,1,4,1,1,2,3,2,3,3,1,3,- -  -,
2000171820,Mohammed Al-Deek,ST (C),74%,11,10,7,10,10,10,12,7,10,4,7,11,7,6,7,9,5,13,3,6,2,6,6,5,8,14,14,1,13,6,3,5,6,8,1,9,2,3,3,2,2,3,2,2,2,3,1,- -  -,
12041702,Khaled Kamar,ST (C),80%,13,11,11,13,10,8,12,13,8,13,10,7,6,7,6,4,13,14,7,11,12,11,3,7,10,14,12,7,13,11,2,2,11,8,5,13,2,1,3,1,1,1,3,3,1,3,3,- -  -,
2000106494,Kais Fdhil,ST (C),84%,15,14,7,5,12,14,6,7,6,10,5,10,6,7,5,11,14,12,8,7,8,10,6,7,14,13,14,7,14,8,5,7,7,4,5,9,2,3,2,2,3,1,1,2,2,3,2,- -  -,
2000171537,Ahmed Al-Haddad,ST (C),59%,13,12,7,8,13,12,10,6,9,12,8,9,5,7,11,11,4,8,6,6,3,7,6,2,13,13,9,6,12,5,1,6,7,4,2,11,2,1,1,2,3,2,3,1,3,2,3,- -  -,
2000143223,Mohamed Kassou,ST (C),81%,13,13,4,9,12,13,6,7,15,13,8,10,2,7,9,12,10,13,8,6,3,7,5,2,13,13,9,6,12,6,1,6,7,3,3,9,1,3,3,2,1,1,2,1,1,2,2,- -  -,
