UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82088232,Gilberto Cronie,ST (C),7.06,13,13,7,13,13,13,12,1,13,10,5,7,7,11,15,11,13,10,7,6,7,8,4,3,13,13,9,5,13,7,1,4,6,4,1,11,2,2,2,3,2,3,1,2,2,1,3,10,18,6,7,7,7,9,9,13,12,- -  -,
2000031249,Luis Noriega,ST (C),7.14,12,12,11,10,12,13,12,10,9,14,6,7,10,11,10,13,9,7,6,7,7,5,8,6,14,14,14,6,14,5,6,7,8,8,6,13,2,1,3,2,1,3,2,3,3,1,3,10,14,4,6,8,9,10,12,13,10,- -  -,
14201348,Gastón Verón,"AM (C), ST (C)",7.01,12,12,13,12,12,12,12,14,5,13,7,9,11,11,11,12,8,14,10,13,12,12,4,9,12,13,12,8,12,13,11,6,12,11,4,13,2,3,3,2,2,1,3,2,2,3,4,8,9,13,6,6,7,7,11,9,12,- -  -,
14155178,Brian Blando,"AM (R), ST (C)",6.83,13,13,12,11,12,13,12,13,7,12,13,12,12,11,8,10,12,13,12,13,10,13,4,10,12,14,12,8,12,11,6,5,11,12,8,13,1,4,3,1,1,1,3,2,3,1,3,12,13,6,5,6,11,10,11,12,16,- -  -,
62165318,Jan Mlakar,"AM (R), ST (C)",6.80,14,12,12,11,11,13,12,10,9,12,9,13,12,11,15,11,8,14,6,13,11,12,2,7,11,12,11,6,10,9,3,4,10,11,5,12,3,3,2,3,2,1,2,3,3,1,1,14,14,8,9,12,5,10,10,11,12,- -  -,
52076823,Jamie McGonigle,ST (C),6.75,13,12,12,9,13,12,12,9,11,12,8,12,10,11,12,13,5,14,8,10,10,12,4,9,12,13,12,9,8,12,3,5,11,12,6,13,2,3,3,1,2,3,2,2,3,2,2,13,12,6,6,13,7,11,10,11,11,- -  -,
2000042608,Michael Mellon,ST (C),6.93,14,12,9,12,15,11,13,11,7,6,6,7,5,11,8,9,9,13,8,7,8,9,7,5,14,10,14,7,13,8,6,3,8,5,1,9,2,1,2,1,1,2,2,1,2,2,2,12,9,2,5,1,7,12,11,10,18,- -  -,
24041317,Marko Dabro,ST (C),6.92,14,12,11,10,11,12,11,11,14,12,12,12,10,11,14,12,8,14,5,9,11,11,5,6,12,13,12,7,11,10,7,6,9,12,7,12,3,3,4,1,2,3,1,3,2,3,2,11,9,7,13,6,11,11,11,9,9,- -  -,
14123778,Matías Tissera,"AM (RC), ST (C)",6.97,15,15,13,10,12,14,11,10,9,16,12,12,13,11,12,9,6,15,10,11,12,12,9,8,12,15,12,8,10,12,6,7,12,10,8,14,2,1,3,3,2,1,1,2,1,3,1,11,13,6,8,10,7,12,12,10,17,- -  -,Inj
