UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81041862,Tevin Scott,ST (C),6.69,13,11,11,11,13,14,10,9,6,9,9,9,9,10,6,6,13,9,6,9,9,7,8,5,13,9,9,7,9,10,4,6,10,5,7,9,2,1,3,3,3,3,1,3,1,2,4,13,12,7,6,9,2,11,9,11,11,- -  -,
19351988,Luan Capanni,ST (C),7.03,11,12,13,14,13,12,11,15,8,12,9,11,8,10,15,14,6,12,6,8,11,9,6,8,11,12,11,5,10,13,7,6,11,12,7,12,3,2,1,3,2,1,3,2,3,2,2,17,11,8,6,8,7,15,11,10,10,- -  -,
22040364,Nasko Milev,ST (C),7.47,14,13,10,11,16,13,11,10,10,10,9,10,11,10,10,10,8,12,5,10,10,13,9,10,10,12,10,7,8,9,4,5,11,10,5,11,1,1,1,3,2,3,3,1,3,3,1,14,15,7,8,11,9,14,13,13,13,- -  -,
23093734,Mohammed Al-Romaihi,ST (C),6.73,12,11,10,13,12,13,9,8,11,12,7,8,9,10,4,9,8,11,6,11,9,10,7,8,12,10,12,10,10,11,6,10,8,5,4,12,2,1,2,3,3,3,3,2,1,3,2,12,13,5,10,11,5,12,12,14,18,- -  -,
78081561,Guillermo May,"AM (LC), ST (C)",6.54,14,14,11,9,15,12,12,12,8,11,9,16,9,10,4,14,10,13,6,13,11,10,10,13,14,12,14,10,13,13,9,5,11,5,5,14,2,2,3,4,3,3,3,2,1,3,2,13,10,2,5,11,15,11,11,14,19,- -  -,
23150518,Ali Farydon,ST (C),6.85,13,13,8,8,12,13,13,5,8,10,9,13,6,10,12,12,10,10,8,7,8,8,7,5,13,13,12,7,10,6,6,5,8,11,2,8,4,3,4,3,2,3,2,2,2,2,2,14,18,5,11,1,6,10,10,9,14,- -  -,
23240495,Hassan Hazimeh,ST (C),6.60,11,11,6,4,9,12,13,9,5,12,5,12,3,10,16,15,11,9,6,5,9,10,9,10,14,7,11,15,12,6,3,2,4,1,3,11,2,2,2,2,2,1,3,4,1,3,2,12,13,7,7,2,13,11,12,11,18,- -  -,
78078563,Gonzalo Carneiro,ST (C),7.00,12,13,14,15,9,13,15,10,14,12,9,9,8,10,6,14,8,13,7,5,12,10,11,12,14,13,15,13,11,10,5,10,12,14,12,15,2,1,1,3,3,1,2,1,3,3,2,15,9,12,16,15,13,4,6,11,4,- -  -,
78043585,Gabriel Leyes,ST (C),6.75,11,10,13,13,12,12,12,10,7,11,11,8,9,10,8,12,10,9,10,9,11,13,10,12,11,13,14,12,13,12,5,9,11,12,4,13,3,1,4,1,2,2,1,1,1,1,4,8,8,7,12,8,10,11,11,13,13,- -  -,
23325128,Ziad Ahmed,ST (C),6.97,14,14,7,11,15,13,13,6,10,6,5,8,7,10,16,9,11,13,7,6,8,8,4,4,10,13,14,6,9,7,1,6,8,6,1,9,3,3,3,4,1,1,2,3,2,1,2,14,12,6,5,8,12,10,12,11,17,- -  -,
23336586,Abdoulaye Kanouté,ST (C),6.74,8,12,10,11,12,9,15,9,13,10,6,7,10,10,14,10,7,6,9,9,5,11,9,5,16,9,11,9,16,9,8,7,8,3,7,13,1,1,2,2,1,1,3,3,3,2,2,13,12,8,7,1,15,9,12,12,13,- -  -,
78020163,Abel Hernández,ST (C),6.83,13,13,11,13,13,14,12,11,10,11,11,12,11,10,16,15,10,15,8,12,12,11,6,10,12,13,12,7,12,13,6,5,13,17,7,15,3,3,2,3,1,1,1,1,1,1,3,15,9,11,8,11,16,17,16,11,12,- -  -,
23401147,Michael Olaha,ST (C),6.85,13,10,9,10,11,13,8,10,9,10,10,10,10,10,10,8,5,12,8,10,9,10,4,7,11,11,11,7,9,7,5,7,8,10,8,10,1,2,1,1,2,2,3,1,3,3,1,11,10,8,4,7,6,13,10,10,20,- -  -,
76051244,Diego Rodríguez,ST (C),6.72,12,12,12,8,12,12,12,12,8,12,11,11,10,10,9,12,13,12,8,12,10,12,6,11,12,11,11,8,10,11,1,4,12,12,5,13,3,3,1,3,3,3,2,2,1,1,3,9,12,1,9,6,9,11,11,10,17,- -  -,
76050788,Mayer Vidal,ST (C),7.41,12,11,10,8,12,12,12,9,15,8,8,11,8,10,10,13,13,14,7,7,9,8,7,6,14,14,14,6,10,7,2,5,9,9,3,13,1,4,2,2,4,2,1,2,1,4,4,10,15,1,10,12,12,11,10,11,9,- -  -,
76049830,Jhon Mena,"AM (C), ST (C)",6.76,12,10,12,10,11,12,13,11,6,10,6,11,10,10,10,12,5,12,10,9,11,11,8,12,11,10,10,4,8,10,5,7,11,7,8,15,1,1,3,4,1,4,1,3,3,2,3,10,9,4,10,2,8,9,13,10,15,- -  -,
67118371,Álvaro Vázquez,ST (C),7.82,13,13,12,12,12,12,12,11,9,10,9,11,12,10,9,12,8,13,7,12,12,11,9,11,12,12,13,10,12,12,8,7,11,12,7,14,3,3,3,2,1,1,2,3,3,2,4,11,12,14,7,12,12,12,12,10,12,- -  -,
24025990,Jakov Puljić,"AM (C), ST (C)",6.79,12,12,14,14,12,12,12,6,14,12,8,12,11,10,12,14,7,15,5,8,12,14,12,11,13,14,13,14,13,14,8,5,12,14,6,14,4,1,2,3,2,1,3,2,2,1,2,14,12,4,13,14,12,12,14,5,16,- -  -,
66034911,Kim Seung-Joon,ST (C),7.36,13,13,11,9,12,13,13,11,10,12,9,12,8,10,7,9,12,14,8,10,10,8,9,8,13,12,9,9,9,7,4,5,9,11,7,12,3,3,2,2,1,2,1,1,1,2,1,10,9,5,8,3,7,6,7,12,8,- -  -,Opt
58128193,Idris Umaev,ST (C),7.41,12,15,13,10,12,12,11,8,10,12,11,12,8,10,12,11,12,13,5,10,11,8,12,11,12,12,11,13,8,7,3,5,10,9,5,12,1,3,3,1,3,1,3,1,3,1,4,12,11,7,11,13,6,12,7,12,7,- -  -,
58154447,Artur Maximchuk,"AM (C), ST (C)",7.46,13,14,10,11,14,13,12,9,5,9,10,11,10,10,3,14,13,12,7,8,9,10,9,6,12,10,11,9,9,9,4,3,9,9,3,12,3,1,3,3,2,1,3,2,3,1,3,11,19,6,5,6,14,9,11,10,19,- -  -,
25058300,Ibrahima Ndiaye,ST (C),6.86,12,12,6,6,9,12,12,8,12,6,6,9,6,10,4,10,12,10,6,5,6,7,4,3,12,13,11,5,10,2,1,5,6,3,1,10,3,3,1,2,2,1,2,3,1,2,1,10,12,2,7,8,8,12,11,13,14,- -  -,
27110636,Emil Riis,ST (C),6.71,15,14,12,13,7,14,12,12,10,11,12,11,10,10,7,13,9,14,6,12,10,13,10,11,13,15,10,10,9,13,17,5,10,13,5,11,1,3,2,3,3,1,3,1,2,1,1,8,8,10,14,9,5,11,8,6,7,- -  -,Set
59006085,Mirlan Murzaev,ST (C),7.43,11,9,8,8,14,10,9,7,11,8,5,13,9,10,16,12,12,10,9,8,9,10,8,5,7,12,12,8,11,7,6,5,7,8,4,14,3,1,1,1,3,3,1,3,4,1,3,12,14,6,11,10,14,12,11,10,18,- -  -,
83113673,Pedro Marques,ST (C),6.59,14,14,13,10,14,13,11,11,11,15,15,12,13,10,15,13,8,14,7,10,10,13,9,8,13,14,13,8,10,9,5,5,11,13,5,13,1,3,2,2,3,1,4,3,1,1,1,12,14,5,8,15,5,14,8,14,13,- -  -,
28122936,Christian Saydee,"AM (C), ST (C)",7.04,14,12,10,12,11,14,12,11,10,7,7,9,8,10,2,11,7,11,7,10,9,12,6,7,10,11,10,6,8,7,5,5,9,9,6,9,1,3,1,1,1,1,3,2,1,3,1,12,8,6,5,10,10,13,10,8,20,- -  -,
28128172,Daniel Jebbison,ST (C),7.62,15,14,13,11,13,14,13,12,12,13,11,12,8,10,11,13,8,12,9,10,12,12,7,9,14,13,12,9,11,11,6,5,11,10,6,12,3,2,3,3,3,1,1,2,3,1,3,14,10,8,11,10,10,11,7,10,10,- -  -,
29058280,Tom Nichols,"AM (C), ST (C)",6.78,12,12,13,11,14,12,13,7,9,9,11,9,11,10,11,12,14,9,8,13,13,13,5,7,11,11,13,8,12,10,5,4,11,10,4,13,3,4,2,3,2,2,1,3,3,3,2,8,9,7,9,10,6,11,13,10,12,- -  -,
