Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Will Randall,M/AM (RL),7.28,7.28,12,10,1,12,13,5,7,12,3,3,1,6,8,10,11,2,12,12,5,1,10,6,3,9,9,1,10,13,11,10,3,13,11,8,11,12,8,10,1,1,11,10,11,13,6,1,- -  -,Wnt,11
Jacob Mendy,WB/M/AM (L),7.25,7.25,12,9,1,12,10,7,11,12,3,2,4,7,10,9,12,3,10,14,5,6,10,6,3,9,4,3,6,8,9,5,2,13,7,8,12,6,8,10,1,3,4,5,8,14,3,2,- -  -,Lst,11
Luke Hannant,M/AM (RLC),7.20,7.20,13,9,2,9,11,9,9,13,1,2,1,10,5,9,11,1,9,15,10,5,8,9,3,6,7,3,10,7,9,6,1,9,14,7,9,10,10,9,1,2,12,11,10,11,12,2,- -  -,Wnt,12
Daniel Powell,M/AM (RL),7.09,7.09,14,7,1,8,12,7,11,12,3,1,3,9,9,9,12,1,11,12,6,10,9,6,1,11,7,3,6,13,10,10,2,11,11,7,11,6,7,9,3,2,11,10,11,9,8,3,- -  -,,12
Ollie Crankshaw,"M/AM (RL), ST (C)",7.03,7.03,12,9,3,9,7,6,8,12,4,1,2,5,8,9,14,1,11,13,4,2,8,4,1,8,7,1,8,16,9,10,1,12,13,7,9,8,8,9,3,4,8,10,9,13,9,1,- -  -,Wnt,14
Nana Boateng,"M (RL), AM (RLC)",7.02,7.02,12,9,3,10,11,7,8,11,1,1,3,10,6,10,12,3,12,12,7,6,8,8,2,7,7,1,9,12,11,9,3,13,13,9,11,9,11,10,2,3,7,10,10,11,8,1,- -  -,,13
George Thomson,M/AM (RC),7.01,7.01,13,12,1,12,11,7,11,11,1,2,2,7,10,12,10,3,12,10,6,3,13,10,3,11,10,2,10,12,11,12,3,11,10,10,13,12,9,11,3,1,11,9,10,9,7,1,- -  -,Wnt,10
Matthew O'Neill,M/AM (R),7.00,7.00,11,9,2,12,7,4,7,6,2,2,2,6,4,10,10,1,9,8,6,6,7,9,2,11,6,2,6,12,13,13,3,11,8,11,10,6,6,6,3,2,1,2,8,9,8,3,- -  -,Ask,9
Matty Kosylo,"M (RL), AM (RLC)",7.00,7.00,12,7,3,12,10,2,8,9,1,1,3,5,6,10,12,2,10,12,2,1,6,4,2,6,4,3,9,12,8,8,1,9,13,7,10,5,11,10,3,3,8,7,9,11,14,1,- -  -,,11
Theo Archibald,M/AM (RL),6.98,6.98,14,9,3,12,10,8,8,14,3,2,2,8,9,10,13,1,12,10,7,7,13,7,3,10,7,1,8,13,9,10,3,13,13,10,14,8,10,9,1,1,13,11,10,8,13,2,- -  -,,14
