Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Luke Southerington,GK,7.50,7.50,2,3,7,1,1,2,6,2,5,12,5,9,3,3,5,5,1,13,3,3,2,4,5,13,1,12,5,2,1,1,5,2,7,13,1,1,6,5,6,7,5,5,2,13,8,9,- -  -,U18,6
Rory Watson,GK,7.47,7.47,9,7,11,10,12,3,10,6,10,12,2,10,3,10,7,10,2,11,1,1,2,9,9,12,2,13,7,2,9,3,6,3,13,9,1,4,8,10,9,9,12,11,9,10,13,13,- -  -,,7
Bogdan Marian,GK,7.20,7.20,6,6,6,6,5,2,7,4,11,9,10,11,3,8,12,4,2,13,5,3,1,10,6,7,2,8,6,3,5,2,5,2,11,14,1,3,6,7,6,8,11,8,6,7,12,4,- -  -,,12
Scott Flinders,GK,6.97,6.97,12,8,10,10,13,3,12,10,7,11,10,13,4,7,7,12,5,10,1,3,1,8,10,12,10,10,4,8,9,3,3,1,15,12,3,2,12,11,9,13,13,12,10,9,11,11,- -  -,,5
Ben Hinchliffe,GK,6.93,6.93,13,7,9,6,12,3,13,9,11,12,10,10,8,7,7,12,1,13,3,3,2,9,11,11,5,11,6,2,6,2,5,1,15,9,1,5,10,10,11,11,14,10,9,9,13,11,- -  -,,9
Archie Mair,GK,6.88,6.88,8,9,12,8,9,3,12,9,6,13,6,11,6,8,5,13,1,10,2,2,2,7,14,12,5,13,8,2,8,2,5,2,7,12,3,4,12,14,13,12,12,11,12,13,10,12,- -  -,,5
Daniel Langley,GK,6.86,6.86,7,3,11,7,8,1,10,4,9,11,9,11,3,10,13,11,1,15,1,1,2,12,10,17,1,11,5,3,5,2,3,3,14,9,3,4,8,7,10,8,15,9,13,17,8,16,- -  -,,12
Brad House,GK,6.85,6.85,8,8,8,7,10,1,10,7,8,13,11,11,2,8,8,9,2,8,1,2,1,7,14,12,7,11,4,4,8,1,7,3,11,7,3,3,8,9,8,8,12,9,9,11,8,13,- -  -,Wnt,8
Ross Fitzsimons,GK,6.85,6.85,9,2,7,6,9,3,12,8,9,9,6,10,2,7,13,9,1,12,2,2,2,8,11,13,5,11,6,3,7,2,8,1,12,6,1,2,11,11,11,10,10,10,8,9,8,10,- -  -,,15
Elliot Justham,GK,6.84,6.84,13,12,11,6,12,1,10,5,7,14,12,13,1,6,5,13,12,12,1,4,1,12,12,15,2,11,1,1,3,1,8,1,10,12,1,1,11,10,12,13,10,7,10,6,7,13,- -  -,,5
Sam Slocombe,GK,6.83,6.83,12,11,11,10,13,10,6,11,8,12,10,12,6,8,11,13,9,13,10,9,6,11,11,12,5,12,6,4,9,5,4,8,11,9,10,10,10,11,13,6,8,11,10,8,3,10,- -  -,,7
Lawrence Vigouroux,GK,6.82,6.82,10,14,13,14,11,1,13,13,14,12,10,11,2,8,10,13,3,15,3,3,2,14,15,13,7,10,4,3,9,1,15,1,12,10,1,3,9,9,9,11,12,11,11,12,15,13,- -  -,,12
Ellery Balcombe,GK,6.81,6.81,13,9,13,8,12,3,13,12,13,13,13,14,1,12,10,13,3,12,1,3,1,7,13,16,6,13,2,3,9,1,11,1,12,10,3,2,13,14,10,12,14,12,12,13,8,13,- -  -,,10
Jayson Leutwiler,GK,6.81,6.81,10,6,12,7,10,2,11,10,7,14,18,12,2,7,7,10,1,10,2,3,2,10,10,16,10,9,7,3,7,2,3,3,9,6,1,4,9,7,11,10,12,9,9,12,8,12,- -  -,Wnt,6
Louis Jones,GK,6.80,6.80,9,7,10,8,8,5,9,10,9,11,12,11,3,7,5,11,1,10,2,1,1,7,9,13,2,10,4,1,8,3,6,4,12,11,1,3,12,10,9,9,11,8,9,10,7,13,- -  -,,6
Tom Scott,GK,6.80,6.80,6,6,8,4,7,1,6,3,13,13,10,9,4,7,10,11,1,12,3,2,2,2,7,8,1,13,4,3,2,3,12,2,7,13,3,3,8,7,4,10,13,8,7,7,9,11,- -  -,,10
Alfie Brooks,GK,6.80,6.80,10,10,10,10,10,3,10,11,10,12,9,10,3,10,9,10,1,8,3,2,3,8,12,12,7,10,6,1,9,2,5,1,12,9,1,1,10,9,10,9,10,10,10,11,5,12,- -  -,,9
Lee Burge,GK,6.79,6.79,10,4,10,8,9,2,12,10,12,14,7,12,1,11,10,13,9,13,1,3,3,6,9,13,8,12,6,6,11,1,5,3,13,10,1,4,11,10,10,10,12,10,10,13,4,13,- -  -,,10
Arthur Okonkwo,GK,6.79,6.79,8,6,10,6,12,3,14,11,9,16,7,12,2,8,10,15,3,8,2,1,3,5,10,16,7,13,7,2,7,2,9,2,12,9,3,5,10,8,10,14,12,14,10,13,5,16,- -  -,,8
Blondy Noukeu,GK,6.78,6.78,11,8,12,8,8,1,12,13,9,13,11,9,1,7,9,10,3,12,1,3,2,5,7,12,8,11,5,2,7,3,12,3,6,10,2,2,10,9,9,8,8,7,9,12,13,12,- -  -,Set,8
Tobi Oluwayemi,GK,6.77,6.77,6,8,9,6,8,1,6,2,10,13,12,7,3,13,12,12,3,15,1,3,2,8,11,14,1,13,6,1,3,2,5,1,4,14,2,3,10,8,13,11,12,8,9,11,6,12,- -  -,,11
Nathan Broome,GK,6.77,6.77,7,7,9,5,7,2,7,7,7,12,5,11,1,8,9,12,2,15,2,2,2,2,12,10,1,10,6,1,1,1,7,1,9,14,3,3,11,9,9,11,11,9,11,12,7,10,- -  -,,9
Dillon Barnes,GK,6.77,6.77,9,7,10,8,9,3,12,11,14,14,8,10,2,10,9,11,2,9,2,3,3,7,9,15,6,10,6,7,9,3,14,1,12,9,1,3,8,7,9,10,10,10,9,13,7,13,- -  -,,9
Rob Lainton,GK,6.75,6.75,8,10,12,9,9,1,11,10,12,14,9,10,3,13,10,12,9,11,3,2,1,5,4,14,2,12,6,4,8,2,6,1,14,10,3,3,9,9,12,8,8,10,9,10,8,13,- -  -,,8
Ryan Boot,GK,6.73,6.73,9,12,9,13,13,2,8,9,6,11,4,11,2,8,9,11,3,10,2,1,3,7,11,13,2,13,3,7,10,2,14,3,10,10,2,2,9,10,11,9,12,9,11,12,4,13,- -  -,,8
Harry Lewis,GK,6.73,6.73,9,12,7,12,10,1,12,9,12,13,11,10,3,12,8,10,3,9,2,1,3,10,13,13,2,10,7,2,11,3,9,2,15,12,2,4,9,12,9,9,15,10,15,12,5,14,- -  -,Wnt,9
Christy Pym,GK,6.73,6.73,10,11,8,12,10,1,10,12,11,16,7,10,2,13,9,8,1,13,3,3,2,6,12,8,10,13,6,2,12,2,9,2,13,11,3,4,12,9,13,9,8,12,11,13,6,8,- -  -,,11
Joe Day,GK,6.72,6.72,10,10,12,6,14,1,12,14,3,14,10,12,2,8,9,11,3,15,2,2,1,12,11,12,2,10,5,3,6,1,7,1,17,10,1,3,10,12,10,12,10,10,9,12,9,11,- -  -,,8
Jonathan Mitchell,GK,6.72,6.72,12,7,13,8,11,2,9,13,9,10,13,13,2,10,9,12,1,12,3,3,2,9,11,12,6,11,7,1,7,1,6,2,13,11,3,4,11,9,9,10,13,12,11,14,5,12,- -  -,Opt,7
Aaron Chapman,GK,6.71,6.71,13,8,14,9,12,2,15,13,11,11,6,9,1,8,8,9,1,8,1,1,2,9,11,19,8,10,6,1,8,2,4,3,13,10,1,3,10,11,10,10,14,10,11,10,11,16,- -  -,,9
Sol Brynn,GK,6.70,6.70,10,10,10,11,10,1,12,10,7,13,5,12,2,12,9,12,2,9,2,3,3,7,12,11,10,12,8,3,11,1,4,3,18,12,2,4,13,11,12,12,11,10,10,13,7,13,- -  -,,8
Billy Johnson,GK,6.70,6.70,8,5,9,9,9,2,9,8,7,10,5,9,1,9,5,12,3,7,1,3,2,3,7,14,4,10,5,8,6,3,2,3,14,8,1,3,8,8,9,11,10,8,10,9,4,13,- -  -,,5
Nik Tzanev,GK,6.69,6.69,9,8,13,8,9,1,10,10,11,13,5,9,3,10,9,13,7,14,3,2,1,6,8,14,5,15,1,4,9,1,3,8,13,9,3,1,7,12,10,13,10,7,9,13,4,14,- -  -,Set,8
Steve Arnold,GK,6.69,6.69,9,5,10,6,9,1,11,10,11,10,8,8,1,9,6,9,1,8,1,2,3,5,7,15,4,11,6,2,6,2,5,1,17,11,3,3,9,9,9,9,14,10,12,11,4,15,- -  -,Opt,4
Joe McDonnell,GK,6.68,6.68,8,6,12,6,8,4,8,8,6,12,8,11,5,6,6,14,7,8,3,2,1,5,8,13,3,12,2,2,5,2,5,4,10,13,2,3,10,13,12,11,11,12,9,12,3,11,- -  -,,7
Brad Young,GK,6.68,6.68,9,5,12,6,8,1,12,9,10,13,7,10,3,10,9,13,2,10,3,3,3,8,12,14,2,13,5,2,5,1,5,2,14,7,1,3,12,11,12,12,10,11,11,12,9,15,- -  -,,7
Tom Smith,GK,6.67,6.67,10,9,9,9,11,2,13,15,7,12,6,11,3,9,6,9,1,12,3,1,1,1,7,15,6,11,2,3,9,1,5,2,17,9,1,3,9,10,7,11,9,10,12,9,5,15,- -  -,,8
Tom Billson,GK,6.67,6.67,8,9,10,7,9,2,12,6,6,13,13,11,3,9,8,10,3,12,2,2,1,6,10,14,1,9,8,3,5,1,2,2,17,14,1,5,9,10,8,11,7,10,13,9,5,12,- -  -,,8
Josh Strizovic,GK,6.67,6.67,8,8,8,5,9,2,8,9,5,11,4,9,2,5,9,8,1,12,3,3,1,7,7,11,2,11,2,3,5,1,7,1,16,8,2,3,9,9,11,10,10,10,13,11,10,9,- -  -,,10
Matt Jones,GK,6.67,6.67,11,7,13,10,11,1,11,12,12,11,12,11,1,9,7,10,9,14,2,2,2,9,12,13,5,11,8,3,8,3,8,1,14,10,1,6,12,9,10,11,12,12,10,10,10,12,- -  -,,7
Lucas Covolan,GK,6.66,6.66,9,5,9,8,9,3,12,8,15,11,11,8,3,8,9,11,3,9,2,3,1,8,12,14,11,13,3,9,11,2,15,2,12,8,3,1,10,11,9,11,9,10,9,9,14,15,- -  -,,8
Jonny Maxted,GK,6.65,6.65,10,10,8,10,10,1,10,12,10,13,8,10,3,10,7,10,5,13,2,1,2,8,13,12,10,10,6,3,8,3,13,3,17,10,2,1,10,8,12,8,12,8,10,12,7,8,- -  -,,8
Matt Rowley,GK,6.64,6.64,8,7,9,1,8,2,4,4,11,11,9,9,1,8,6,9,3,14,3,2,2,7,12,11,1,14,6,3,6,2,5,2,5,14,2,4,9,5,12,14,5,8,8,11,11,12,- -  -,,7
Paul Farman,GK,6.63,6.63,11,7,14,9,12,2,12,13,9,12,12,9,3,10,6,11,1,14,3,3,3,11,17,15,5,11,8,6,10,3,12,2,12,8,1,4,9,6,11,8,12,12,10,10,4,12,- -  -,,8
Luca Ashby-Hammond,GK,6.63,6.63,6,7,10,1,7,3,5,1,8,8,5,8,13,5,11,13,1,13,1,1,1,11,15,7,1,12,3,1,1,1,14,2,4,13,1,1,9,8,9,7,13,3,9,11,5,13,- -  -,,11
Marcus Dewhurst,GK,6.63,6.63,10,8,12,10,11,2,10,8,12,12,7,10,3,9,9,12,3,7,3,1,1,9,14,12,2,13,8,3,10,2,6,2,13,8,3,3,9,10,10,11,13,10,10,14,9,12,- -  -,Wnt,10
Lewis Ward,GK,6.63,6.63,10,9,14,11,10,1,7,5,10,14,7,8,1,10,8,13,3,17,1,1,1,7,13,15,2,11,6,1,10,2,6,2,12,10,3,3,11,9,10,11,12,13,10,9,6,15,- -  -,,10
Laurie Walker,GK,6.63,6.63,12,5,12,4,13,2,10,12,8,13,7,7,1,3,9,10,8,11,3,2,1,10,10,15,2,9,7,2,3,1,7,1,10,9,3,3,10,8,10,8,12,10,9,13,4,9,- -  -,,10
Mateusz Hewelt,GK,6.62,6.62,8,7,11,4,11,3,10,11,6,12,6,11,3,8,9,10,10,12,1,2,3,8,11,12,3,11,6,6,6,1,6,3,7,11,1,3,11,11,10,9,9,12,9,11,11,10,- -  -,Wnt,9
Sam Sargeant,GK,6.62,6.62,8,8,11,7,9,3,8,8,16,12,5,6,1,11,14,9,3,14,3,1,3,7,10,11,2,10,4,3,7,3,5,3,8,11,1,2,12,5,9,9,6,4,12,8,8,10,- -  -,,13
Ross Doohan,GK,6.61,6.61,9,11,8,10,8,3,9,9,11,11,5,12,2,10,15,11,1,9,2,1,1,3,14,14,7,11,8,1,9,1,5,1,9,11,1,5,12,9,6,12,10,10,10,13,8,13,- -  -,,11
Max Crocombe,GK,6.61,6.61,12,9,8,8,14,2,11,14,13,11,12,8,2,6,11,10,2,10,1,2,3,7,12,16,2,10,5,1,9,1,8,3,12,9,2,4,10,9,10,12,11,8,11,12,5,13,- -  -,Wnt,11
Mark Halstead,GK,6.61,6.61,11,5,9,6,10,3,11,9,5,13,15,11,3,8,8,11,1,9,1,3,1,3,12,14,3,8,5,2,5,1,2,1,13,9,3,1,11,9,10,7,11,12,12,11,6,8,- -  -,,8
Kieran O'Hara,GK,6.60,6.60,12,10,11,10,10,2,11,13,9,12,12,13,1,8,9,13,3,13,1,1,2,12,11,15,2,11,10,1,9,3,6,3,12,7,1,5,12,12,12,13,12,12,13,12,12,14,- -  -,,9
Mark Oxley,GK,6.60,6.60,12,7,9,4,14,1,11,7,9,12,9,12,3,12,6,12,1,11,3,2,2,9,15,13,1,12,2,3,5,2,8,2,11,7,1,2,14,12,10,8,11,8,10,11,8,11,- -  -,Opt,5
Cieran Slicker,GK,6.60,6.60,7,8,9,4,9,1,6,5,13,12,5,10,3,11,8,10,2,15,2,1,1,10,13,11,1,10,6,2,6,2,12,2,6,9,1,4,7,7,14,8,14,9,7,16,5,10,- -  -,,11
Magnus Norman,GK,6.59,6.59,12,9,5,11,13,2,11,12,4,13,5,12,2,9,10,12,1,11,2,1,1,10,10,15,6,10,6,3,9,3,8,2,13,9,3,3,10,8,10,10,13,10,8,11,10,14,- -  -,Opt,10
Jameson Horlick,GK,6.59,6.59,4,6,6,2,6,3,5,1,5,6,8,9,1,6,13,10,1,18,1,2,2,5,12,13,1,8,7,3,1,3,5,2,15,14,2,4,12,8,6,9,11,8,6,15,8,12,- -  -,,12
Mitch Walker,GK,6.58,6.58,11,4,9,4,9,2,9,9,8,15,14,7,4,4,7,13,9,14,2,2,1,12,8,11,3,10,6,3,4,2,3,2,15,8,1,2,10,11,8,11,8,7,10,11,6,11,- -  -,,7
Owen Evans,GK,6.58,6.58,12,10,12,8,10,3,12,13,10,13,9,12,3,12,8,12,1,12,1,2,3,10,14,15,3,10,9,7,9,2,9,3,12,10,1,4,11,10,10,12,11,12,13,13,5,12,- -  -,,9
Nathan Ashmore,GK,6.58,6.58,8,4,11,4,14,2,12,4,10,17,15,6,3,5,6,8,2,6,3,2,4,11,9,14,6,14,4,1,2,2,11,3,7,7,1,1,6,4,16,13,12,11,8,10,16,11,- -  -,,6
Lee Camp,GK,6.57,6.57,6,12,9,5,10,3,10,5,9,10,16,13,2,6,4,12,2,11,1,2,3,10,12,12,2,9,5,2,6,1,16,1,12,9,3,4,11,9,12,9,14,12,11,10,8,11,- -  -,,4
Richard O'Donnell,GK,6.57,6.57,12,9,10,8,10,3,10,13,12,13,15,10,2,9,7,11,9,15,1,2,1,8,11,13,9,11,8,4,10,1,10,3,10,11,2,3,10,8,8,8,9,12,13,11,14,11,- -  -,Wnt,10
Conor Brann,GK,6.57,6.57,4,5,5,1,5,3,4,1,13,9,11,7,2,4,10,9,2,6,1,3,1,12,7,11,1,12,5,1,2,3,5,2,12,12,1,3,11,3,5,7,13,5,7,8,7,9,- -  -,,9
Jordan Eastham,GK,6.55,6.55,11,10,10,5,11,6,10,11,12,11,9,10,5,11,12,9,2,12,5,10,5,8,15,11,7,11,8,2,10,4,12,2,6,9,4,4,9,12,10,10,8,8,9,13,4,13,- -  -,,12
Tomáš Holý,GK,6.53,6.53,10,8,11,10,11,2,16,15,9,7,12,9,1,10,7,10,2,12,2,3,2,4,15,19,7,12,6,2,8,2,10,2,13,11,2,2,11,8,10,12,12,12,11,6,2,20,- -  -,Inj,6
Ethan Wady,GK,6.53,6.53,10,10,9,6,10,1,13,7,7,8,4,8,1,7,9,9,1,10,1,2,1,13,10,14,3,8,4,2,8,2,2,1,12,7,3,3,10,11,9,11,13,14,11,10,5,14,- -  -,,12
Sam Johnson,GK,6.53,6.53,8,4,9,5,7,2,11,7,8,13,9,11,10,8,4,14,7,9,1,1,3,9,5,17,3,13,6,1,5,1,4,3,11,9,2,3,10,11,12,11,10,8,10,12,6,16,- -  -,,4
Vítězslav Jaroš,GK,6.52,6.52,12,9,10,9,12,3,9,13,8,13,11,10,3,9,10,10,1,15,1,3,1,6,10,11,6,13,6,2,8,1,5,1,13,9,1,5,11,10,10,11,11,11,10,14,11,12,- -  -,Set,11
Tarek Najia,GK,6.52,6.52,6,6,6,2,7,3,9,10,7,6,5,11,3,8,9,6,2,10,3,2,3,14,9,11,1,8,4,2,4,2,8,1,6,14,3,2,9,8,7,8,10,10,9,9,8,11,- -  -,Loa,8
Grant Smith,GK,6.51,6.51,6,9,11,5,8,2,10,8,9,14,16,8,3,12,6,13,7,8,3,2,2,5,11,12,7,12,7,11,9,1,6,3,11,8,3,3,9,9,8,9,10,8,9,12,13,12,- -  -,,7
Nick Townsend,GK,6.51,6.51,10,7,11,9,10,2,12,11,12,10,9,10,1,12,10,11,8,10,3,2,2,7,13,15,3,12,4,5,8,3,11,6,12,9,2,2,8,8,11,12,12,11,11,11,11,12,- -  -,,10
Yusuf Mersin,GK,6.50,6.50,8,9,10,9,7,3,10,9,9,13,13,9,3,8,7,9,3,13,1,2,2,8,8,15,5,9,1,4,7,1,14,2,8,11,3,2,11,10,8,8,10,9,9,9,5,14,- -  -,,7
Dániel Gyollai,GK,6.50,6.50,9,9,11,11,10,3,14,8,11,8,8,12,3,10,7,10,2,8,3,3,3,5,11,15,3,6,3,2,10,1,11,2,9,9,2,1,9,11,11,15,13,12,12,8,12,14,- -  -,Trn,9
Ashley Maynard-Brewer,GK,6.49,6.49,7,8,6,3,9,1,6,2,11,11,8,12,2,12,12,10,2,16,2,3,3,7,13,12,1,14,8,1,1,3,5,2,4,14,3,4,13,6,7,13,13,4,11,6,10,14,- -  -,,13
Ahamed Vigneswaran,GK,6.48,6.48,15,5,8,7,14,2,8,10,6,11,10,11,3,8,6,9,1,14,2,1,1,9,11,12,1,13,6,3,2,1,7,1,17,13,1,3,13,7,9,8,12,14,9,9,14,14,- -  -,Yth,8
Craig Ross,GK,6.47,6.47,7,7,10,5,10,2,12,10,8,15,13,8,2,7,7,16,2,7,3,3,3,8,8,11,7,13,6,3,6,2,8,1,8,8,1,4,4,7,13,12,11,8,8,8,10,13,- -  -,,8
Collin Andeng-Ndi,GK,6.46,6.46,11,7,9,8,11,3,6,12,10,8,8,13,5,7,11,8,8,12,1,2,2,7,9,8,2,9,4,10,8,1,15,1,4,8,2,1,8,9,10,9,10,13,12,8,6,8,- -  -,,11
Matt Gould,GK,6.46,6.46,12,8,10,10,9,1,10,9,11,12,8,8,1,5,8,12,6,11,1,1,1,6,9,14,4,10,1,7,7,1,6,1,14,11,1,1,9,9,9,9,10,9,8,10,8,10,- -  -,,9
George Ratcliffe,GK,6.44,6.44,7,6,9,2,8,1,9,8,9,10,8,8,3,6,10,10,2,11,2,1,1,14,8,10,1,9,7,1,1,1,6,2,10,15,1,3,12,10,10,9,11,10,8,12,5,9,- -  -,,8
Jake Turner,GK,6.43,6.43,10,10,11,12,10,3,11,12,10,13,9,6,3,10,12,12,4,12,1,1,3,9,10,16,3,11,5,9,8,3,11,1,8,8,1,3,10,8,9,10,7,11,7,10,9,14,- -  -,Inj,10
Adam Przybek,GK,6.43,6.43,6,9,10,6,10,5,11,11,7,11,5,10,2,8,8,9,1,10,1,1,1,11,10,10,3,10,3,1,8,1,8,2,11,8,2,2,9,8,10,11,11,9,12,12,5,13,- -  -,,10
Ethan Ross,GK,6.43,6.43,12,7,12,7,10,3,14,9,10,13,15,10,2,10,7,12,2,11,1,2,1,8,7,15,4,12,5,5,7,1,11,2,13,8,3,3,9,9,7,8,13,10,9,12,13,13,- -  -,,6
Dante Baptiste,GK,6.43,6.43,4,6,11,5,6,1,5,1,12,11,12,11,1,13,11,12,2,17,3,1,3,1,7,8,1,8,5,3,1,2,5,2,4,13,3,2,9,5,6,8,12,6,3,14,8,7,- -  -,Frt,12
Sam Hornby,GK,6.42,6.42,9,10,9,7,8,1,11,9,12,10,8,8,1,9,8,8,2,12,3,2,2,8,11,11,2,11,7,2,7,3,2,1,12,10,1,5,12,10,12,13,13,9,7,11,2,13,- -  -,,8
Luke Coddington,GK,6.40,6.40,11,4,9,8,12,2,6,8,8,12,4,12,1,8,8,10,1,9,1,3,3,6,12,8,4,11,2,2,7,1,3,3,10,7,2,1,7,8,7,6,11,6,9,11,5,8,- -  -,,8
Owen Foster,GK,6.40,6.40,5,5,4,1,6,3,4,4,15,12,8,5,2,10,8,8,2,17,1,1,3,9,9,11,1,12,7,1,1,2,8,1,13,12,2,4,10,7,11,3,13,7,9,15,6,13,- -  -,,8
Tom Hadler,GK,6.38,6.38,8,10,8,11,9,2,11,8,9,10,5,15,2,13,10,8,2,13,1,2,1,7,7,14,2,9,5,3,9,2,11,2,15,7,3,3,10,9,9,11,8,9,10,11,6,13,- -  -,,9
Rhys Lovett,GK,6.37,6.37,8,8,7,4,9,3,12,11,6,12,8,9,4,5,9,7,2,9,3,3,2,12,7,11,7,11,5,2,1,7,6,3,9,9,1,3,9,7,8,8,9,6,9,12,12,10,- -  -,,7
Jack Rose,GK,6.35,6.35,9,7,10,8,9,1,12,10,11,14,10,8,3,7,7,12,3,15,2,2,1,7,8,13,7,11,6,2,8,2,5,1,11,9,1,2,9,8,9,10,10,7,9,14,6,13,- -  -,,10
Dan Lincoln,GK,6.34,6.34,5,8,13,8,7,2,5,12,9,12,6,10,3,7,8,9,1,14,1,3,1,7,8,8,6,11,5,2,6,2,4,2,11,9,3,3,10,10,8,8,8,11,13,12,9,10,- -  -,,12
