Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Will Randall,M/AM (RL),7.28,7.28,12,10,1,12,13,5,7,12,3,3,1,6,8,10,11,2,12,12,5,1,10,6,3,9,9,1,10,13,11,10,3,13,11,8,11,12,8,10,1,1,11,10,11,13,6,1,- -  -,Wnt,11
Jacob Mendy,WB/M/AM (L),7.25,7.25,12,9,1,12,10,7,11,12,3,2,4,7,10,9,12,3,10,14,5,6,10,6,3,9,4,3,6,8,9,5,2,13,7,8,12,6,8,10,1,3,4,5,8,14,3,2,- -  -,Lst,11
Conor McAleny,"M (L), AM (LC), ST (C)",7.15,7.15,15,10,1,12,10,5,6,12,1,3,1,6,13,11,10,2,11,9,5,3,11,7,1,7,7,1,9,13,12,11,2,12,12,8,8,8,7,10,1,3,7,12,10,11,8,1,- -  -,,12
Akwasi Asante,"AM (L), ST (C)",7.12,7.12,13,9,3,9,11,5,14,10,2,2,2,6,9,9,12,3,11,12,6,7,11,6,2,12,10,3,8,9,11,12,3,10,11,11,7,5,8,11,2,3,10,9,9,8,10,1,- -  -,Wnt,11
Beryly Lubala,"M (RL), AM (RLC)",7.11,7.11,10,10,3,10,8,5,10,12,2,1,3,9,8,10,13,2,12,13,5,6,12,8,3,8,10,2,12,12,11,11,1,12,5,9,11,9,9,12,1,3,11,10,11,12,8,3,- -  -,Wnt,13
Daniel Powell,M/AM (RL),7.09,7.09,14,7,1,8,12,7,11,12,3,1,3,9,9,9,12,1,11,12,6,10,9,6,1,11,7,3,6,13,10,10,2,11,11,7,11,6,7,9,3,2,11,10,11,9,8,3,- -  -,,12
Justin Amaluzor,"M/AM (RL), ST (C)",7.08,7.08,9,8,3,9,8,6,12,11,1,3,2,5,7,8,14,2,8,12,7,6,5,5,1,11,7,3,6,9,8,8,2,13,13,5,9,7,8,7,1,2,12,10,8,13,10,3,- -  -,,14
Alex Reid,"AM (L), ST (C)",7.08,7.08,9,8,2,10,8,3,10,12,2,2,3,5,9,9,13,2,11,13,4,4,8,5,2,11,11,1,5,11,9,11,3,9,10,9,7,5,10,10,1,1,9,10,9,11,9,3,- -  -,Wnt,13
Mitch Pinnock,"M (RL), AM (RLC)",7.07,7.07,8,10,3,13,8,7,12,12,1,3,1,8,10,12,12,1,10,10,7,15,15,5,1,12,10,2,15,13,13,15,3,12,10,8,13,15,10,12,3,3,6,10,10,10,8,1,- -  -,,12
James Balagizi,"M (C), AM (LC)",7.06,7.06,11,12,3,14,9,7,11,10,2,1,3,7,9,13,12,3,12,12,7,8,8,7,1,10,11,1,10,12,13,9,3,13,11,9,11,8,8,13,1,2,8,12,11,13,11,2,- -  -,,13
