Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Max Fisher,ST (C),7.40,7.40,4,2,3,6,3,3,5,1,1,1,3,1,7,3,7,4,11,12,1,3,4,2,3,9,11,2,3,7,8,12,2,7,9,10,1,1,3,13,2,1,5,4,8,8,5,3,- -  -,,12
Conor McAleny,"M (L), AM (LC), ST (C)",7.15,7.15,15,10,1,12,10,5,6,12,1,3,1,6,13,11,10,2,11,9,5,3,11,7,1,7,7,1,9,13,12,11,2,12,12,8,8,8,7,10,1,3,7,12,10,11,8,1,- -  -,,12
Akwasi Asante,"AM (L), ST (C)",7.12,7.12,13,9,3,9,11,5,14,10,2,2,2,6,9,9,12,3,11,12,6,7,11,6,2,12,10,3,8,9,11,12,3,10,11,11,7,5,8,11,2,3,10,9,9,8,10,1,- -  -,Wnt,11
Alex Reid,"AM (L), ST (C)",7.08,7.08,9,8,2,10,8,3,10,12,2,2,3,5,9,9,13,2,11,13,4,4,8,5,2,11,11,1,5,11,9,11,3,9,10,9,7,5,10,10,1,1,9,10,9,11,9,3,- -  -,Wnt,13
Sam Dalby,"AM (C), ST (C)",7.04,7.04,10,10,2,11,13,3,13,14,2,3,3,4,8,10,11,2,9,10,3,2,6,4,4,14,10,3,6,8,11,12,2,8,9,10,4,2,8,13,1,3,11,13,10,9,3,3,- -  -,Ask,11
Osayamen Osawe,"M (L), AM (RL), ST (C)",7.04,7.04,11,10,3,10,8,6,12,10,3,2,3,7,11,8,14,2,11,14,5,6,8,6,3,9,10,1,7,11,9,11,4,11,13,7,8,6,8,8,2,3,14,10,9,11,10,1,- -  -,Opt,13
Aaron Martin,ST (C),7.02,7.02,17,9,1,9,15,3,16,12,2,3,1,4,12,10,12,1,12,10,3,4,9,7,1,11,12,3,6,11,8,12,4,8,11,8,7,6,6,11,3,3,15,10,12,11,15,4,- -  -,,11
Caolan Lavery,"AM (L), ST (C)",7.01,7.01,14,9,2,12,12,7,8,14,1,3,1,7,6,12,11,1,10,16,5,6,12,7,2,9,12,1,11,8,10,10,3,11,13,8,10,8,11,7,3,3,11,10,12,11,11,3,- -  -,,11
Ashley Nadesan,"AM (R), ST (C)",7.01,7.01,10,8,3,9,10,6,8,13,4,3,2,5,12,8,13,1,12,13,5,3,10,8,3,11,11,1,6,11,8,12,3,8,15,8,8,5,8,9,3,3,8,12,9,12,13,2,- -  -,Lst,15
Tyler Blackwood,"M/AM (R), ST (C)",7.01,7.01,10,9,3,10,9,5,10,10,4,2,3,6,10,10,14,1,11,14,6,7,11,8,3,13,11,2,6,11,10,12,2,11,3,9,7,7,10,10,1,1,6,8,10,11,3,2,- -  -,,13
