UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29128855,Dan Gallagher,"D (C), DM, M (C)",6.75,7,9,7,10,15,7,14,10,14,8,16,9,12,8,16,5,10,6,12,14,6,16,4,5,4,5,9,5,13,4,8,11,7,7,12,6,3,1,1,3,2,4,1,2,4,2,1,14,15,6,10,15,8,16,14,11,13,- -  -,
94055335,Solomon Wanjau-Smith,"M/AM (RL), ST (C)",6.75,12,11,11,8,14,14,9,6,10,8,4,8,9,8,6,9,5,8,5,12,8,12,7,10,9,9,10,6,6,7,3,4,9,9,6,11,2,1,3,2,2,1,3,1,3,2,2,9,8,3,13,6,6,10,13,11,19,- -  -,
28105589,Callum Whelan,"DM, M (C)",6.64,9,12,10,5,12,8,11,8,12,9,9,11,10,8,12,8,8,8,10,12,10,13,10,10,11,7,11,8,4,8,5,8,12,4,9,11,1,1,4,4,1,2,1,3,2,2,1,13,11,5,7,9,7,11,14,11,12,- -  -,Ask
29193772,Vincent Harper,D/WB/M (L),6.60,14,13,8,7,12,13,11,8,10,9,9,8,9,8,10,14,5,9,9,8,7,12,3,7,12,4,9,4,5,5,5,8,7,3,10,7,3,3,3,2,3,4,1,2,1,2,3,10,10,3,9,10,9,12,11,11,18,- -  -,Loa
29193677,Tommy Willard,"M (RL), AM (RLC), ST (C)",6.71,14,12,6,6,15,9,4,3,5,7,1,7,5,8,5,12,11,12,6,7,5,8,3,6,7,8,14,3,7,6,6,6,8,1,6,13,2,2,3,3,3,3,3,3,3,2,1,11,8,8,5,7,6,11,8,9,19,- -  -,
28097981,Charlie Wakefield,"WB (R), M/AM (RL), ST (C)",6.75,11,9,9,11,9,7,7,8,8,9,6,9,10,8,12,14,6,11,6,9,10,12,8,9,10,10,9,8,6,9,8,6,9,10,8,13,1,1,3,1,3,1,2,1,2,3,3,12,11,1,3,10,14,16,13,13,12,- -  -,Inj
29156211,Archie Davies,D/WB (R),7.06,12,12,11,11,12,11,12,10,7,9,7,8,9,8,4,9,5,8,9,11,8,13,10,11,9,7,9,10,9,8,7,8,9,4,10,10,1,3,1,3,1,2,2,1,3,2,1,8,11,5,7,7,13,11,13,17,14,- -  -,Wnt
29193653,Dominic Revan,D (RC),6.73,12,10,10,10,5,13,10,13,13,10,7,8,10,8,4,8,10,10,12,13,10,12,2,3,8,2,10,2,12,3,8,8,12,5,12,12,1,3,4,1,1,1,3,3,1,2,2,12,8,2,10,9,15,10,10,13,14,- -  -,
29020518,Alex Fisher,ST (C),6.82,11,9,9,12,14,11,10,13,5,9,16,8,8,8,14,10,8,11,8,16,9,19,7,8,8,8,8,7,12,9,9,7,8,11,8,8,2,3,2,1,3,1,3,4,1,2,2,6,13,1,5,14,5,16,16,14,14,- -  -,
28116339,Will Harris,"AM (RLC), ST (C)",6.98,9,12,10,13,17,10,11,13,10,12,14,10,8,8,13,6,7,9,7,13,9,15,4,6,6,11,7,5,9,8,3,4,9,11,4,10,1,2,1,1,3,1,3,3,3,2,2,13,13,1,5,13,5,10,10,7,19,- -  -,
89047081,Shawn McCoulsky,"AM (L), ST (C)",6.87,11,10,10,14,12,12,11,10,7,8,9,11,10,9,17,12,9,11,7,9,9,12,6,6,7,10,8,7,10,8,3,4,8,8,4,8,1,3,3,2,2,1,1,1,1,1,3,11,13,7,7,10,13,13,11,10,20,- -  -,
90041961,Jamey Osborne,"DM, M (C)",6.85,9,10,8,7,10,9,11,11,16,11,13,8,10,9,12,13,8,11,9,10,14,13,9,7,12,10,11,9,6,12,16,8,11,4,11,11,2,2,3,2,3,2,1,3,1,2,3,8,13,3,15,13,16,9,8,9,8,- -  -,
90047169,Matt Warburton,"M (C), AM (RC), ST (C)",6.95,11,10,10,7,11,10,10,7,9,10,7,10,10,9,14,11,7,11,6,12,11,10,10,9,10,12,10,11,7,11,4,6,11,12,6,11,1,2,2,1,3,2,1,2,2,2,3,12,13,3,4,12,3,15,12,10,9,- -  -,
90060002,Jeff King,D/WB (R),6.89,11,9,11,8,13,12,12,11,14,9,9,9,10,9,16,9,9,11,12,10,12,12,12,11,10,9,8,13,9,11,7,10,10,7,12,10,1,3,1,2,3,1,3,2,1,2,1,13,12,13,9,12,6,13,10,13,9,- -  -,
