UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030012,Sam Finley,"DM, M (C)",6.81,10,12,11,6,13,11,13,10,17,11,12,9,9,10,18,9,14,11,8,11,14,13,12,10,12,10,11,10,8,9,4,8,13,8,12,11,3,3,3,2,2,2,3,2,1,2,1,13,13,14,14,8,2,14,11,13,6,- -  -,
28087688,Moses Makasi,"D (L), DM, M (C)",6.64,12,10,13,8,14,12,12,13,13,11,12,11,10,10,11,8,11,8,11,12,10,12,7,9,7,8,9,9,9,8,6,9,10,10,11,9,2,1,2,3,3,2,1,3,3,3,2,10,12,7,11,7,6,13,12,12,12,- -  -,Wnt
37078342,Nigel Lonwijk,D (RC),6.76,12,14,12,14,12,13,12,10,14,12,11,13,9,10,12,8,9,9,10,12,11,12,6,7,8,7,13,6,12,7,7,11,13,8,11,13,3,3,2,1,2,3,1,2,1,1,4,13,11,7,7,12,8,12,12,11,16,- -  -,Set
49038939,Loïc Mbe Soh,D (C),6.82,12,13,14,13,15,14,14,16,12,12,14,12,12,10,12,8,10,10,13,13,10,15,5,8,10,6,10,5,12,5,11,13,11,8,13,10,1,2,2,1,1,2,1,2,1,1,2,14,10,1,12,16,10,13,11,7,14,- -  -,Set
28101729,Adam Phillips,"DM, M/AM (C)",6.78,12,11,11,10,11,11,9,11,11,9,8,13,10,10,12,14,10,12,7,11,13,11,11,12,11,11,12,13,6,13,2,7,12,15,9,13,3,3,3,2,1,1,2,1,2,1,1,11,9,4,5,10,13,13,11,10,13,- -  -,
28116006,Finn Azaz,M/AM (C),6.74,12,12,12,11,8,12,13,12,8,11,7,13,10,10,13,13,9,13,10,10,12,11,8,9,12,11,14,5,6,11,5,7,13,10,9,14,1,3,4,4,3,1,3,3,3,1,3,13,8,8,6,13,10,10,12,9,16,- -  -,Wnt
29060069,John Marquis,"AM (C), ST (C)",6.87,11,11,13,13,13,11,15,12,14,10,14,11,11,10,15,10,10,12,8,14,8,15,4,8,8,10,10,9,12,10,5,6,10,13,11,11,1,2,3,3,1,2,3,2,2,2,1,13,11,8,10,15,7,15,9,11,6,- -  -,
28084868,Jason McCarthy,"D (RC), WB (R)",6.89,12,11,11,12,13,12,13,13,14,11,12,10,10,10,16,8,16,12,13,14,10,15,13,12,11,7,11,12,13,8,15,12,10,7,13,10,3,2,2,4,3,3,1,2,3,1,1,12,13,6,10,12,7,16,15,14,12,- -  -,
29033731,Scot Bennett,"D (C), DM, M (C)",6.66,9,9,10,10,14,8,10,12,9,10,14,12,11,10,12,5,11,9,12,11,12,14,4,5,8,6,9,5,12,5,9,11,10,4,11,9,1,4,2,3,2,1,4,2,3,3,2,11,13,5,6,11,9,13,9,14,12,- -  -,
29063515,George Williams,D/WB (R),6.99,13,13,9,14,12,12,12,11,12,11,12,10,10,10,14,6,13,9,11,13,10,12,7,13,11,5,9,5,12,7,13,11,11,5,12,10,3,3,1,1,1,3,2,2,2,2,2,12,13,2,7,12,7,17,14,12,14,- -  -,Inj
28081273,Gethin Jones,"D (RC), WB (R)",6.88,13,12,10,10,13,12,13,10,11,12,10,11,12,10,13,7,14,13,13,12,10,11,6,8,8,7,11,6,12,8,10,12,11,6,12,12,3,3,1,2,3,1,2,2,2,2,1,12,13,1,5,14,8,13,14,14,13,- -  -,Inj
29060120,Lee Gregory,ST (C),6.87,11,12,12,13,12,10,13,12,14,11,15,10,10,10,13,6,12,12,7,15,11,16,5,9,9,13,12,7,13,9,9,7,11,14,8,11,1,1,1,3,1,2,1,3,2,2,1,14,13,15,8,12,8,12,9,5,9,- -  -,Opt
29058648,Charlie Raglan,D (C),6.90,12,8,10,13,10,11,13,12,7,10,14,12,11,10,14,9,10,8,11,13,9,13,5,5,6,9,10,9,12,12,6,11,12,10,12,10,2,2,2,2,3,3,2,1,2,3,2,14,12,1,5,15,6,15,18,5,17,- -  -,
89013908,Harrison Dunk,D/WB/M (L),6.76,12,9,10,11,11,12,10,10,11,11,11,11,11,10,14,12,9,11,10,12,9,13,10,13,13,11,10,8,9,8,7,8,10,3,12,11,3,1,1,4,2,3,4,1,3,2,1,12,10,2,4,9,9,14,12,14,13,- -  -,Wnt
