UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
90059564,Ashley Hunter,"AM (RLC), ST (C)",6.64,13,14,9,6,12,12,9,7,18,11,9,11,9,6,15,15,7,12,9,6,8,13,7,11,12,10,8,10,8,11,13,6,8,9,6,13,2,3,3,2,2,3,1,2,2,1,3,12,6,15,18,9,5,11,5,13,3,- -  -,Wnt
61073667,Kyle McAllister,AM (RLC),6.72,13,11,10,8,8,14,12,6,7,10,6,10,8,6,16,14,6,13,7,9,13,12,12,12,13,10,10,12,6,12,7,6,12,8,5,13,3,2,2,3,2,2,2,2,1,1,2,17,6,3,3,12,18,9,10,12,13,- -  -,Unh
29011224,David Worrall,"WB (R), M/AM (RLC)",6.74,9,8,8,7,18,10,16,8,11,10,9,9,10,7,15,9,9,10,9,12,8,18,8,11,8,8,10,7,7,7,4,9,8,8,9,9,3,1,2,2,2,3,1,2,4,1,2,13,13,3,7,13,10,13,12,13,13,- -  -,
28122646,Matthew Dennis,"AM (RL), ST (C)",6.76,15,10,8,11,16,14,11,10,8,11,12,12,6,7,12,9,5,8,10,12,6,12,7,8,12,13,12,6,7,12,3,7,9,8,8,13,2,2,1,3,2,3,1,3,1,1,2,13,9,6,6,11,4,12,12,14,12,- -  -,
2000010105,Joel Ideho,"M (RL), AM (RLC), ST (C)",6.45,14,12,12,8,17,13,11,8,5,9,9,11,7,7,16,12,6,9,7,10,9,12,9,11,12,10,8,6,6,11,6,4,10,6,5,13,1,2,3,2,1,3,3,1,3,2,1,10,9,5,14,9,7,12,12,11,16,- -  -,Set
29157637,James Brophy,D/WB/M/AM (L),6.82,15,15,7,8,14,13,11,7,4,8,10,10,7,7,10,6,7,8,8,11,7,13,7,8,12,7,10,6,5,8,9,8,9,10,8,9,2,2,3,3,3,1,1,3,3,3,3,11,12,1,7,10,10,10,5,14,17,- -  -,Wnt
89052079,Shilow Tracey,"M/AM (RL), ST (C)",6.68,13,13,11,8,14,13,11,13,8,9,12,7,8,7,14,10,7,10,7,12,7,14,8,9,11,10,9,8,8,8,10,4,12,9,7,11,3,1,1,1,4,3,1,3,3,1,1,12,11,6,11,6,10,14,13,15,13,- -  -,
29127874,Aaron Collins,"AM (RLC), ST (C)",6.95,13,13,11,10,13,13,11,10,8,9,12,12,9,7,15,15,6,12,8,11,11,14,4,8,13,12,12,7,8,13,4,4,10,13,4,12,2,1,1,2,2,3,2,1,1,2,4,15,12,6,4,12,4,12,8,15,9,- -  -,Wnt
29236491,Lynford Sackey,"D/WB/M/AM (R), ST (C)",6.67,14,9,11,11,12,14,12,12,9,7,6,11,6,7,11,7,10,9,8,8,5,9,10,10,9,9,12,5,7,2,6,8,8,2,8,11,1,1,3,3,2,3,2,3,2,1,3,10,9,7,14,7,11,10,7,13,18,- -  -,Wnt
28028965,Nathaniel Mendez-Laing,"WB/M (R), AM (RL)",6.69,15,13,12,9,10,14,11,14,14,10,12,13,7,7,7,14,6,11,10,12,10,12,11,13,13,12,12,9,10,13,7,8,12,9,6,12,2,3,3,2,3,1,1,1,3,1,2,9,8,9,8,10,13,6,11,13,9,- -  -,
28115924,Christian Norton,ST (C),6.51,16,9,8,10,14,16,11,9,10,9,10,8,8,7,15,8,11,8,5,12,7,14,6,7,7,8,11,10,8,9,5,8,6,7,2,7,3,2,1,1,1,2,2,2,2,3,2,12,8,6,5,8,12,12,9,12,17,- -  -,
