UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
37051305,Arnaut Danjuma,"M (L), AM (RL)",7.12,17,14,13,10,12,16,13,10,7,13,15,15,14,14,15,16,5,14,7,13,14,11,12,15,17,14,16,13,11,12,11,6,12,8,7,17,2,1,1,1,1,1,2,2,1,3,1,18,13,16,11,14,14,10,11,18,12,- -  -,
28094856,Daniel James,M/AM (RL),6.70,19,16,12,6,15,19,16,5,14,10,16,7,9,5,15,12,4,12,6,16,7,18,4,11,13,7,11,4,5,8,2,5,8,10,6,11,2,2,2,1,3,1,3,1,3,1,3,15,10,5,12,13,5,14,11,12,14,- -  -,
13156726,Trezeguet,M/AM (RL),7.20,14,13,14,11,15,15,14,11,15,12,11,11,12,12,13,16,12,14,8,13,13,14,13,14,13,14,14,11,8,14,4,6,14,13,7,14,2,2,2,3,1,1,2,1,3,1,1,17,11,16,10,13,10,13,10,13,10,- -  -,Wnt
93053619,Othman El Kabir,M/AM (L),6.82,14,13,12,8,11,14,12,9,11,12,10,12,11,10,10,15,7,13,6,9,10,12,13,13,14,12,13,12,8,13,5,5,11,9,7,13,1,2,1,1,3,3,1,2,2,2,3,10,13,7,11,10,11,10,10,15,10,- -  -,
85103980,Georges-Kévin Nkoudou,AM (L),6.86,17,15,13,7,13,17,13,11,9,12,12,12,10,11,8,15,5,14,5,12,11,12,5,10,15,12,12,6,7,9,4,4,12,12,4,14,2,3,2,3,3,3,3,1,3,2,2,10,11,5,7,12,14,9,10,13,13,- -  -,Wnt
14182883,Juan Bauzá,AM (LC),7.04,13,12,9,11,12,13,12,13,12,12,9,11,11,14,12,11,9,13,12,12,12,12,7,13,14,8,14,6,7,10,4,4,12,8,6,14,1,2,3,2,1,1,4,3,3,3,3,12,12,3,7,10,3,14,11,14,8,- -  -,
36058048,Dimitris Pelkas,"M (LC), AM (RLC)",6.86,14,16,10,8,12,13,11,8,10,13,5,15,9,11,17,16,9,14,6,14,15,12,13,12,15,10,15,12,4,14,5,6,15,10,5,15,1,2,3,2,2,4,2,1,1,1,2,14,10,8,8,10,5,15,13,11,14,- -  -,
93031731,Arber Zeneli,"M (L), AM (RLC)",6.88,16,16,11,9,12,15,12,9,10,10,10,12,12,11,11,14,5,14,9,12,12,11,11,13,15,11,13,8,7,7,5,5,14,8,5,14,2,2,1,2,3,1,3,3,3,3,2,14,13,5,7,8,11,12,12,8,12,- -  -,
70092187,Emircan Altıntaş,AM (RL),7.34,16,16,13,6,9,13,12,8,11,12,10,13,12,10,14,13,4,14,6,10,12,14,9,10,13,12,11,5,6,9,3,5,12,14,6,12,1,2,2,3,1,1,1,4,4,2,3,12,16,3,10,14,6,12,10,11,12,- -  -,
55026952,Bruma,M/AM (RL),6.90,16,15,11,7,12,16,12,8,12,11,8,9,7,8,13,17,5,13,7,12,13,14,11,11,16,12,13,10,7,13,4,6,12,11,6,14,2,2,1,1,3,1,1,3,1,3,3,17,9,14,6,12,12,12,14,14,10,- -  -,Trn
64016388,Damjan Bohar,AM (RL),7.05,13,13,12,8,13,13,11,9,13,12,9,12,11,11,9,13,5,13,5,12,12,11,12,12,13,11,15,10,6,9,8,5,14,11,4,13,2,3,1,1,2,1,1,3,1,3,2,8,13,13,9,11,4,10,10,11,12,- -  -,
860985,Garry Rodrigues,M/AM (RL),-,14,14,13,8,11,13,12,8,8,12,9,11,9,11,12,14,7,14,7,11,13,12,10,12,13,12,13,11,8,11,4,7,12,12,7,13,3,1,3,1,3,2,3,3,2,1,2,13,13,10,9,12,15,14,10,14,12,- -  -,Req
45111891,Kaoru Mitoma,WB/M/AM (L),6.90,17,14,12,9,14,15,12,7,15,9,13,12,11,11,13,15,6,14,7,12,12,12,10,10,14,11,14,9,8,9,7,8,11,7,8,14,2,1,4,1,1,1,1,2,1,2,3,12,13,1,1,7,8,12,11,17,17,- -  -,
95040947,Dapo Afolayan,M/AM (L),7.01,13,12,9,10,11,12,13,9,9,12,11,12,11,12,6,13,10,13,12,11,13,13,9,12,14,11,13,10,8,11,3,6,11,8,6,14,1,4,3,2,1,2,3,2,3,2,2,9,12,3,2,10,3,10,11,14,19,- -  -,Wnt
19284049,Matheusinho,"M (L), AM (RLC)",6.99,15,16,9,6,13,14,14,6,7,13,12,12,12,11,14,15,9,13,4,13,13,13,11,12,15,10,14,11,6,9,5,5,13,12,6,14,2,4,3,2,2,2,2,2,1,3,2,13,12,7,9,12,10,12,5,15,10,- -  -,Inj
83243056,Henrique Pereira,AM (RL),7.06,14,13,11,7,14,14,11,9,11,10,10,12,12,13,15,14,9,13,7,11,12,10,7,13,14,12,12,7,6,9,4,6,12,9,5,12,2,2,3,3,2,1,1,1,2,2,1,14,14,6,6,10,6,15,15,12,16,- -  -,
67222233,Arturo Molina,"DM, M/AM (RLC)",6.79,11,12,11,11,15,11,14,12,8,11,10,11,10,12,13,12,7,11,15,12,11,11,10,10,12,10,12,9,10,13,6,7,13,10,8,13,3,2,2,2,2,1,2,3,2,1,2,10,13,8,7,12,8,12,12,16,18,- -  -,
49052213,Robert Navarro,"M (C), AM (RLC)",6.86,15,13,14,8,13,14,12,11,6,13,7,11,8,13,10,14,10,10,8,12,15,12,11,11,13,9,15,11,6,13,2,5,13,11,6,15,3,3,3,1,3,2,1,3,4,2,4,13,13,7,8,13,12,10,12,12,16,- -  -,
